"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"15.03.2016 08:45 - 15.03.2016 09:00","16429","16008"
"15.03.2016 09:00 - 15.03.2016 09:15","16620","16169"
"15.03.2016 09:15 - 15.03.2016 09:30","16689","16199"
"15.03.2016 09:30 - 15.03.2016 09:45","16692","16198"
"15.03.2016 09:45 - 15.03.2016 10:00","16651","16207"
"15.03.2016 10:00 - 15.03.2016 10:15","16598","16176"
"15.03.2016 10:15 - 15.03.2016 10:30","16543","16198"
"15.03.2016 10:30 - 15.03.2016 10:45","16472","16251"
"15.03.2016 10:45 - 15.03.2016 11:00","16372","16256"
"15.03.2016 11:00 - 15.03.2016 11:15","16270","16256"
"15.03.2016 11:15 - 15.03.2016 11:30","16287","16281"
"15.03.2016 11:30 - 15.03.2016 11:45","16269","16301"
"15.03.2016 11:45 - 15.03.2016 12:00","16258","16296"
"15.03.2016 12:00 - 15.03.2016 12:15","16230","16219"
"15.03.2016 12:15 - 15.03.2016 12:30","16151","16122"
"15.03.2016 12:30 - 15.03.2016 12:45","16029","15959"
"15.03.2016 12:45 - 15.03.2016 13:00","15957","15892"
"15.03.2016 13:00 - 15.03.2016 13:15","16026","15987"
"15.03.2016 13:15 - 15.03.2016 13:30","16137","16052"
"15.03.2016 13:30 - 15.03.2016 13:45","16140","16104"
"15.03.2016 13:45 - 15.03.2016 14:00","16106","16061"
"15.03.2016 14:00 - 15.03.2016 14:15","16064","16014"
"15.03.2016 14:15 - 15.03.2016 14:30","16059","16001"
"15.03.2016 14:30 - 15.03.2016 14:45","16071","15965"
"15.03.2016 14:45 - 15.03.2016 15:00","16064","15904"
"15.03.2016 15:00 - 15.03.2016 15:15","16032","15834"
"15.03.2016 15:15 - 15.03.2016 15:30","16020","15830"
"15.03.2016 15:30 - 15.03.2016 15:45","16051","15876"
"15.03.2016 15:45 - 15.03.2016 16:00","16097","15877"
"15.03.2016 16:00 - 15.03.2016 16:15","16152","15901"
"15.03.2016 16:15 - 15.03.2016 16:30","16125","15901"
"15.03.2016 16:30 - 15.03.2016 16:45","16028","15877"
"15.03.2016 16:45 - 15.03.2016 17:00","16145","15960"
"15.03.2016 17:00 - 15.03.2016 17:15","16178","15936"
"15.03.2016 17:15 - 15.03.2016 17:30","16138","16022"
"15.03.2016 17:30 - 15.03.2016 17:45","16244","16022"
"15.03.2016 17:45 - 15.03.2016 18:00","16191","15999"
"15.03.2016 18:00 - 15.03.2016 18:15","15992","15741"
"15.03.2016 18:15 - 15.03.2016 18:30","15804","15629"
"15.03.2016 18:30 - 15.03.2016 18:45","15894","15715"
"15.03.2016 18:45 - 15.03.2016 19:00","16040","15998"
"15.03.2016 19:00 - 15.03.2016 19:15","16109","16284"
"15.03.2016 19:15 - 15.03.2016 19:30","16015","16272"
"15.03.2016 19:30 - 15.03.2016 19:45","15887","16162"
"15.03.2016 19:45 - 15.03.2016 20:00","15764","16100"
"15.03.2016 20:00 - 15.03.2016 20:15","15623","15822"
"15.03.2016 20:15 - 15.03.2016 20:30","15464","15568"
"15.03.2016 20:30 - 15.03.2016 20:45","15184","15394"
"15.03.2016 20:45 - 15.03.2016 21:00","14874","15118"
"15.03.2016 21:00 - 15.03.2016 21:15","14650","14752"
"15.03.2016 21:15 - 15.03.2016 21:30","14575","14493"
"15.03.2016 21:30 - 15.03.2016 21:45","14368","14227"
"15.03.2016 21:45 - 15.03.2016 22:00","14051","13967"
"15.03.2016 22:00 - 15.03.2016 22:15","13725","13570"
"15.03.2016 22:15 - 15.03.2016 22:30","13398","13293"
"15.03.2016 22:30 - 15.03.2016 22:45","13087","13024"
"15.03.2016 22:45 - 15.03.2016 23:00","12756","12756"
"15.03.2016 23:00 - 15.03.2016 23:15","12537","12591"
"15.03.2016 23:15 - 15.03.2016 23:30","12383","12338"
"15.03.2016 23:30 - 15.03.2016 23:45","12030","12083"
"15.03.2016 23:45 - 16.03.2016 00:00","11671","11784"
"16.03.2016 00:00 - 16.03.2016 00:15","11304","11528"
"16.03.2016 00:15 - 16.03.2016 00:30","11082","11281"
"16.03.2016 00:30 - 16.03.2016 00:45","10859","11106"
"16.03.2016 00:45 - 16.03.2016 01:00","10646","10914"
"16.03.2016 01:00 - 16.03.2016 01:15","10480","10756"
"16.03.2016 01:15 - 16.03.2016 01:30","10302","10674"
"16.03.2016 01:30 - 16.03.2016 01:45","10190","10582"
"16.03.2016 01:45 - 16.03.2016 02:00","10115","10489"
"16.03.2016 02:00 - 16.03.2016 02:15","10033","10485"
"16.03.2016 02:15 - 16.03.2016 02:30","9965","10413"
"16.03.2016 02:30 - 16.03.2016 02:45","9917","10398"
"16.03.2016 02:45 - 16.03.2016 03:00","9814","10416"
"16.03.2016 03:00 - 16.03.2016 03:15","9754","10378"
"16.03.2016 03:15 - 16.03.2016 03:30","9701","10391"
"16.03.2016 03:30 - 16.03.2016 03:45","9699","10350"
"16.03.2016 03:45 - 16.03.2016 04:00","9731","10367"
"16.03.2016 04:00 - 16.03.2016 04:15","9736","10385"
"16.03.2016 04:15 - 16.03.2016 04:30","9757","10409"
"16.03.2016 04:30 - 16.03.2016 04:45","9811","10484"
"16.03.2016 04:45 - 16.03.2016 05:00","9915","10541"
"16.03.2016 05:00 - 16.03.2016 05:15","10025","10668"
"16.03.2016 05:15 - 16.03.2016 05:30","10204","10816"
"16.03.2016 05:30 - 16.03.2016 05:45","10415","11045"
"16.03.2016 05:45 - 16.03.2016 06:00","10657","11311"
"16.03.2016 06:00 - 16.03.2016 06:15","11052","11841"
"16.03.2016 06:15 - 16.03.2016 06:30","11551","12259"
"16.03.2016 06:30 - 16.03.2016 06:45","12070","12630"
"16.03.2016 06:45 - 16.03.2016 07:00","12564","12977"
"16.03.2016 07:00 - 16.03.2016 07:15","13051","13683"
"16.03.2016 07:15 - 16.03.2016 07:30","13425","14136"
"16.03.2016 07:30 - 16.03.2016 07:45","13776","14605"
"16.03.2016 07:45 - 16.03.2016 08:00","14216","14974"
"16.03.2016 08:00 - 16.03.2016 08:15","14603","15246"
"16.03.2016 08:15 - 16.03.2016 08:30","14957","15438"
"16.03.2016 08:30 - 16.03.2016 08:45","15346","15562"
"16.03.2016 08:45 - 16.03.2016 09:00","15608","15661"
"16.03.2016 09:00 - 16.03.2016 09:15","15778","15669"
"16.03.2016 09:15 - 16.03.2016 09:30","15930","15559"
"16.03.2016 09:30 - 16.03.2016 09:45","15944","15380"
"16.03.2016 09:45 - 16.03.2016 10:00","15866","15282"
"16.03.2016 10:00 - 16.03.2016 10:15","15879","15182"
"16.03.2016 10:15 - 16.03.2016 10:30","15893","15167"
"16.03.2016 10:30 - 16.03.2016 10:45","15807","15179"
"16.03.2016 10:45 - 16.03.2016 11:00","15679","15108"
"16.03.2016 11:00 - 16.03.2016 11:15","15426","15144"
"16.03.2016 11:15 - 16.03.2016 11:30","15111","15159"
"16.03.2016 11:30 - 16.03.2016 11:45","15027","15213"
"16.03.2016 11:45 - 16.03.2016 12:00","15114","15226"
"16.03.2016 12:00 - 16.03.2016 12:15","15078","15085"
"16.03.2016 12:15 - 16.03.2016 12:30","15175","14994"
"16.03.2016 12:30 - 16.03.2016 12:45","15003","14923"
"16.03.2016 12:45 - 16.03.2016 13:00","15025","14894"
"16.03.2016 13:00 - 16.03.2016 13:15","15043","14953"
"16.03.2016 13:15 - 16.03.2016 13:30","15136","15048"
"16.03.2016 13:30 - 16.03.2016 13:45","15190","15017"
"16.03.2016 13:45 - 16.03.2016 14:00","15242","15022"
"16.03.2016 14:00 - 16.03.2016 14:15","15285","14954"
"16.03.2016 14:15 - 16.03.2016 14:30","15364","14937"
"16.03.2016 14:30 - 16.03.2016 14:45","15392","14943"
"16.03.2016 14:45 - 16.03.2016 15:00","15347","14888"
"16.03.2016 15:00 - 16.03.2016 15:15","15417","14858"
"16.03.2016 15:15 - 16.03.2016 15:30","15524","14859"
"16.03.2016 15:30 - 16.03.2016 15:45","15522","14835"
"16.03.2016 15:45 - 16.03.2016 16:00","15613","14911"
"16.03.2016 16:00 - 16.03.2016 16:15","15724","14955"
"16.03.2016 16:15 - 16.03.2016 16:30","15799","14931"
"16.03.2016 16:30 - 16.03.2016 16:45","15869","15042"
"16.03.2016 16:45 - 16.03.2016 17:00","16016","15184"
"16.03.2016 17:00 - 16.03.2016 17:15","16069","15337"
"16.03.2016 17:15 - 16.03.2016 17:30","15942","15511"
"16.03.2016 17:30 - 16.03.2016 17:45","16069","15484"
"16.03.2016 17:45 - 16.03.2016 18:00","16079","15449"
"16.03.2016 18:00 - 16.03.2016 18:15","16012","15276"
"16.03.2016 18:15 - 16.03.2016 18:30","15708","15081"
"16.03.2016 18:30 - 16.03.2016 18:45","15812","15118"
"16.03.2016 18:45 - 16.03.2016 19:00","15940","15453"
"16.03.2016 19:00 - 16.03.2016 19:15","16127","15914"
"16.03.2016 19:15 - 16.03.2016 19:30","15980","16082"
"16.03.2016 19:30 - 16.03.2016 19:45","15844","16015"
"16.03.2016 19:45 - 16.03.2016 20:00","15715","15961"
"16.03.2016 20:00 - 16.03.2016 20:15","15522","15777"
"16.03.2016 20:15 - 16.03.2016 20:30","15526","15521"
"16.03.2016 20:30 - 16.03.2016 20:45","15344","15335"
"16.03.2016 20:45 - 16.03.2016 21:00","15088","15088"
"16.03.2016 21:00 - 16.03.2016 21:15","14871","14777"
"16.03.2016 21:15 - 16.03.2016 21:30","14759","14556"
"16.03.2016 21:30 - 16.03.2016 21:45","14612","14284"
"16.03.2016 21:45 - 16.03.2016 22:00","14340","13999"
"16.03.2016 22:00 - 16.03.2016 22:15","14027","13559"
"16.03.2016 22:15 - 16.03.2016 22:30","13711","13310"
"16.03.2016 22:30 - 16.03.2016 22:45","13344","12993"
"16.03.2016 22:45 - 16.03.2016 23:00","12973","12692"
"16.03.2016 23:00 - 16.03.2016 23:15","12752","12455"
"16.03.2016 23:15 - 16.03.2016 23:30","12702","12296"
"16.03.2016 23:30 - 16.03.2016 23:45","12433","12019"
"16.03.2016 23:45 - 17.03.2016 00:00","12072","11679"
"17.03.2016 00:00 - 17.03.2016 00:15","11805","11465"
"17.03.2016 00:15 - 17.03.2016 00:30","11767","11303"
"17.03.2016 00:30 - 17.03.2016 00:45","11572","11060"
"17.03.2016 00:45 - 17.03.2016 01:00","11359","10900"
"17.03.2016 01:00 - 17.03.2016 01:15","11191","10747"
"17.03.2016 01:15 - 17.03.2016 01:30","11107","10662"
"17.03.2016 01:30 - 17.03.2016 01:45","11047","10603"
"17.03.2016 01:45 - 17.03.2016 02:00","10950","10521"
"17.03.2016 02:00 - 17.03.2016 02:15","10863","10464"
"17.03.2016 02:15 - 17.03.2016 02:30","10817","10398"
"17.03.2016 02:30 - 17.03.2016 02:45","10766","10376"
"17.03.2016 02:45 - 17.03.2016 03:00","10755","10401"
"17.03.2016 03:00 - 17.03.2016 03:15","10741","10374"
"17.03.2016 03:15 - 17.03.2016 03:30","10728","10438"
"17.03.2016 03:30 - 17.03.2016 03:45","10691","10396"
"17.03.2016 03:45 - 17.03.2016 04:00","10714","10367"
"17.03.2016 04:00 - 17.03.2016 04:15","10748","10380"
"17.03.2016 04:15 - 17.03.2016 04:30","10827","10412"
"17.03.2016 04:30 - 17.03.2016 04:45","10897","10445"
"17.03.2016 04:45 - 17.03.2016 05:00","10951","10548"
"17.03.2016 05:00 - 17.03.2016 05:15","11058","10636"
"17.03.2016 05:15 - 17.03.2016 05:30","11221","10789"
"17.03.2016 05:30 - 17.03.2016 05:45","11423","10964"
"17.03.2016 05:45 - 17.03.2016 06:00","11678","11256"
"17.03.2016 06:00 - 17.03.2016 06:15","12030","11784"
"17.03.2016 06:15 - 17.03.2016 06:30","12498","12187"
"17.03.2016 06:30 - 17.03.2016 06:45","13033","12518"
"17.03.2016 06:45 - 17.03.2016 07:00","13549","12847"
"17.03.2016 07:00 - 17.03.2016 07:15","14048","13500"
"17.03.2016 07:15 - 17.03.2016 07:30","14503","14032"
"17.03.2016 07:30 - 17.03.2016 07:45","14939","14425"
"17.03.2016 07:45 - 17.03.2016 08:00","15347","14763"
"17.03.2016 08:00 - 17.03.2016 08:15","15698","15016"
"17.03.2016 08:15 - 17.03.2016 08:30","15956","15143"
"17.03.2016 08:30 - 17.03.2016 08:45","16204","15275"
"17.03.2016 08:45 - 17.03.2016 09:00","16425","15368"
"17.03.2016 09:00 - 17.03.2016 09:15","16531","15347"
"17.03.2016 09:15 - 17.03.2016 09:30","16540","15287"
"17.03.2016 09:30 - 17.03.2016 09:45","16511","15186"
"17.03.2016 09:45 - 17.03.2016 10:00","16472","15111"
"17.03.2016 10:00 - 17.03.2016 10:15","16384","15021"
"17.03.2016 10:15 - 17.03.2016 10:30","15337","14948"
"17.03.2016 10:30 - 17.03.2016 10:45","15179","14910"
"17.03.2016 10:45 - 17.03.2016 11:00","15119","14863"
"17.03.2016 11:00 - 17.03.2016 11:15","15109","14838"
"17.03.2016 11:15 - 17.03.2016 11:30","15110","14796"
"17.03.2016 11:30 - 17.03.2016 11:45","15058","14759"
"17.03.2016 11:45 - 17.03.2016 12:00","15039","14757"
"17.03.2016 12:00 - 17.03.2016 12:15","15035","14634"
"17.03.2016 12:15 - 17.03.2016 12:30","15023","14531"
"17.03.2016 12:30 - 17.03.2016 12:45","15530","14364"
"17.03.2016 12:45 - 17.03.2016 13:00","15440","14338"
"17.03.2016 13:00 - 17.03.2016 13:15","15483","14385"
"17.03.2016 13:15 - 17.03.2016 13:30","15613","14472"
"17.03.2016 13:30 - 17.03.2016 13:45","15663","14454"
"17.03.2016 13:45 - 17.03.2016 14:00","15636","14428"
"17.03.2016 14:00 - 17.03.2016 14:15","15605","14379"
"17.03.2016 14:15 - 17.03.2016 14:30","15531","14407"
"17.03.2016 14:30 - 17.03.2016 14:45","15536","14395"
"17.03.2016 14:45 - 17.03.2016 15:00","15536","14374"
"17.03.2016 15:00 - 17.03.2016 15:15","15485","14340"
"17.03.2016 15:15 - 17.03.2016 15:30","15487","14329"
"17.03.2016 15:30 - 17.03.2016 15:45","15565","14450"
"17.03.2016 15:45 - 17.03.2016 16:00","15662","14507"
"17.03.2016 16:00 - 17.03.2016 16:15","15717","14554"
"17.03.2016 16:15 - 17.03.2016 16:30","15733","14604"
"17.03.2016 16:30 - 17.03.2016 16:45","15841","14673"
"17.03.2016 16:45 - 17.03.2016 17:00","16111","14874"
"17.03.2016 17:00 - 17.03.2016 17:15","16196","14986"
"17.03.2016 17:15 - 17.03.2016 17:30","16224","15139"
"17.03.2016 17:30 - 17.03.2016 17:45","16311","15211"
"17.03.2016 17:45 - 17.03.2016 18:00","16287","15212"
"17.03.2016 18:00 - 17.03.2016 18:15","16129","15063"
"17.03.2016 18:15 - 17.03.2016 18:30","16009","14963"
"17.03.2016 18:30 - 17.03.2016 18:45","16144","15028"
"17.03.2016 18:45 - 17.03.2016 19:00","16360","15341"
"17.03.2016 19:00 - 17.03.2016 19:15","16483","15798"
"17.03.2016 19:15 - 17.03.2016 19:30","16395","16054"
"17.03.2016 19:30 - 17.03.2016 19:45","16316","16069"
"17.03.2016 19:45 - 17.03.2016 20:00","16274","16022"
"17.03.2016 20:00 - 17.03.2016 20:15","16144","15833"
"17.03.2016 20:15 - 17.03.2016 20:30","15996","15603"
"17.03.2016 20:30 - 17.03.2016 20:45","15780","15407"
"17.03.2016 20:45 - 17.03.2016 21:00","15603","15175"
"17.03.2016 21:00 - 17.03.2016 21:15","15396","14862"
"17.03.2016 21:15 - 17.03.2016 21:30","15233","14571"
"17.03.2016 21:30 - 17.03.2016 21:45","14972","14277"
"17.03.2016 21:45 - 17.03.2016 22:00","14685","14025"
"17.03.2016 22:00 - 17.03.2016 22:15","14381","13629"
"17.03.2016 22:15 - 17.03.2016 22:30","14124","13367"
"17.03.2016 22:30 - 17.03.2016 22:45","13831","13091"
"17.03.2016 22:45 - 17.03.2016 23:00","13505","12744"
"17.03.2016 23:00 - 17.03.2016 23:15","13273","12513"
"17.03.2016 23:15 - 17.03.2016 23:30","13109","12247"
"17.03.2016 23:30 - 17.03.2016 23:45","12811","12040"
"17.03.2016 23:45 - 18.03.2016 00:00","12473","11785"
"18.03.2016 00:00 - 18.03.2016 00:15","12299","11534"
"18.03.2016 00:15 - 18.03.2016 00:30","12086","11342"
"18.03.2016 00:30 - 18.03.2016 00:45","11874","11062"
"18.03.2016 00:45 - 18.03.2016 01:00","11643","10845"
"18.03.2016 01:00 - 18.03.2016 01:15","11427","10682"
"18.03.2016 01:15 - 18.03.2016 01:30","11257","10636"
"18.03.2016 01:30 - 18.03.2016 01:45","11119","10522"
"18.03.2016 01:45 - 18.03.2016 02:00","11004","10472"
"18.03.2016 02:00 - 18.03.2016 02:15","10898","10451"
"18.03.2016 02:15 - 18.03.2016 02:30","10846","10414"
"18.03.2016 02:30 - 18.03.2016 02:45","10802","10418"
"18.03.2016 02:45 - 18.03.2016 03:00","10738","10339"
"18.03.2016 03:00 - 18.03.2016 03:15","10674","10339"
"18.03.2016 03:15 - 18.03.2016 03:30","10632","10356"
"18.03.2016 03:30 - 18.03.2016 03:45","10608","10352"
"18.03.2016 03:45 - 18.03.2016 04:00","10565","10326"
"18.03.2016 04:00 - 18.03.2016 04:15","10523","10406"
"18.03.2016 04:15 - 18.03.2016 04:30","10520","10397"
"18.03.2016 04:30 - 18.03.2016 04:45","10536","10454"
"18.03.2016 04:45 - 18.03.2016 05:00","10588","10496"
"18.03.2016 05:00 - 18.03.2016 05:15","10695","10659"
"18.03.2016 05:15 - 18.03.2016 05:30","10838","10817"
"18.03.2016 05:30 - 18.03.2016 05:45","11028","11017"
"18.03.2016 05:45 - 18.03.2016 06:00","11243","11287"
"18.03.2016 06:00 - 18.03.2016 06:15","11499","11681"
"18.03.2016 06:15 - 18.03.2016 06:30","11867","12140"
"18.03.2016 06:30 - 18.03.2016 06:45","12347","12483"
"18.03.2016 06:45 - 18.03.2016 07:00","12779","12838"
"18.03.2016 07:00 - 18.03.2016 07:15","13249","13523"
"18.03.2016 07:15 - 18.03.2016 07:30","13752","14017"
"18.03.2016 07:30 - 18.03.2016 07:45","14359","14543"
"18.03.2016 07:45 - 18.03.2016 08:00","14721","15005"
"18.03.2016 08:00 - 18.03.2016 08:15","15102","15397"
"18.03.2016 08:15 - 18.03.2016 08:30","15493","15597"
"18.03.2016 08:30 - 18.03.2016 08:45","15802","15861"
"18.03.2016 08:45 - 18.03.2016 09:00","16067","16128"
"18.03.2016 09:00 - 18.03.2016 09:15","16276","16301"
"18.03.2016 09:15 - 18.03.2016 09:30","16452","16418"
"18.03.2016 09:30 - 18.03.2016 09:45","16558","16506"
"18.03.2016 09:45 - 18.03.2016 10:00","16603","16569"
"18.03.2016 10:00 - 18.03.2016 10:15","16631","16597"
"18.03.2016 10:15 - 18.03.2016 10:30","16687","16597"
"18.03.2016 10:30 - 18.03.2016 10:45","16677","16630"
"18.03.2016 10:45 - 18.03.2016 11:00","16697","16631"
"18.03.2016 11:00 - 18.03.2016 11:15","16692","16600"
"18.03.2016 11:15 - 18.03.2016 11:30","16682","16538"
"18.03.2016 11:30 - 18.03.2016 11:45","16646","16583"
"18.03.2016 11:45 - 18.03.2016 12:00","16618","16538"
"18.03.2016 12:00 - 18.03.2016 12:15","16610","16363"
"18.03.2016 12:15 - 18.03.2016 12:30","16518","16293"
"18.03.2016 12:30 - 18.03.2016 12:45","16400","16248"
"18.03.2016 12:45 - 18.03.2016 13:00","16280","16128"
"18.03.2016 13:00 - 18.03.2016 13:15","16264","16217"
"18.03.2016 13:15 - 18.03.2016 13:30","16359","16224"
"18.03.2016 13:30 - 18.03.2016 13:45","16459","16254"
"18.03.2016 13:45 - 18.03.2016 14:00","16464","16262"
"18.03.2016 14:00 - 18.03.2016 14:15","16378","16169"
"18.03.2016 14:15 - 18.03.2016 14:30","16352","16246"
"18.03.2016 14:30 - 18.03.2016 14:45","16255","16086"
"18.03.2016 14:45 - 18.03.2016 15:00","16206","16023"
"18.03.2016 15:00 - 18.03.2016 15:15","16160","15911"
"18.03.2016 15:15 - 18.03.2016 15:30","16082","15894"
"18.03.2016 15:30 - 18.03.2016 15:45","16054","15869"
"18.03.2016 15:45 - 18.03.2016 16:00","16036","15854"
"18.03.2016 16:00 - 18.03.2016 16:15","16061","15730"
"18.03.2016 16:15 - 18.03.2016 16:30","16015","15751"
"18.03.2016 16:30 - 18.03.2016 16:45","16065","15762"
"18.03.2016 16:45 - 18.03.2016 17:00","16111","15884"
"18.03.2016 17:00 - 18.03.2016 17:15","16209","15875"
"18.03.2016 17:15 - 18.03.2016 17:30","16165","15949"
"18.03.2016 17:30 - 18.03.2016 17:45","16197","15942"
"18.03.2016 17:45 - 18.03.2016 18:00","16208","15939"
"18.03.2016 18:00 - 18.03.2016 18:15","16100","15623"
"18.03.2016 18:15 - 18.03.2016 18:30","15912","15558"
"18.03.2016 18:30 - 18.03.2016 18:45","16007","15568"
"18.03.2016 18:45 - 18.03.2016 19:00","16050","15715"
"18.03.2016 19:00 - 18.03.2016 19:15","16180","15780"
"18.03.2016 19:15 - 18.03.2016 19:30","16098","15739"
"18.03.2016 19:30 - 18.03.2016 19:45","16002","15631"
"18.03.2016 19:45 - 18.03.2016 20:00","15880","15537"
"18.03.2016 20:00 - 18.03.2016 20:15","15720","15308"
"18.03.2016 20:15 - 18.03.2016 20:30","15561","15032"
"18.03.2016 20:30 - 18.03.2016 20:45","15346","14801"
"18.03.2016 20:45 - 18.03.2016 21:00","15069","14596"
"18.03.2016 21:00 - 18.03.2016 21:15","14857","14236"
"18.03.2016 21:15 - 18.03.2016 21:30","14726","13976"
"18.03.2016 21:30 - 18.03.2016 21:45","14479","13715"
"18.03.2016 21:45 - 18.03.2016 22:00","14205","13478"
"18.03.2016 22:00 - 18.03.2016 22:15","13894","13111"
"18.03.2016 22:15 - 18.03.2016 22:30","13677","12912"
"18.03.2016 22:30 - 18.03.2016 22:45","13450","12642"
"18.03.2016 22:45 - 18.03.2016 23:00","13216","12414"
"18.03.2016 23:00 - 18.03.2016 23:15","13057","12228"
"18.03.2016 23:15 - 18.03.2016 23:30","12954","12029"
"18.03.2016 23:30 - 18.03.2016 23:45","12722","11820"
"18.03.2016 23:45 - 19.03.2016 00:00","12440","11571"
"19.03.2016 00:00 - 19.03.2016 00:15","13229","11322"
"19.03.2016 00:15 - 19.03.2016 00:30","12952","11113"
"19.03.2016 00:30 - 19.03.2016 00:45","12739","10903"
"19.03.2016 00:45 - 19.03.2016 01:00","12561","10697"
"19.03.2016 01:00 - 19.03.2016 01:15","12380","10517"
"19.03.2016 01:15 - 19.03.2016 01:30","12275","10358"
"19.03.2016 01:30 - 19.03.2016 01:45","12144","10262"
"19.03.2016 01:45 - 19.03.2016 02:00","12041","10168"
"19.03.2016 02:00 - 19.03.2016 02:15","11974","10066"
"19.03.2016 02:15 - 19.03.2016 02:30","11987","10023"
"19.03.2016 02:30 - 19.03.2016 02:45","11973","9962"
"19.03.2016 02:45 - 19.03.2016 03:00","11899","9881"
"19.03.2016 03:00 - 19.03.2016 03:15","11845","9871"
"19.03.2016 03:15 - 19.03.2016 03:30","11829","9847"
"19.03.2016 03:30 - 19.03.2016 03:45","11837","9802"
"19.03.2016 03:45 - 19.03.2016 04:00","11801","9793"
"19.03.2016 04:00 - 19.03.2016 04:15","11775","9801"
"19.03.2016 04:15 - 19.03.2016 04:30","11797","9857"
"19.03.2016 04:30 - 19.03.2016 04:45","11798","9850"
"19.03.2016 04:45 - 19.03.2016 05:00","11787","9826"
"19.03.2016 05:00 - 19.03.2016 05:15","11812","9908"
"19.03.2016 05:15 - 19.03.2016 05:30","11824","9935"
"19.03.2016 05:30 - 19.03.2016 05:45","11842","10013"
"19.03.2016 05:45 - 19.03.2016 06:00","11899","10084"
"19.03.2016 06:00 - 19.03.2016 06:15","12015","10295"
"19.03.2016 06:15 - 19.03.2016 06:30","12189","10444"
"19.03.2016 06:30 - 19.03.2016 06:45","12399","10532"
"19.03.2016 06:45 - 19.03.2016 07:00","12602","10600"
"19.03.2016 07:00 - 19.03.2016 07:15","12775","10843"
"19.03.2016 07:15 - 19.03.2016 07:30","12935","11104"
"19.03.2016 07:30 - 19.03.2016 07:45","13099","11395"
"19.03.2016 07:45 - 19.03.2016 08:00","13329","11729"
"19.03.2016 08:00 - 19.03.2016 08:15","13551","11990"
"19.03.2016 08:15 - 19.03.2016 08:30","13818","12312"
"19.03.2016 08:30 - 19.03.2016 08:45","14144","12577"
"19.03.2016 08:45 - 19.03.2016 09:00","14388","12892"
"19.03.2016 09:00 - 19.03.2016 09:15","14555","13102"
"19.03.2016 09:15 - 19.03.2016 09:30","14635","13392"
"19.03.2016 09:30 - 19.03.2016 09:45","14730","13525"
"19.03.2016 09:45 - 19.03.2016 10:00","14791","13704"
"19.03.2016 10:00 - 19.03.2016 10:15","14783","13771"
"19.03.2016 10:15 - 19.03.2016 10:30","14709","13827"
"19.03.2016 10:30 - 19.03.2016 10:45","14595","13852"
"19.03.2016 10:45 - 19.03.2016 11:00","14506","13857"
"19.03.2016 11:00 - 19.03.2016 11:15","14431","13800"
"19.03.2016 11:15 - 19.03.2016 11:30","14371","13788"
"19.03.2016 11:30 - 19.03.2016 11:45","14306","13761"
"19.03.2016 11:45 - 19.03.2016 12:00","14236","13803"
"19.03.2016 12:00 - 19.03.2016 12:15","14163","13704"
"19.03.2016 12:15 - 19.03.2016 12:30","14065","13628"
"19.03.2016 12:30 - 19.03.2016 12:45","13969","13540"
"19.03.2016 12:45 - 19.03.2016 13:00","13852","13461"
"19.03.2016 13:00 - 19.03.2016 13:15","13783","13404"
"19.03.2016 13:15 - 19.03.2016 13:30","13742","13344"
"19.03.2016 13:30 - 19.03.2016 13:45","13672","13243"
"19.03.2016 13:45 - 19.03.2016 14:00","13617","13129"
"19.03.2016 14:00 - 19.03.2016 14:15","13628","13003"
"19.03.2016 14:15 - 19.03.2016 14:30","13675","12960"
"19.03.2016 14:30 - 19.03.2016 14:45","13650","12940"
"19.03.2016 14:45 - 19.03.2016 15:00","13643","12868"
"19.03.2016 15:00 - 19.03.2016 15:15","13656","12804"
"19.03.2016 15:15 - 19.03.2016 15:30","13630","12876"
"19.03.2016 15:30 - 19.03.2016 15:45","13644","12882"
"19.03.2016 15:45 - 19.03.2016 16:00","13633","12936"
"19.03.2016 16:00 - 19.03.2016 16:15","13716","13012"
"19.03.2016 16:15 - 19.03.2016 16:30","13867","13057"
"19.03.2016 16:30 - 19.03.2016 16:45","13983","13143"
"19.03.2016 16:45 - 19.03.2016 17:00","14180","13320"
"19.03.2016 17:00 - 19.03.2016 17:15","14424","13448"
"19.03.2016 17:15 - 19.03.2016 17:30","14509","13546"
"19.03.2016 17:30 - 19.03.2016 17:45","14640","13728"
"19.03.2016 17:45 - 19.03.2016 18:00","14783","13801"
"19.03.2016 18:00 - 19.03.2016 18:15","14741","13723"
"19.03.2016 18:15 - 19.03.2016 18:30","14566","13736"
"19.03.2016 18:30 - 19.03.2016 18:45","14748","13732"
"19.03.2016 18:45 - 19.03.2016 19:00","15002","13898"
"19.03.2016 19:00 - 19.03.2016 19:15","14990","14134"
"19.03.2016 19:15 - 19.03.2016 19:30","14866","14167"
"19.03.2016 19:30 - 19.03.2016 19:45","14816","14060"
"19.03.2016 19:45 - 19.03.2016 20:00","14729","13981"
"19.03.2016 20:00 - 19.03.2016 20:15","14724","13786"
"19.03.2016 20:15 - 19.03.2016 20:30","14713","13651"
"19.03.2016 20:30 - 19.03.2016 20:45","14658","13408"
"19.03.2016 20:45 - 19.03.2016 21:00","14450","13191"
"19.03.2016 21:00 - 19.03.2016 21:15","14260","12931"
"19.03.2016 21:15 - 19.03.2016 21:30","14254","12800"
