"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"01.01.2017 14:00 - 01.01.2017 14:15","13618","12676"
"01.01.2017 14:15 - 01.01.2017 14:30","13651","12703"
"01.01.2017 14:30 - 01.01.2017 14:45","13610","12681"
"01.01.2017 14:45 - 01.01.2017 15:00","13605","12717"
"01.01.2017 15:00 - 01.01.2017 15:15","13575","12701"
"01.01.2017 15:15 - 01.01.2017 15:30","13601","12714"
"01.01.2017 15:30 - 01.01.2017 15:45","13629","12739"
"01.01.2017 15:45 - 01.01.2017 16:00","13666","12757"
"01.01.2017 16:00 - 01.01.2017 16:15","13678","12831"
"01.01.2017 16:15 - 01.01.2017 16:30","13712","12975"
"01.01.2017 16:30 - 01.01.2017 16:45","13990","13236"
"01.01.2017 16:45 - 01.01.2017 17:00","14382","13608"
"01.01.2017 17:00 - 01.01.2017 17:15","14654","13818"
"01.01.2017 17:15 - 01.01.2017 17:30","14650","14075"
"01.01.2017 17:30 - 01.01.2017 17:45","14920","14225"
"01.01.2017 17:45 - 01.01.2017 18:00","15068","14321"
"01.01.2017 18:00 - 01.01.2017 18:15","14975","14195"
"01.01.2017 18:15 - 01.01.2017 18:30","14748","14152"
"01.01.2017 18:30 - 01.01.2017 18:45","14648","14111"
"01.01.2017 18:45 - 01.01.2017 19:00","14520","14031"
"01.01.2017 19:00 - 01.01.2017 19:15","14433","13975"
"01.01.2017 19:15 - 01.01.2017 19:30","14340","13879"
"01.01.2017 19:30 - 01.01.2017 19:45","14252","13783"
"01.01.2017 19:45 - 01.01.2017 20:00","14160","13776"
"01.01.2017 20:00 - 01.01.2017 20:15","14091","13653"
"01.01.2017 20:15 - 01.01.2017 20:30","14068","13550"
"01.01.2017 20:30 - 01.01.2017 20:45","13951","13399"
"01.01.2017 20:45 - 01.01.2017 21:00","13765","13191"
"01.01.2017 21:00 - 01.01.2017 21:15","13645","13021"
"01.01.2017 21:15 - 01.01.2017 21:30","13569","12915"
"01.01.2017 21:30 - 01.01.2017 21:45","13458","12732"
"01.01.2017 21:45 - 01.01.2017 22:00","13276","12593"
"01.01.2017 22:00 - 01.01.2017 22:15","13104","12410"
"01.01.2017 22:15 - 01.01.2017 22:30","12986","12224"
"01.01.2017 22:30 - 01.01.2017 22:45","12794","12044"
"01.01.2017 22:45 - 01.01.2017 23:00","12544","11834"
"01.01.2017 23:00 - 01.01.2017 23:15","12337","11620"
"01.01.2017 23:15 - 01.01.2017 23:30","12171","11378"
"01.01.2017 23:30 - 01.01.2017 23:45","11884","11176"
"01.01.2017 23:45 - 02.01.2017 00:00","11605","10975"
"02.01.2017 00:00 - 02.01.2017 00:15","11403","10725"
"02.01.2017 00:15 - 02.01.2017 00:30","11345","10652"
"02.01.2017 00:30 - 02.01.2017 00:45","11285","10479"
"02.01.2017 00:45 - 02.01.2017 01:00","11179","10357"
"02.01.2017 01:00 - 02.01.2017 01:15","11042","10240"
"02.01.2017 01:15 - 02.01.2017 01:30","10874","10127"
"02.01.2017 01:30 - 02.01.2017 01:45","10699","10018"
"02.01.2017 01:45 - 02.01.2017 02:00","10532","9972"
"02.01.2017 02:00 - 02.01.2017 02:15","10438","9931"
"02.01.2017 02:15 - 02.01.2017 02:30","10378","9860"
"02.01.2017 02:30 - 02.01.2017 02:45","10358","9794"
"02.01.2017 02:45 - 02.01.2017 03:00","10361","9789"
"02.01.2017 03:00 - 02.01.2017 03:15","10354","9777"
"02.01.2017 03:15 - 02.01.2017 03:30","10351","9770"
"02.01.2017 03:30 - 02.01.2017 03:45","10355","9723"
"02.01.2017 03:45 - 02.01.2017 04:00","10328","9722"
"02.01.2017 04:00 - 02.01.2017 04:15","10342","9772"
"02.01.2017 04:15 - 02.01.2017 04:30","10412","9845"
"02.01.2017 04:30 - 02.01.2017 04:45","10473","9897"
"02.01.2017 04:45 - 02.01.2017 05:00","10554","9975"
"02.01.2017 05:00 - 02.01.2017 05:15","10688","10126"
"02.01.2017 05:15 - 02.01.2017 05:30","10867","10277"
"02.01.2017 05:30 - 02.01.2017 05:45","11055","10488"
"02.01.2017 05:45 - 02.01.2017 06:00","11305","10710"
"02.01.2017 06:00 - 02.01.2017 06:15","11607","11104"
"02.01.2017 06:15 - 02.01.2017 06:30","12042","11509"
"02.01.2017 06:30 - 02.01.2017 06:45","12495","11871"
"02.01.2017 06:45 - 02.01.2017 07:00","13028","12292"
"02.01.2017 07:00 - 02.01.2017 07:15","13527","12834"
"02.01.2017 07:15 - 02.01.2017 07:30","14156","13261"
"02.01.2017 07:30 - 02.01.2017 07:45","14768","13738"
"02.01.2017 07:45 - 02.01.2017 08:00","15281","14150"
"02.01.2017 08:00 - 02.01.2017 08:15","15701","14643"
"02.01.2017 08:15 - 02.01.2017 08:30","16063","15000"
"02.01.2017 08:30 - 02.01.2017 08:45","16335","15163"
"02.01.2017 08:45 - 02.01.2017 09:00","16498","15329"
"02.01.2017 09:00 - 02.01.2017 09:15","16650","15524"
"02.01.2017 09:15 - 02.01.2017 09:30","16723","15690"
"02.01.2017 09:30 - 02.01.2017 09:45","16837","15832"
"02.01.2017 09:45 - 02.01.2017 10:00","16847","15937"
"02.01.2017 10:00 - 02.01.2017 10:15","16864","15916"
"02.01.2017 10:15 - 02.01.2017 10:30","16866","15974"
"02.01.2017 10:30 - 02.01.2017 10:45","16883","16000"
"02.01.2017 10:45 - 02.01.2017 11:00","16876","16034"
"02.01.2017 11:00 - 02.01.2017 11:15","16853","15951"
"02.01.2017 11:15 - 02.01.2017 11:30","16803","15908"
"02.01.2017 11:30 - 02.01.2017 11:45","16743","15949"
"02.01.2017 11:45 - 02.01.2017 12:00","16743","15927"
"02.01.2017 12:00 - 02.01.2017 12:15","16685","15861"
"02.01.2017 12:15 - 02.01.2017 12:30","16611","15861"
"02.01.2017 12:30 - 02.01.2017 12:45","16547","15831"
"02.01.2017 12:45 - 02.01.2017 13:00","16458","15759"
"02.01.2017 13:00 - 02.01.2017 13:15","16431","15908"
"02.01.2017 13:15 - 02.01.2017 13:30","16482","15920"
"02.01.2017 13:30 - 02.01.2017 13:45","16463","15910"
"02.01.2017 13:45 - 02.01.2017 14:00","16404","15872"
"02.01.2017 14:00 - 02.01.2017 14:15","16391","15886"
"02.01.2017 14:15 - 02.01.2017 14:30","16324","15898"
"02.01.2017 14:30 - 02.01.2017 14:45","16296","15851"
"02.01.2017 14:45 - 02.01.2017 15:00","16276","15911"
"02.01.2017 15:00 - 02.01.2017 15:15","16371","15890"
"02.01.2017 15:15 - 02.01.2017 15:30","16347","15914"
"02.01.2017 15:30 - 02.01.2017 15:45","16439","16003"
"02.01.2017 15:45 - 02.01.2017 16:00","16541","16002"
"02.01.2017 16:00 - 02.01.2017 16:15","16595","16083"
"02.01.2017 16:15 - 02.01.2017 16:30","16519","16163"
"02.01.2017 16:30 - 02.01.2017 16:45","16799","16409"
"02.01.2017 16:45 - 02.01.2017 17:00","17062","16911"
"02.01.2017 17:00 - 02.01.2017 17:15","17567","17291"
"02.01.2017 17:15 - 02.01.2017 17:30","17545","17607"
"02.01.2017 17:30 - 02.01.2017 17:45","17767","17664"
"02.01.2017 17:45 - 02.01.2017 18:00","17678","17578"
"02.01.2017 18:00 - 02.01.2017 18:15","17515","17132"
"02.01.2017 18:15 - 02.01.2017 18:30","16869","16796"
"02.01.2017 18:30 - 02.01.2017 18:45","16603","16686"
"02.01.2017 18:45 - 02.01.2017 19:00","16542","16556"
"02.01.2017 19:00 - 02.01.2017 19:15","16454","16391"
"02.01.2017 19:15 - 02.01.2017 19:30","16315","16226"
"02.01.2017 19:30 - 02.01.2017 19:45","16140","16069"
"02.01.2017 19:45 - 02.01.2017 20:00","15932","15964"
"02.01.2017 20:00 - 02.01.2017 20:15","15849","15736"
"02.01.2017 20:15 - 02.01.2017 20:30","15787","15545"
"02.01.2017 20:30 - 02.01.2017 20:45","15482","15288"
"02.01.2017 20:45 - 02.01.2017 21:00","15131","15018"
"02.01.2017 21:00 - 02.01.2017 21:15","14979","14791"
"02.01.2017 21:15 - 02.01.2017 21:30","14931","14571"
"02.01.2017 21:30 - 02.01.2017 21:45","14734","14311"
"02.01.2017 21:45 - 02.01.2017 22:00","14421","14121"
"02.01.2017 22:00 - 02.01.2017 22:15","14175","13778"
"02.01.2017 22:15 - 02.01.2017 22:30","13938","13531"
"02.01.2017 22:30 - 02.01.2017 22:45","13623","13288"
"02.01.2017 22:45 - 02.01.2017 23:00","13311","13020"
"02.01.2017 23:00 - 02.01.2017 23:15","13075","12888"
"02.01.2017 23:15 - 02.01.2017 23:30","13032","12612"
"02.01.2017 23:30 - 02.01.2017 23:45","12792","12330"
"02.01.2017 23:45 - 03.01.2017 00:00","12402","12028"
"03.01.2017 00:00 - 03.01.2017 00:15","12156","11816"
"03.01.2017 00:15 - 03.01.2017 00:30","12117","11685"
"03.01.2017 00:30 - 03.01.2017 00:45","11964","11462"
"03.01.2017 00:45 - 03.01.2017 01:00","11760","11332"
"03.01.2017 01:00 - 03.01.2017 01:15","11536","11102"
"03.01.2017 01:15 - 03.01.2017 01:30","11363","11007"
"03.01.2017 01:30 - 03.01.2017 01:45","11253","10889"
"03.01.2017 01:45 - 03.01.2017 02:00","11114","10757"
"03.01.2017 02:00 - 03.01.2017 02:15","10967","10701"
"03.01.2017 02:15 - 03.01.2017 02:30","10862","10603"
"03.01.2017 02:30 - 03.01.2017 02:45","10847","10566"
"03.01.2017 02:45 - 03.01.2017 03:00","10834","10532"
"03.01.2017 03:00 - 03.01.2017 03:15","10815","10473"
"03.01.2017 03:15 - 03.01.2017 03:30","10807","10482"
"03.01.2017 03:30 - 03.01.2017 03:45","10826","10460"
"03.01.2017 03:45 - 03.01.2017 04:00","10854","10393"
"03.01.2017 04:00 - 03.01.2017 04:15","10853","10455"
"03.01.2017 04:15 - 03.01.2017 04:30","10938","10498"
"03.01.2017 04:30 - 03.01.2017 04:45","11006","10587"
"03.01.2017 04:45 - 03.01.2017 05:00","11097","10640"
"03.01.2017 05:00 - 03.01.2017 05:15","11280","10742"
"03.01.2017 05:15 - 03.01.2017 05:30","11505","10858"
"03.01.2017 05:30 - 03.01.2017 05:45","11748","11088"
"03.01.2017 05:45 - 03.01.2017 06:00","12064","11316"
"03.01.2017 06:00 - 03.01.2017 06:15","12417","11717"
"03.01.2017 06:15 - 03.01.2017 06:30","12938","12078"
"03.01.2017 06:30 - 03.01.2017 06:45","13552","12462"
"03.01.2017 06:45 - 03.01.2017 07:00","14049","12833"
"03.01.2017 07:00 - 03.01.2017 07:15","14572","13444"
"03.01.2017 07:15 - 03.01.2017 07:30","15134","13925"
"03.01.2017 07:30 - 03.01.2017 07:45","16015","14386"
"03.01.2017 07:45 - 03.01.2017 08:00","16547","14883"
"03.01.2017 08:00 - 03.01.2017 08:15","17124","15313"
"03.01.2017 08:15 - 03.01.2017 08:30","17617","15673"
"03.01.2017 08:30 - 03.01.2017 08:45","17974","15847"
"03.01.2017 08:45 - 03.01.2017 09:00","18148","16039"
"03.01.2017 09:00 - 03.01.2017 09:15","18319","16224"
"03.01.2017 09:15 - 03.01.2017 09:30","18464","16380"
"03.01.2017 09:30 - 03.01.2017 09:45","18546","16433"
"03.01.2017 09:45 - 03.01.2017 10:00","18558","16543"
"03.01.2017 10:00 - 03.01.2017 10:15","18569","16573"
"03.01.2017 10:15 - 03.01.2017 10:30","18514","16617"
"03.01.2017 10:30 - 03.01.2017 10:45","18360","16576"
"03.01.2017 10:45 - 03.01.2017 11:00","18323","16634"
"03.01.2017 11:00 - 03.01.2017 11:15","18578","16666"
"03.01.2017 11:15 - 03.01.2017 11:30","18598","16708"
"03.01.2017 11:30 - 03.01.2017 11:45","18589","16764"
"03.01.2017 11:45 - 03.01.2017 12:00","18544","16782"
"03.01.2017 12:00 - 03.01.2017 12:15","18527","16800"
"03.01.2017 12:15 - 03.01.2017 12:30","18475","16850"
"03.01.2017 12:30 - 03.01.2017 12:45","18438","16806"
"03.01.2017 12:45 - 03.01.2017 13:00","18271","16770"
"03.01.2017 13:00 - 03.01.2017 13:15","18253","16762"
"03.01.2017 13:15 - 03.01.2017 13:30","18335","16798"
"03.01.2017 13:30 - 03.01.2017 13:45","18391","16814"
"03.01.2017 13:45 - 03.01.2017 14:00","18425","16805"
"03.01.2017 14:00 - 03.01.2017 14:15","18433","16846"
"03.01.2017 14:15 - 03.01.2017 14:30","18403","16811"
"03.01.2017 14:30 - 03.01.2017 14:45","18402","16799"
"03.01.2017 14:45 - 03.01.2017 15:00","18367","16819"
"03.01.2017 15:00 - 03.01.2017 15:15","18427","16724"
"03.01.2017 15:15 - 03.01.2017 15:30","18457","16732"
"03.01.2017 15:30 - 03.01.2017 15:45","18477","16804"
"03.01.2017 15:45 - 03.01.2017 16:00","18559","16814"
"03.01.2017 16:00 - 03.01.2017 16:15","18642","16849"
"03.01.2017 16:15 - 03.01.2017 16:30","18673","16988"
"03.01.2017 16:30 - 03.01.2017 16:45","18872","17178"
"03.01.2017 16:45 - 03.01.2017 17:00","19277","17566"
"03.01.2017 17:00 - 03.01.2017 17:15","19602","17807"
"03.01.2017 17:15 - 03.01.2017 17:30","19631","17990"
"03.01.2017 17:30 - 03.01.2017 17:45","19742","18003"
"03.01.2017 17:45 - 03.01.2017 18:00","19714","17863"
"03.01.2017 18:00 - 03.01.2017 18:15","19390","17298"
"03.01.2017 18:15 - 03.01.2017 18:30","18852","16986"
"03.01.2017 18:30 - 03.01.2017 18:45","18575","16813"
"03.01.2017 18:45 - 03.01.2017 19:00","18430","16734"
"03.01.2017 19:00 - 03.01.2017 19:15","18315","16505"
"03.01.2017 19:15 - 03.01.2017 19:30","18114","16396"
"03.01.2017 19:30 - 03.01.2017 19:45","17873","16210"
"03.01.2017 19:45 - 03.01.2017 20:00","17642","16109"
"03.01.2017 20:00 - 03.01.2017 20:15","17511","15810"
"03.01.2017 20:15 - 03.01.2017 20:30","17270","15596"
"03.01.2017 20:30 - 03.01.2017 20:45","16963","15358"
"03.01.2017 20:45 - 03.01.2017 21:00","16667","15111"
"03.01.2017 21:00 - 03.01.2017 21:15","16485","14818"
"03.01.2017 21:15 - 03.01.2017 21:30","16374","14637"
"03.01.2017 21:30 - 03.01.2017 21:45","16145","14409"
"03.01.2017 21:45 - 03.01.2017 22:00","15806","14156"
"03.01.2017 22:00 - 03.01.2017 22:15","15465","13831"
"03.01.2017 22:15 - 03.01.2017 22:30","15188","13588"
"03.01.2017 22:30 - 03.01.2017 22:45","14858","13309"
"03.01.2017 22:45 - 03.01.2017 23:00","14475","12994"
"03.01.2017 23:00 - 03.01.2017 23:15","14218","12820"
"03.01.2017 23:15 - 03.01.2017 23:30","14117","12601"
"03.01.2017 23:30 - 03.01.2017 23:45","13750","12330"
"03.01.2017 23:45 - 04.01.2017 00:00","13372","12094"
"04.01.2017 00:00 - 04.01.2017 00:15","12551","11824"
"04.01.2017 00:15 - 04.01.2017 00:30","12547","11711"
"04.01.2017 00:30 - 04.01.2017 00:45","12476","11452"
"04.01.2017 00:45 - 04.01.2017 01:00","12272","11342"
"04.01.2017 01:00 - 04.01.2017 01:15","12067","11176"
"04.01.2017 01:15 - 04.01.2017 01:30","11900","11083"
"04.01.2017 01:30 - 04.01.2017 01:45","11715","10928"
"04.01.2017 01:45 - 04.01.2017 02:00","11569","10820"
"04.01.2017 02:00 - 04.01.2017 02:15","11482","10736"
"04.01.2017 02:15 - 04.01.2017 02:30","11429","10662"
"04.01.2017 02:30 - 04.01.2017 02:45","11316","10590"
"04.01.2017 02:45 - 04.01.2017 03:00","11226","10538"
"04.01.2017 03:00 - 04.01.2017 03:15","11228","10543"
"04.01.2017 03:15 - 04.01.2017 03:30","11231","10470"
"04.01.2017 03:30 - 04.01.2017 03:45","11181","10477"
"04.01.2017 03:45 - 04.01.2017 04:00","11158","10420"
"04.01.2017 04:00 - 04.01.2017 04:15","11140","10480"
"04.01.2017 04:15 - 04.01.2017 04:30","11187","10479"
"04.01.2017 04:30 - 04.01.2017 04:45","11247","10536"
"04.01.2017 04:45 - 04.01.2017 05:00","11282","10578"
"04.01.2017 05:00 - 04.01.2017 05:15","11366","10728"
"04.01.2017 05:15 - 04.01.2017 05:30","11495","10874"
"04.01.2017 05:30 - 04.01.2017 05:45","11645","11050"
"04.01.2017 05:45 - 04.01.2017 06:00","11897","11324"
"04.01.2017 06:00 - 04.01.2017 06:15","12273","11742"
"04.01.2017 06:15 - 04.01.2017 06:30","12693","12102"
"04.01.2017 06:30 - 04.01.2017 06:45","13131","12455"
"04.01.2017 06:45 - 04.01.2017 07:00","13621","12832"
"04.01.2017 07:00 - 04.01.2017 07:15","14146","13387"
"04.01.2017 07:15 - 04.01.2017 07:30","14700","13831"
"04.01.2017 07:30 - 04.01.2017 07:45","15317","14354"
"04.01.2017 07:45 - 04.01.2017 08:00","15948","14875"
"04.01.2017 08:00 - 04.01.2017 08:15","16400","15314"
"04.01.2017 08:15 - 04.01.2017 08:30","16843","15733"
"04.01.2017 08:30 - 04.01.2017 08:45","17147","15866"
"04.01.2017 08:45 - 04.01.2017 09:00","17293","16066"
"04.01.2017 09:00 - 04.01.2017 09:15","17465","16299"
"04.01.2017 09:15 - 04.01.2017 09:30","17597","16423"
"04.01.2017 09:30 - 04.01.2017 09:45","17669","16517"
"04.01.2017 09:45 - 04.01.2017 10:00","17741","16614"
"04.01.2017 10:00 - 04.01.2017 10:15","17769","16647"
"04.01.2017 10:15 - 04.01.2017 10:30","17790","16644"
"04.01.2017 10:30 - 04.01.2017 10:45","17771","16687"
"04.01.2017 10:45 - 04.01.2017 11:00","17762","16681"
"04.01.2017 11:00 - 04.01.2017 11:15","17728","16644"
"04.01.2017 11:15 - 04.01.2017 11:30","17671","16645"
"04.01.2017 11:30 - 04.01.2017 11:45","17657","16609"
"04.01.2017 11:45 - 04.01.2017 12:00","17645","16636"
"04.01.2017 12:00 - 04.01.2017 12:15","17646","16609"
"04.01.2017 12:15 - 04.01.2017 12:30","17563","16572"
"04.01.2017 12:30 - 04.01.2017 12:45","17487","16468"
"04.01.2017 12:45 - 04.01.2017 13:00","17457","16428"
"04.01.2017 13:00 - 04.01.2017 13:15","17475","16453"
"04.01.2017 13:15 - 04.01.2017 13:30","17516","16464"
"04.01.2017 13:30 - 04.01.2017 13:45","17595","16497"
"04.01.2017 13:45 - 04.01.2017 14:00","17633","16454"
"04.01.2017 14:00 - 04.01.2017 14:15","17643","16427"
"04.01.2017 14:15 - 04.01.2017 14:30","17618","16418"
"04.01.2017 14:30 - 04.01.2017 14:45","17576","16445"
"04.01.2017 14:45 - 04.01.2017 15:00","17553","16494"
"04.01.2017 15:00 - 04.01.2017 15:15","17557","16458"
"04.01.2017 15:15 - 04.01.2017 15:30","17548","16457"
"04.01.2017 15:30 - 04.01.2017 15:45","17515","16481"
"04.01.2017 15:45 - 04.01.2017 16:00","17562","16555"
"04.01.2017 16:00 - 04.01.2017 16:15","17596","16574"
"04.01.2017 16:15 - 04.01.2017 16:30","17671","16708"
"04.01.2017 16:30 - 04.01.2017 16:45","17914","16847"
"04.01.2017 16:45 - 04.01.2017 17:00","18292","17265"
"04.01.2017 17:00 - 04.01.2017 17:15","18561","17668"
"04.01.2017 17:15 - 04.01.2017 17:30","18596","17967"
"04.01.2017 17:30 - 04.01.2017 17:45","18702","18018"
"04.01.2017 17:45 - 04.01.2017 18:00","18633","17942"
"04.01.2017 18:00 - 04.01.2017 18:15","18260","17429"
"04.01.2017 18:15 - 04.01.2017 18:30","17771","17179"
"04.01.2017 18:30 - 04.01.2017 18:45","17475","16968"
"04.01.2017 18:45 - 04.01.2017 19:00","17343","16845"
"04.01.2017 19:00 - 04.01.2017 19:15","17189","16686"
"04.01.2017 19:15 - 04.01.2017 19:30","17008","16563"
"04.01.2017 19:30 - 04.01.2017 19:45","16835","16363"
"04.01.2017 19:45 - 04.01.2017 20:00","16719","16186"
"04.01.2017 20:00 - 04.01.2017 20:15","16560","15934"
"04.01.2017 20:15 - 04.01.2017 20:30","16299","15749"
"04.01.2017 20:30 - 04.01.2017 20:45","16064","15477"
"04.01.2017 20:45 - 04.01.2017 21:00","15848","15213"
"04.01.2017 21:00 - 04.01.2017 21:15","15597","14952"
"04.01.2017 21:15 - 04.01.2017 21:30","15461","14760"
"04.01.2017 21:30 - 04.01.2017 21:45","15286","14454"
"04.01.2017 21:45 - 04.01.2017 22:00","14990","14201"
"04.01.2017 22:00 - 04.01.2017 22:15","14665","13889"
"04.01.2017 22:15 - 04.01.2017 22:30","14444","13652"
"04.01.2017 22:30 - 04.01.2017 22:45","14154","13383"
"04.01.2017 22:45 - 04.01.2017 23:00","13755","13091"
"04.01.2017 23:00 - 04.01.2017 23:15","13572","12985"
"04.01.2017 23:15 - 04.01.2017 23:30","13540","12767"
"04.01.2017 23:30 - 04.01.2017 23:45","13302","12458"
"04.01.2017 23:45 - 05.01.2017 00:00","12976","12199"
"05.01.2017 00:00 - 05.01.2017 00:15","12625","12023"
"05.01.2017 00:15 - 05.01.2017 00:30","12439","11839"
"05.01.2017 00:30 - 05.01.2017 00:45","12283","11652"
"05.01.2017 00:45 - 05.01.2017 01:00","12079","11512"
"05.01.2017 01:00 - 05.01.2017 01:15","11872","11309"
"05.01.2017 01:15 - 05.01.2017 01:30","11687","11196"
"05.01.2017 01:30 - 05.01.2017 01:45","11575","11089"
"05.01.2017 01:45 - 05.01.2017 02:00","11456","11006"
"05.01.2017 02:00 - 05.01.2017 02:15","11387","10909"
"05.01.2017 02:15 - 05.01.2017 02:30","11328","10825"
"05.01.2017 02:30 - 05.01.2017 02:45","11295","10782"
"05.01.2017 02:45 - 05.01.2017 03:00","11247","10747"
"05.01.2017 03:00 - 05.01.2017 03:15","11231","10686"
"05.01.2017 03:15 - 05.01.2017 03:30","11244","10675"
"05.01.2017 03:30 - 05.01.2017 03:45","11229","10626"
"05.01.2017 03:45 - 05.01.2017 04:00","11212","10607"
"05.01.2017 04:00 - 05.01.2017 04:15","11248","10658"
"05.01.2017 04:15 - 05.01.2017 04:30","11293","10706"
"05.01.2017 04:30 - 05.01.2017 04:45","11307","10767"
"05.01.2017 04:45 - 05.01.2017 05:00","11339","10876"
"05.01.2017 05:00 - 05.01.2017 05:15","11449","10973"
"05.01.2017 05:15 - 05.01.2017 05:30","11589","11139"
"05.01.2017 05:30 - 05.01.2017 05:45","11754","11373"
"05.01.2017 05:45 - 05.01.2017 06:00","11937","11526"
"05.01.2017 06:00 - 05.01.2017 06:15","12375","11959"
"05.01.2017 06:15 - 05.01.2017 06:30","12952","12410"
"05.01.2017 06:30 - 05.01.2017 06:45","13449","12750"
"05.01.2017 06:45 - 05.01.2017 07:00","13925","13166"
"05.01.2017 07:00 - 05.01.2017 07:15","14489","13715"
"05.01.2017 07:15 - 05.01.2017 07:30","15065","14193"
"05.01.2017 07:30 - 05.01.2017 07:45","15605","14751"
"05.01.2017 07:45 - 05.01.2017 08:00","16245","15214"
"05.01.2017 08:00 - 05.01.2017 08:15","16799","15662"
"05.01.2017 08:15 - 05.01.2017 08:30","17191","16069"
"05.01.2017 08:30 - 05.01.2017 08:45","17457","16185"
"05.01.2017 08:45 - 05.01.2017 09:00","17671","16350"
"05.01.2017 09:00 - 05.01.2017 09:15","17867","16456"
"05.01.2017 09:15 - 05.01.2017 09:30","18004","16545"
"05.01.2017 09:30 - 05.01.2017 09:45","18141","16632"
"05.01.2017 09:45 - 05.01.2017 10:00","18211","16622"
"05.01.2017 10:00 - 05.01.2017 10:15","18247","16623"
"05.01.2017 10:15 - 05.01.2017 10:30","18213","16614"
"05.01.2017 10:30 - 05.01.2017 10:45","18191","16544"
"05.01.2017 10:45 - 05.01.2017 11:00","18231","16518"
"05.01.2017 11:00 - 05.01.2017 11:15","18242","16437"
"05.01.2017 11:15 - 05.01.2017 11:30","18170","16383"
"05.01.2017 11:30 - 05.01.2017 11:45","18119","16234"
"05.01.2017 11:45 - 05.01.2017 12:00","18103","16153"
"05.01.2017 12:00 - 05.01.2017 12:15","18070","16088"
