"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"10.02.2017 04:30 - 10.02.2017 04:45","11704","11234"
"10.02.2017 04:45 - 10.02.2017 05:00","11794","11335"
"10.02.2017 05:00 - 10.02.2017 05:15","11915","11506"
"10.02.2017 05:15 - 10.02.2017 05:30","12103","11677"
"10.02.2017 05:30 - 10.02.2017 05:45","12298","11977"
"10.02.2017 05:45 - 10.02.2017 06:00","12544","12192"
"10.02.2017 06:00 - 10.02.2017 06:15","12861","12658"
"10.02.2017 06:15 - 10.02.2017 06:30","13282","13093"
"10.02.2017 06:30 - 10.02.2017 06:45","13834","13611"
"10.02.2017 06:45 - 10.02.2017 07:00","14370","14113"
"10.02.2017 07:00 - 10.02.2017 07:15","14958","14799"
"10.02.2017 07:15 - 10.02.2017 07:30","15559","15539"
"10.02.2017 07:30 - 10.02.2017 07:45","16482","16116"
"10.02.2017 07:45 - 10.02.2017 08:00","17032","16563"
"10.02.2017 08:00 - 10.02.2017 08:15","17536","16831"
"10.02.2017 08:15 - 10.02.2017 08:30","17797","17001"
"10.02.2017 08:30 - 10.02.2017 08:45","17961","17257"
"10.02.2017 08:45 - 10.02.2017 09:00","18152","17532"
"10.02.2017 09:00 - 10.02.2017 09:15","18353","17707"
"10.02.2017 09:15 - 10.02.2017 09:30","18453","17869"
"10.02.2017 09:30 - 10.02.2017 09:45","18475","17885"
"10.02.2017 09:45 - 10.02.2017 10:00","18516","17982"
"10.02.2017 10:00 - 10.02.2017 10:15","18514","18026"
"10.02.2017 10:15 - 10.02.2017 10:30","18476","18014"
"10.02.2017 10:30 - 10.02.2017 10:45","18376","18056"
"10.02.2017 10:45 - 10.02.2017 11:00","18424","18079"
"10.02.2017 11:00 - 10.02.2017 11:15","18531","18131"
"10.02.2017 11:15 - 10.02.2017 11:30","18171","18094"
"10.02.2017 11:30 - 10.02.2017 11:45","17977","18115"
"10.02.2017 11:45 - 10.02.2017 12:00","17814","18110"
"10.02.2017 12:00 - 10.02.2017 12:15","17882","17916"
"10.02.2017 12:15 - 10.02.2017 12:30","17734","17844"
"10.02.2017 12:30 - 10.02.2017 12:45","17595","17749"
"10.02.2017 12:45 - 10.02.2017 13:00","17408","17824"
"10.02.2017 13:00 - 10.02.2017 13:15","17340","17855"
"10.02.2017 13:15 - 10.02.2017 13:30","17461","17886"
"10.02.2017 13:30 - 10.02.2017 13:45","17698","17892"
"10.02.2017 13:45 - 10.02.2017 14:00","17544","17840"
"10.02.2017 14:00 - 10.02.2017 14:15","17548","17802"
"10.02.2017 14:15 - 10.02.2017 14:30","17526","17778"
"10.02.2017 14:30 - 10.02.2017 14:45","17526","17730"
"10.02.2017 14:45 - 10.02.2017 15:00","17565","17651"
"10.02.2017 15:00 - 10.02.2017 15:15","17588","17558"
"10.02.2017 15:15 - 10.02.2017 15:30","17562","17541"
"10.02.2017 15:30 - 10.02.2017 15:45","17603","17536"
"10.02.2017 15:45 - 10.02.2017 16:00","17641","17578"
"10.02.2017 16:00 - 10.02.2017 16:15","17620","17510"
"10.02.2017 16:15 - 10.02.2017 16:30","17511","17544"
"10.02.2017 16:30 - 10.02.2017 16:45","17513","17480"
"10.02.2017 16:45 - 10.02.2017 17:00","17557","17632"
"10.02.2017 17:00 - 10.02.2017 17:15","17624","17641"
"10.02.2017 17:15 - 10.02.2017 17:30","17766","17779"
"10.02.2017 17:30 - 10.02.2017 17:45","18064","17898"
"10.02.2017 17:45 - 10.02.2017 18:00","18281","18099"
"10.02.2017 18:00 - 10.02.2017 18:15","18139","17911"
"10.02.2017 18:15 - 10.02.2017 18:30","17667","17736"
"10.02.2017 18:30 - 10.02.2017 18:45","17426","17519"
"10.02.2017 18:45 - 10.02.2017 19:00","17269","17398"
"10.02.2017 19:00 - 10.02.2017 19:15","17065","17123"
"10.02.2017 19:15 - 10.02.2017 19:30","16794","16965"
"10.02.2017 19:30 - 10.02.2017 19:45","16590","16814"
"10.02.2017 19:45 - 10.02.2017 20:00","16422","16695"
"10.02.2017 20:00 - 10.02.2017 20:15","16189","16442"
"10.02.2017 20:15 - 10.02.2017 20:30","15893","16210"
"10.02.2017 20:30 - 10.02.2017 20:45","15630","15913"
"10.02.2017 20:45 - 10.02.2017 21:00","15314","15636"
"10.02.2017 21:00 - 10.02.2017 21:15","14977","15316"
"10.02.2017 21:15 - 10.02.2017 21:30","14763","15022"
"10.02.2017 21:30 - 10.02.2017 21:45","14491","14765"
"10.02.2017 21:45 - 10.02.2017 22:00","14177","14518"
"10.02.2017 22:00 - 10.02.2017 22:15","13907","14225"
"10.02.2017 22:15 - 10.02.2017 22:30","13683","13984"
"10.02.2017 22:30 - 10.02.2017 22:45","13450","13753"
"10.02.2017 22:45 - 10.02.2017 23:00","13205","13512"
"10.02.2017 23:00 - 10.02.2017 23:15","13076","13328"
"10.02.2017 23:15 - 10.02.2017 23:30","13033","13094"
"10.02.2017 23:30 - 10.02.2017 23:45","12901","12857"
"10.02.2017 23:45 - 11.02.2017 00:00","12700","12696"
"11.02.2017 00:00 - 11.02.2017 00:15","13015","12430"
"11.02.2017 00:15 - 11.02.2017 00:30","12897","12248"
"11.02.2017 00:30 - 11.02.2017 00:45","12770","12104"
"11.02.2017 00:45 - 11.02.2017 01:00","12572","11929"
"11.02.2017 01:00 - 11.02.2017 01:15","12392","11735"
"11.02.2017 01:15 - 11.02.2017 01:30","12115","11550"
"11.02.2017 01:30 - 11.02.2017 01:45","11944","11421"
"11.02.2017 01:45 - 11.02.2017 02:00","11658","11294"
"11.02.2017 02:00 - 11.02.2017 02:15","11470","11175"
"11.02.2017 02:15 - 11.02.2017 02:30","11340","11078"
"11.02.2017 02:30 - 11.02.2017 02:45","11239","11008"
"11.02.2017 02:45 - 11.02.2017 03:00","11168","10973"
"11.02.2017 03:00 - 11.02.2017 03:15","11120","10963"
"11.02.2017 03:15 - 11.02.2017 03:30","11095","10906"
"11.02.2017 03:30 - 11.02.2017 03:45","11061","10871"
"11.02.2017 03:45 - 11.02.2017 04:00","11039","10871"
"11.02.2017 04:00 - 11.02.2017 04:15","11035","10860"
"11.02.2017 04:15 - 11.02.2017 04:30","11055","10868"
"11.02.2017 04:30 - 11.02.2017 04:45","11101","10857"
"11.02.2017 04:45 - 11.02.2017 05:00","11111","10844"
"11.02.2017 05:00 - 11.02.2017 05:15","11153","10862"
"11.02.2017 05:15 - 11.02.2017 05:30","11195","10908"
"11.02.2017 05:30 - 11.02.2017 05:45","11241","10976"
"11.02.2017 05:45 - 11.02.2017 06:00","11323","11107"
"11.02.2017 06:00 - 11.02.2017 06:15","11414","11244"
"11.02.2017 06:15 - 11.02.2017 06:30","11678","11433"
"11.02.2017 06:30 - 11.02.2017 06:45","11953","11581"
"11.02.2017 06:45 - 11.02.2017 07:00","12133","11691"
"11.02.2017 07:00 - 11.02.2017 07:15","12292","12121"
"11.02.2017 07:15 - 11.02.2017 07:30","12570","12421"
"11.02.2017 07:30 - 11.02.2017 07:45","12852","12685"
"11.02.2017 07:45 - 11.02.2017 08:00","13102","12896"
"11.02.2017 08:00 - 11.02.2017 08:15","13415","13097"
"11.02.2017 08:15 - 11.02.2017 08:30","13662","13391"
"11.02.2017 08:30 - 11.02.2017 08:45","14014","13642"
"11.02.2017 08:45 - 11.02.2017 09:00","14302","14009"
"11.02.2017 09:00 - 11.02.2017 09:15","14550","14391"
"11.02.2017 09:15 - 11.02.2017 09:30","14902","14638"
"11.02.2017 09:30 - 11.02.2017 09:45","15239","14911"
"11.02.2017 09:45 - 11.02.2017 10:00","15429","15136"
"11.02.2017 10:00 - 11.02.2017 10:15","15621","15301"
"11.02.2017 10:15 - 11.02.2017 10:30","15705","15399"
"11.02.2017 10:30 - 11.02.2017 10:45","15755","15423"
"11.02.2017 10:45 - 11.02.2017 11:00","15792","15532"
"11.02.2017 11:00 - 11.02.2017 11:15","15751","15531"
"11.02.2017 11:15 - 11.02.2017 11:30","15757","15525"
"11.02.2017 11:30 - 11.02.2017 11:45","15747","15543"
"11.02.2017 11:45 - 11.02.2017 12:00","15686","15552"
"11.02.2017 12:00 - 11.02.2017 12:15","15674","15593"
"11.02.2017 12:15 - 11.02.2017 12:30","15671","15499"
"11.02.2017 12:30 - 11.02.2017 12:45","15599","15428"
"11.02.2017 12:45 - 11.02.2017 13:00","15493","15405"
"11.02.2017 13:00 - 11.02.2017 13:15","15417","15374"
"11.02.2017 13:15 - 11.02.2017 13:30","15378","15327"
"11.02.2017 13:30 - 11.02.2017 13:45","15365","15253"
"11.02.2017 13:45 - 11.02.2017 14:00","15320","15223"
"11.02.2017 14:00 - 11.02.2017 14:15","15275","15193"
"11.02.2017 14:15 - 11.02.2017 14:30","15199","15106"
"11.02.2017 14:30 - 11.02.2017 14:45","15183","15042"
"11.02.2017 14:45 - 11.02.2017 15:00","15157","15011"
"11.02.2017 15:00 - 11.02.2017 15:15","15108","14992"
"11.02.2017 15:15 - 11.02.2017 15:30","15085","14940"
"11.02.2017 15:30 - 11.02.2017 15:45","15097","14936"
"11.02.2017 15:45 - 11.02.2017 16:00","15162","14946"
"11.02.2017 16:00 - 11.02.2017 16:15","15232","14908"
"11.02.2017 16:15 - 11.02.2017 16:30","15195","14952"
"11.02.2017 16:30 - 11.02.2017 16:45","15245","15028"
"11.02.2017 16:45 - 11.02.2017 17:00","15388","15233"
"11.02.2017 17:00 - 11.02.2017 17:15","15531","15253"
"11.02.2017 17:15 - 11.02.2017 17:30","15626","15377"
"11.02.2017 17:30 - 11.02.2017 17:45","16144","15593"
"11.02.2017 17:45 - 11.02.2017 18:00","16475","15873"
"11.02.2017 18:00 - 11.02.2017 18:15","16404","15870"
"11.02.2017 18:15 - 11.02.2017 18:30","16054","15781"
"11.02.2017 18:30 - 11.02.2017 18:45","15870","15670"
"11.02.2017 18:45 - 11.02.2017 19:00","15751","15458"
"11.02.2017 19:00 - 11.02.2017 19:15","15602","15270"
"11.02.2017 19:15 - 11.02.2017 19:30","15539","15113"
"11.02.2017 19:30 - 11.02.2017 19:45","15384","14939"
"11.02.2017 19:45 - 11.02.2017 20:00","15280","14851"
"11.02.2017 20:00 - 11.02.2017 20:15","15150","14660"
"11.02.2017 20:15 - 11.02.2017 20:30","14919","14494"
"11.02.2017 20:30 - 11.02.2017 20:45","14728","14263"
"11.02.2017 20:45 - 11.02.2017 21:00","14446","14062"
"11.02.2017 21:00 - 11.02.2017 21:15","14237","13795"
"11.02.2017 21:15 - 11.02.2017 21:30","14187","13617"
"11.02.2017 21:30 - 11.02.2017 21:45","14050","13483"
"11.02.2017 21:45 - 11.02.2017 22:00","13865","13345"
"11.02.2017 22:00 - 11.02.2017 22:15","13730","13116"
"11.02.2017 22:15 - 11.02.2017 22:30","13642","12966"
"11.02.2017 22:30 - 11.02.2017 22:45","13496","12772"
"11.02.2017 22:45 - 11.02.2017 23:00","13283","12600"
"11.02.2017 23:00 - 11.02.2017 23:15","13160","12376"
"11.02.2017 23:15 - 11.02.2017 23:30","13122","12201"
"11.02.2017 23:30 - 11.02.2017 23:45","12997","12011"
"11.02.2017 23:45 - 12.02.2017 00:00","12778","11818"
"12.02.2017 00:00 - 12.02.2017 00:15","12536","11688"
"12.02.2017 00:15 - 12.02.2017 00:30","12491","11576"
"12.02.2017 00:30 - 12.02.2017 00:45","12388","11467"
"12.02.2017 00:45 - 12.02.2017 01:00","12270","11333"
"12.02.2017 01:00 - 12.02.2017 01:15","12091","11195"
"12.02.2017 01:15 - 12.02.2017 01:30","11949","11097"
"12.02.2017 01:30 - 12.02.2017 01:45","11832","10952"
"12.02.2017 01:45 - 12.02.2017 02:00","11632","10881"
"12.02.2017 02:00 - 12.02.2017 02:15","11484","10752"
"12.02.2017 02:15 - 12.02.2017 02:30","11418","10692"
"12.02.2017 02:30 - 12.02.2017 02:45","11385","10645"
"12.02.2017 02:45 - 12.02.2017 03:00","11333","10583"
"12.02.2017 03:00 - 12.02.2017 03:15","11272","10562"
"12.02.2017 03:15 - 12.02.2017 03:30","11248","10518"
"12.02.2017 03:30 - 12.02.2017 03:45","11234","10476"
"12.02.2017 03:45 - 12.02.2017 04:00","11192","10422"
"12.02.2017 04:00 - 12.02.2017 04:15","11163","10412"
"12.02.2017 04:15 - 12.02.2017 04:30","11145","10344"
"12.02.2017 04:30 - 12.02.2017 04:45","11121","10385"
"12.02.2017 04:45 - 12.02.2017 05:00","11121","10360"
"12.02.2017 05:00 - 12.02.2017 05:15","11159","10416"
"12.02.2017 05:15 - 12.02.2017 05:30","11224","10428"
"12.02.2017 05:30 - 12.02.2017 05:45","11284","10464"
"12.02.2017 05:45 - 12.02.2017 06:00","11342","10549"
"12.02.2017 06:00 - 12.02.2017 06:15","11370","10665"
"12.02.2017 06:15 - 12.02.2017 06:30","11477","10786"
"12.02.2017 06:30 - 12.02.2017 06:45","11513","10852"
"12.02.2017 06:45 - 12.02.2017 07:00","11574","10898"
"12.02.2017 07:00 - 12.02.2017 07:15","11653","11078"
"12.02.2017 07:15 - 12.02.2017 07:30","11827","11226"
"12.02.2017 07:30 - 12.02.2017 07:45","12033","11404"
"12.02.2017 07:45 - 12.02.2017 08:00","12170","11466"
"12.02.2017 08:00 - 12.02.2017 08:15","12322","11601"
"12.02.2017 08:15 - 12.02.2017 08:30","12389","11832"
"12.02.2017 08:30 - 12.02.2017 08:45","12554","12039"
"12.02.2017 08:45 - 12.02.2017 09:00","12754","12266"
"12.02.2017 09:00 - 12.02.2017 09:15","12948","12511"
"12.02.2017 09:15 - 12.02.2017 09:30","13112","12693"
"12.02.2017 09:30 - 12.02.2017 09:45","13312","12876"
"12.02.2017 09:45 - 12.02.2017 10:00","13499","13042"
"12.02.2017 10:00 - 12.02.2017 10:15","13615","13282"
"12.02.2017 10:15 - 12.02.2017 10:30","13714","13360"
"12.02.2017 10:30 - 12.02.2017 10:45","13804","13419"
"12.02.2017 10:45 - 12.02.2017 11:00","13863","13525"
"12.02.2017 11:00 - 12.02.2017 11:15","13903","13588"
"12.02.2017 11:15 - 12.02.2017 11:30","13942","13648"
"12.02.2017 11:30 - 12.02.2017 11:45","13984","13644"
"12.02.2017 11:45 - 12.02.2017 12:00","14051","13728"
"12.02.2017 12:00 - 12.02.2017 12:15","14142","13810"
"12.02.2017 12:15 - 12.02.2017 12:30","14208","13881"
"12.02.2017 12:30 - 12.02.2017 12:45","14207","13822"
"12.02.2017 12:45 - 12.02.2017 13:00","14171","13793"
"12.02.2017 13:00 - 12.02.2017 13:15","14126","13752"
"12.02.2017 13:15 - 12.02.2017 13:30","14085","13688"
"12.02.2017 13:30 - 12.02.2017 13:45","14055","13600"
"12.02.2017 13:45 - 12.02.2017 14:00","13988","13488"
"12.02.2017 14:00 - 12.02.2017 14:15","13976","13398"
"12.02.2017 14:15 - 12.02.2017 14:30","14054","13326"
"12.02.2017 14:30 - 12.02.2017 14:45","14083","13222"
"12.02.2017 14:45 - 12.02.2017 15:00","14120","13170"
"12.02.2017 15:00 - 12.02.2017 15:15","14095","13081"
"12.02.2017 15:15 - 12.02.2017 15:30","14105","13075"
"12.02.2017 15:30 - 12.02.2017 15:45","14176","13053"
"12.02.2017 15:45 - 12.02.2017 16:00","14221","13119"
"12.02.2017 16:00 - 12.02.2017 16:15","14201","13211"
"12.02.2017 16:15 - 12.02.2017 16:30","14164","13348"
"12.02.2017 16:30 - 12.02.2017 16:45","14274","13496"
"12.02.2017 16:45 - 12.02.2017 17:00","14468","13700"
"12.02.2017 17:00 - 12.02.2017 17:15","14653","13860"
"12.02.2017 17:15 - 12.02.2017 17:30","14834","14131"
"12.02.2017 17:30 - 12.02.2017 17:45","15379","14501"
"12.02.2017 17:45 - 12.02.2017 18:00","15770","14864"
"12.02.2017 18:00 - 12.02.2017 18:15","15822","15243"
"12.02.2017 18:15 - 12.02.2017 18:30","15334","15408"
"12.02.2017 18:30 - 12.02.2017 18:45","15137","15350"
"12.02.2017 18:45 - 12.02.2017 19:00","15031","15294"
"12.02.2017 19:00 - 12.02.2017 19:15","14974","15196"
"12.02.2017 19:15 - 12.02.2017 19:30","14926","15092"
"12.02.2017 19:30 - 12.02.2017 19:45","14889","15015"
"12.02.2017 19:45 - 12.02.2017 20:00","14805","14972"
"12.02.2017 20:00 - 12.02.2017 20:15","14762","14767"
"12.02.2017 20:15 - 12.02.2017 20:30","14626","14610"
"12.02.2017 20:30 - 12.02.2017 20:45","14456","14326"
"12.02.2017 20:45 - 12.02.2017 21:00","14258","14090"
"12.02.2017 21:00 - 12.02.2017 21:15","14134","13887"
"12.02.2017 21:15 - 12.02.2017 21:30","14048","13785"
"12.02.2017 21:30 - 12.02.2017 21:45","13964","13623"
"12.02.2017 21:45 - 12.02.2017 22:00","13670","13412"
"12.02.2017 22:00 - 12.02.2017 22:15","13475","13190"
"12.02.2017 22:15 - 12.02.2017 22:30","13374","13001"
"12.02.2017 22:30 - 12.02.2017 22:45","13140","12742"
"12.02.2017 22:45 - 12.02.2017 23:00","12878","12507"
"12.02.2017 23:00 - 12.02.2017 23:15","12719","12281"
"12.02.2017 23:15 - 12.02.2017 23:30","12710","12044"
"12.02.2017 23:30 - 12.02.2017 23:45","12500","11791"
"12.02.2017 23:45 - 13.02.2017 00:00","12269","11570"
"13.02.2017 00:00 - 13.02.2017 00:15","12043","11372"
"13.02.2017 00:15 - 13.02.2017 00:30","12075","11330"
"13.02.2017 00:30 - 13.02.2017 00:45","12035","11150"
"13.02.2017 00:45 - 13.02.2017 01:00","11930","11051"
"13.02.2017 01:00 - 13.02.2017 01:15","11781","10901"
"13.02.2017 01:15 - 13.02.2017 01:30","11737","10841"
"13.02.2017 01:30 - 13.02.2017 01:45","11675","10772"
"13.02.2017 01:45 - 13.02.2017 02:00","11548","10744"
"13.02.2017 02:00 - 13.02.2017 02:15","11463","10710"
"13.02.2017 02:15 - 13.02.2017 02:30","11415","10649"
"13.02.2017 02:30 - 13.02.2017 02:45","11381","10635"
"13.02.2017 02:45 - 13.02.2017 03:00","11326","10617"
"13.02.2017 03:00 - 13.02.2017 03:15","11324","10649"
"13.02.2017 03:15 - 13.02.2017 03:30","11371","10627"
"13.02.2017 03:30 - 13.02.2017 03:45","11412","10632"
"13.02.2017 03:45 - 13.02.2017 04:00","11408","10612"
"13.02.2017 04:00 - 13.02.2017 04:15","11451","10689"
"13.02.2017 04:15 - 13.02.2017 04:30","11531","10718"
"13.02.2017 04:30 - 13.02.2017 04:45","11600","10775"
"13.02.2017 04:45 - 13.02.2017 05:00","11693","10869"
"13.02.2017 05:00 - 13.02.2017 05:15","11824","11086"
"13.02.2017 05:15 - 13.02.2017 05:30","11981","11217"
"13.02.2017 05:30 - 13.02.2017 05:45","12238","11513"
"13.02.2017 05:45 - 13.02.2017 06:00","12520","11804"
"13.02.2017 06:00 - 13.02.2017 06:15","12826","12309"
"13.02.2017 06:15 - 13.02.2017 06:30","13415","12832"
"13.02.2017 06:30 - 13.02.2017 06:45","13998","13328"
"13.02.2017 06:45 - 13.02.2017 07:00","14632","13867"
"13.02.2017 07:00 - 13.02.2017 07:15","15216","14632"
"13.02.2017 07:15 - 13.02.2017 07:30","16028","15327"
"13.02.2017 07:30 - 13.02.2017 07:45","16912","15886"
"13.02.2017 07:45 - 13.02.2017 08:00","17541","16141"
"13.02.2017 08:00 - 13.02.2017 08:15","18097","16329"
"13.02.2017 08:15 - 13.02.2017 08:30","18521","16528"
"13.02.2017 08:30 - 13.02.2017 08:45","18779","16705"
"13.02.2017 08:45 - 13.02.2017 09:00","18988","16856"
"13.02.2017 09:00 - 13.02.2017 09:15","19214","17008"
"13.02.2017 09:15 - 13.02.2017 09:30","19382","17038"
"13.02.2017 09:30 - 13.02.2017 09:45","19439","16977"
"13.02.2017 09:45 - 13.02.2017 10:00","19677","16895"
"13.02.2017 10:00 - 13.02.2017 10:15","19490","16814"
"13.02.2017 10:15 - 13.02.2017 10:30","19503","16696"
"13.02.2017 10:30 - 13.02.2017 10:45","19500","16613"
"13.02.2017 10:45 - 13.02.2017 11:00","19504","16525"
"13.02.2017 11:00 - 13.02.2017 11:15","19500","16413"
"13.02.2017 11:15 - 13.02.2017 11:30","19446","16332"
"13.02.2017 11:30 - 13.02.2017 11:45","19607","16251"
"13.02.2017 11:45 - 13.02.2017 12:00","19749","16184"
"13.02.2017 12:00 - 13.02.2017 12:15","19320","15965"
"13.02.2017 12:15 - 13.02.2017 12:30","19171","15824"
"13.02.2017 12:30 - 13.02.2017 12:45","19046","15667"
"13.02.2017 12:45 - 13.02.2017 13:00","18959","15684"
"13.02.2017 13:00 - 13.02.2017 13:15","18988","15765"
"13.02.2017 13:15 - 13.02.2017 13:30","19138","15773"
"13.02.2017 13:30 - 13.02.2017 13:45","19212","15755"
"13.02.2017 13:45 - 13.02.2017 14:00","19192","15710"
"13.02.2017 14:00 - 13.02.2017 14:15","19176","15676"
"13.02.2017 14:15 - 13.02.2017 14:30","19119","15703"
"13.02.2017 14:30 - 13.02.2017 14:45","19138","15688"
"13.02.2017 14:45 - 13.02.2017 15:00","19128","15707"
"13.02.2017 15:00 - 13.02.2017 15:15","19075","15717"
"13.02.2017 15:15 - 13.02.2017 15:30","19044","15809"
"13.02.2017 15:30 - 13.02.2017 15:45","19063","15883"
"13.02.2017 15:45 - 13.02.2017 16:00","19121","16030"
"13.02.2017 16:00 - 13.02.2017 16:15","19125","16102"
"13.02.2017 16:15 - 13.02.2017 16:30","19015","16158"
"13.02.2017 16:30 - 13.02.2017 16:45","19041","16254"
"13.02.2017 16:45 - 13.02.2017 17:00","19044","16401"
"13.02.2017 17:00 - 13.02.2017 17:15","19151","16492"
"13.02.2017 17:15 - 13.02.2017 17:30","19122","16662"
"13.02.2017 17:30 - 13.02.2017 17:45","19358","16892"
"13.02.2017 17:45 - 13.02.2017 18:00","19410","17045"
"13.02.2017 18:00 - 13.02.2017 18:15","19329","17193"
"13.02.2017 18:15 - 13.02.2017 18:30","18697","17337"
"13.02.2017 18:30 - 13.02.2017 18:45","18383","17328"
"13.02.2017 18:45 - 13.02.2017 19:00","18250","17357"
"13.02.2017 19:00 - 13.02.2017 19:15","18138","17155"
"13.02.2017 19:15 - 13.02.2017 19:30","17910","17091"
"13.02.2017 19:30 - 13.02.2017 19:45","17716","16913"
"13.02.2017 19:45 - 13.02.2017 20:00","17536","16809"
"13.02.2017 20:00 - 13.02.2017 20:15","17367","16482"
"13.02.2017 20:15 - 13.02.2017 20:30","17140","16255"
"13.02.2017 20:30 - 13.02.2017 20:45","16959","15951"
"13.02.2017 20:45 - 13.02.2017 21:00","16726","15713"
"13.02.2017 21:00 - 13.02.2017 21:15","16492","15452"
"13.02.2017 21:15 - 13.02.2017 21:30","16435","15201"
"13.02.2017 21:30 - 13.02.2017 21:45","16237","14941"
"13.02.2017 21:45 - 13.02.2017 22:00","15925","14684"
"13.02.2017 22:00 - 13.02.2017 22:15","15611","14291"
"13.02.2017 22:15 - 13.02.2017 22:30","15329","14013"
"13.02.2017 22:30 - 13.02.2017 22:45","14970","13683"
"13.02.2017 22:45 - 13.02.2017 23:00","14603","13399"
"13.02.2017 23:00 - 13.02.2017 23:15","14332","13188"
"13.02.2017 23:15 - 13.02.2017 23:30","14288","12947"
"13.02.2017 23:30 - 13.02.2017 23:45","14015","12609"
"13.02.2017 23:45 - 14.02.2017 00:00","13769","12348"
"14.02.2017 00:00 - 14.02.2017 00:15","13495","12092"
"14.02.2017 00:15 - 14.02.2017 00:30","13450","11923"
"14.02.2017 00:30 - 14.02.2017 00:45","13399","11791"
"14.02.2017 00:45 - 14.02.2017 01:00","13198","11689"
"14.02.2017 01:00 - 14.02.2017 01:15","13003","11514"
"14.02.2017 01:15 - 14.02.2017 01:30","12794","11429"
"14.02.2017 01:30 - 14.02.2017 01:45","12674","11325"
"14.02.2017 01:45 - 14.02.2017 02:00","12551","11219"
"14.02.2017 02:00 - 14.02.2017 02:15","12431","11163"
"14.02.2017 02:15 - 14.02.2017 02:30","12359","11130"
"14.02.2017 02:30 - 14.02.2017 02:45","12291","11110"
"14.02.2017 02:45 - 14.02.2017 03:00","12196","11037"
"14.02.2017 03:00 - 14.02.2017 03:15","12134","11038"
"14.02.2017 03:15 - 14.02.2017 03:30","12096","11040"
"14.02.2017 03:30 - 14.02.2017 03:45","12073","11050"
"14.02.2017 03:45 - 14.02.2017 04:00","12056","11010"
"14.02.2017 04:00 - 14.02.2017 04:15","12061","11098"
"14.02.2017 04:15 - 14.02.2017 04:30","12114","11117"
"14.02.2017 04:30 - 14.02.2017 04:45","12156","11181"
"14.02.2017 04:45 - 14.02.2017 05:00","12205","11188"
"14.02.2017 05:00 - 14.02.2017 05:15","12283","11372"
"14.02.2017 05:15 - 14.02.2017 05:30","12444","11506"
"14.02.2017 05:30 - 14.02.2017 05:45","12728","11682"
"14.02.2017 05:45 - 14.02.2017 06:00","13026","12053"
"14.02.2017 06:00 - 14.02.2017 06:15","13295","12570"
"14.02.2017 06:15 - 14.02.2017 06:30","13732","13099"
"14.02.2017 06:30 - 14.02.2017 06:45","14352","13572"
"14.02.2017 06:45 - 14.02.2017 07:00","14861","14150"
"14.02.2017 07:00 - 14.02.2017 07:15","15525","14856"
"14.02.2017 07:15 - 14.02.2017 07:30","16231","15580"
"14.02.2017 07:30 - 14.02.2017 07:45","17120","16046"
"14.02.2017 07:45 - 14.02.2017 08:00","17713","16345"
"14.02.2017 08:00 - 14.02.2017 08:15","18238","16600"
"14.02.2017 08:15 - 14.02.2017 08:30","18500","16680"
"14.02.2017 08:30 - 14.02.2017 08:45","18654","16793"
"14.02.2017 08:45 - 14.02.2017 09:00","18899","16932"
"14.02.2017 09:00 - 14.02.2017 09:15","19160","17041"
"14.02.2017 09:15 - 14.02.2017 09:30","19306","16998"
"14.02.2017 09:30 - 14.02.2017 09:45","19393","16951"
"14.02.2017 09:45 - 14.02.2017 10:00","14362","16849"
"14.02.2017 10:00 - 14.02.2017 10:15","19528","16770"
"14.02.2017 10:15 - 14.02.2017 10:30","19512","16639"
"14.02.2017 10:30 - 14.02.2017 10:45","19452","16476"
"14.02.2017 10:45 - 14.02.2017 11:00","19477","16373"
"14.02.2017 11:00 - 14.02.2017 11:15","19489","16263"
"14.02.2017 11:15 - 14.02.2017 11:30","19399","16137"
"14.02.2017 11:30 - 14.02.2017 11:45","19316","16052"
"14.02.2017 11:45 - 14.02.2017 12:00","19461","15930"
"14.02.2017 12:00 - 14.02.2017 12:15","19432","15792"
"14.02.2017 12:15 - 14.02.2017 12:30","19308","15645"
"14.02.2017 12:30 - 14.02.2017 12:45","19164","15477"
"14.02.2017 12:45 - 14.02.2017 13:00","19056","15365"
"14.02.2017 13:00 - 14.02.2017 13:15","19031","15409"
"14.02.2017 13:15 - 14.02.2017 13:30","19064","15509"
"14.02.2017 13:30 - 14.02.2017 13:45","19174","15452"
"14.02.2017 13:45 - 14.02.2017 14:00","19188","15457"
"14.02.2017 14:00 - 14.02.2017 14:15","19168","15434"
"14.02.2017 14:15 - 14.02.2017 14:30","19125","15394"
"14.02.2017 14:30 - 14.02.2017 14:45","18901","15350"
"14.02.2017 14:45 - 14.02.2017 15:00","18495","15379"
"14.02.2017 15:00 - 14.02.2017 15:15","19035","15392"
"14.02.2017 15:15 - 14.02.2017 15:30","20110","15456"
"14.02.2017 15:30 - 14.02.2017 15:45","19317","15621"
"14.02.2017 15:45 - 14.02.2017 16:00","19029","15775"
"14.02.2017 16:00 - 14.02.2017 16:15","19065","15841"
"14.02.2017 16:15 - 14.02.2017 16:30","18964","15961"
"14.02.2017 16:30 - 14.02.2017 16:45","18935","16048"
"14.02.2017 16:45 - 14.02.2017 17:00","18989","16238"
"14.02.2017 17:00 - 14.02.2017 17:15","19027","16344"
