fold,classical,quantum
1,0.0,1.4838888888888888
2,0.0,2.5563888888888884
3,0.0005555555555555,3.487777777777778
4,0.0,4.722222222222224
5,0.0005555555555555,5.586944444444445
6,0.0008333333333333,6.7747222222222225
7,0.0,7.637500000000001
8,0.0011111111111111,8.612777777777778
9,0.0013888888888888,9.494166666666668
10,0.0013888888888888,12.956388888888895
11,0.0016666666666666,11.902499999999998
12,0.0016666666666666,12.506666666666668
13,0.0019444444444444,13.819444444444445
