jobid,fold,variant,epoch,batch,total_batches,loss,filename
err_12191775,11,classical,1,9,394,0.254,err_12191775_11.err
err_12191775,11,classical,1,9,394,0.269,err_12191775_11.err
err_12191775,11,classical,1,9,394,0.219,err_12191775_11.err
err_12191775,11,classical,1,9,394,0.239,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.239,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.213,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.228,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.191,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.153,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.137,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.14,err_12191775_11.err
err_12191775,11,classical,1,16,394,0.16,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.16,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.163,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.147,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.139,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.151,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.115,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.128,err_12191775_11.err
err_12191775,11,classical,1,23,394,0.127,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.127,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.163,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.12,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.147,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.104,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.066,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.0638,err_12191775_11.err
err_12191775,11,classical,1,30,394,0.083,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.083,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.0636,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.0746,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.0372,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.0351,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.0299,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.0305,err_12191775_11.err
err_12191775,11,classical,1,37,394,0.0309,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0309,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0301,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0361,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0539,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0603,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0631,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0797,err_12191775_11.err
err_12191775,11,classical,1,44,394,0.0694,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.0694,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.0464,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.0758,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.0406,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.0566,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.032,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.0269,err_12191775_11.err
err_12191775,11,classical,1,51,394,0.0335,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.0335,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.027,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.0272,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.0308,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.0384,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.0367,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.0574,err_12191775_11.err
err_12191775,11,classical,1,58,394,0.0621,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.0621,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.0643,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.0765,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.0789,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.0355,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.102,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.14,err_12191775_11.err
err_12191775,11,classical,1,65,394,0.125,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.125,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.122,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.0968,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.0865,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.0787,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.0708,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.0302,err_12191775_11.err
err_12191775,11,classical,1,72,394,0.0357,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0357,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0265,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0244,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0277,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0246,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0293,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0364,err_12191775_11.err
err_12191775,11,classical,1,79,394,0.0323,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.0323,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.0368,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.0285,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.0297,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.0241,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.0295,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.027,err_12191775_11.err
err_12191775,11,classical,1,86,394,0.0291,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0291,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0293,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0316,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0328,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0251,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0376,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0349,err_12191775_11.err
err_12191775,11,classical,1,93,394,0.0526,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0526,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0487,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0529,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0217,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0437,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0535,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0443,err_12191775_11.err
err_12191775,11,classical,1,100,394,0.0409,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0409,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0416,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0294,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0236,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0251,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0198,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0228,err_12191775_11.err
err_12191775,11,classical,1,107,394,0.0278,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0278,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0283,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0336,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0248,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0346,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0396,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0405,err_12191775_11.err
err_12191775,11,classical,1,114,394,0.0252,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.0252,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.0277,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.0247,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.032,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.0232,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.0217,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.0234,err_12191775_11.err
err_12191775,11,classical,1,121,394,0.0237,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.0237,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.0261,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.027,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.0258,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.0317,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.0383,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.0468,err_12191775_11.err
err_12191775,11,classical,1,128,394,0.0568,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.0568,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.0734,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.032,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.0505,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.0625,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.0637,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.045,err_12191775_11.err
err_12191775,11,classical,1,135,394,0.0476,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.0476,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.032,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.03,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.0199,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.0174,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.0161,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.0139,err_12191775_11.err
err_12191775,11,classical,1,142,394,0.0229,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.0229,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.0186,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.0267,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.024,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.0195,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.0195,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.021,err_12191775_11.err
err_12191775,11,classical,1,149,394,0.0209,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.0209,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.0208,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.0384,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.0219,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.018,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.0151,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.0166,err_12191775_11.err
err_12191775,11,classical,1,156,394,0.0162,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.0162,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.0208,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.0251,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.0208,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.032,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.0366,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.0393,err_12191775_11.err
err_12191775,11,classical,1,163,394,0.0373,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.0373,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.0301,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.0253,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.0347,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.0405,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.037,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.0344,err_12191775_11.err
err_12191775,11,classical,1,170,394,0.0228,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.0228,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.0297,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.0212,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.0207,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.0176,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.0181,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.028,err_12191775_11.err
err_12191775,11,classical,1,177,394,0.0242,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.0242,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.0276,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.0183,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.0208,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.0203,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.0208,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.0112,err_12191775_11.err
err_12191775,11,classical,1,184,394,0.016,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.016,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.0153,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.0149,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.0155,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.0142,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.0201,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.02,err_12191775_11.err
err_12191775,11,classical,1,191,394,0.0217,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0217,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0218,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0242,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0303,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0316,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0388,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0365,err_12191775_11.err
err_12191775,11,classical,1,198,394,0.0498,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0498,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0251,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0458,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0412,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0373,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0364,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0262,err_12191775_11.err
err_12191775,11,classical,1,205,394,0.0224,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.0224,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.0172,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.0183,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.0195,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.0191,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.0229,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.016,err_12191775_11.err
err_12191775,11,classical,1,212,394,0.0261,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0261,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0199,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0271,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0176,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0214,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0151,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0228,err_12191775_11.err
err_12191775,11,classical,1,219,394,0.0174,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.0174,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.0187,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.01,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.0136,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.0168,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.0138,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.0204,err_12191775_11.err
err_12191775,11,classical,1,226,394,0.0215,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.0215,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.0259,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.0282,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.0365,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.044,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.0532,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.0634,err_12191775_11.err
err_12191775,11,classical,1,233,394,0.0195,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.0195,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.0249,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.0229,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.0249,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.0197,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.0199,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.0144,err_12191775_11.err
err_12191775,11,classical,1,240,394,0.016,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.016,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.0158,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.017,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.0266,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.0251,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.0226,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.0187,err_12191775_11.err
err_12191775,11,classical,1,247,394,0.0174,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.0174,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.0132,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.0143,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.0155,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.00942,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.0112,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.0104,err_12191775_11.err
err_12191775,11,classical,1,254,394,0.0109,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.0109,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.00862,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.014,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.0128,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.0114,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.0138,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.0144,err_12191775_11.err
err_12191775,11,classical,1,261,394,0.0195,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0195,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0217,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0289,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0331,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0378,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0421,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0207,err_12191775_11.err
err_12191775,11,classical,1,268,394,0.0147,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.0147,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.018,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.0223,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.0199,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.0149,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.0137,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.0122,err_12191775_11.err
err_12191775,11,classical,1,275,394,0.0142,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.0142,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.0125,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.0133,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.0187,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.011,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.0168,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.0181,err_12191775_11.err
err_12191775,11,classical,1,282,394,0.0167,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.0167,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.0219,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.0102,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.0092,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.00713,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.00835,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.00816,err_12191775_11.err
err_12191775,11,classical,1,289,394,0.00971,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.00971,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.00979,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.0109,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.00926,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.0096,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.019,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.0151,err_12191775_11.err
err_12191775,11,classical,1,296,394,0.0168,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.0168,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.0248,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.0273,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.0364,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.0296,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.0193,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.0137,err_12191775_11.err
err_12191775,11,classical,1,303,394,0.025,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.025,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.0217,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.0193,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.0163,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.0135,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.0101,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.0105,err_12191775_11.err
err_12191775,11,classical,1,310,394,0.04,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.04,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.0396,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.0381,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.0516,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.0335,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.0343,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.0316,err_12191775_11.err
err_12191775,11,classical,1,317,394,0.012,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.012,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.0108,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.00676,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.00866,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.00714,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.00906,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.0141,err_12191775_11.err
err_12191775,11,classical,1,324,394,0.014,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.014,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.00986,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.014,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.0118,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.0116,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.0114,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.0114,err_12191775_11.err
err_12191775,11,classical,1,331,394,0.0121,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.0121,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.0162,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.0241,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.034,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.0273,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.0078,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.0202,err_12191775_11.err
err_12191775,11,classical,1,338,394,0.014,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.014,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.0154,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.0187,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.0127,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.0146,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.00859,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.0136,err_12191775_11.err
err_12191775,11,classical,1,345,394,0.0264,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.0264,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.0191,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.0173,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.0107,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.00884,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.0181,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.0157,err_12191775_11.err
err_12191775,11,classical,1,352,394,0.0168,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.0168,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.0373,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.0456,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.0543,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.0389,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.0487,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.033,err_12191775_11.err
err_12191775,11,classical,1,359,394,0.0283,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0283,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0136,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0128,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0103,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0105,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0168,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0251,err_12191775_11.err
err_12191775,11,classical,1,366,394,0.0415,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0415,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0407,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0558,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0604,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0328,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0383,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0504,err_12191775_11.err
err_12191775,11,classical,1,373,394,0.0452,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.0452,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.0299,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.0376,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.0202,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.0183,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.021,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.0173,err_12191775_11.err
err_12191775,11,classical,1,380,394,0.0208,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0208,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0265,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0256,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0241,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0277,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0216,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0386,err_12191775_11.err
err_12191775,11,classical,1,387,394,0.0248,err_12191775_11.err
err_12191775,11,classical,1,394,394,0.0248,err_12191775_11.err
err_12191775,11,classical,2,0,394,0.0397,err_12191775_11.err
