"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"04.02.2024 03:15 - 04.02.2024 03:30","12044","11106"
"04.02.2024 03:30 - 04.02.2024 03:45","11990","11012"
"04.02.2024 03:45 - 04.02.2024 04:00","11982","10967"
"04.02.2024 04:00 - 04.02.2024 04:15","11953","11003"
"04.02.2024 04:15 - 04.02.2024 04:30","11901","10975"
"04.02.2024 04:30 - 04.02.2024 04:45","11876","10964"
"04.02.2024 04:45 - 04.02.2024 05:00","11845","10976"
"04.02.2024 05:00 - 04.02.2024 05:15","11803","11030"
"04.02.2024 05:15 - 04.02.2024 05:30","11759","11023"
"04.02.2024 05:30 - 04.02.2024 05:45","11719","11044"
"04.02.2024 05:45 - 04.02.2024 06:00","11748","11091"
"04.02.2024 06:00 - 04.02.2024 06:15","11772","11218"
"04.02.2024 06:15 - 04.02.2024 06:30","11810","11295"
"04.02.2024 06:30 - 04.02.2024 06:45","11790","11355"
"04.02.2024 06:45 - 04.02.2024 07:00","11849","11447"
"04.02.2024 07:00 - 04.02.2024 07:15","12006","11678"
"04.02.2024 07:15 - 04.02.2024 07:30","12121","11837"
"04.02.2024 07:30 - 04.02.2024 07:45","12248","12049"
"04.02.2024 07:45 - 04.02.2024 08:00","12407","12251"
"04.02.2024 08:00 - 04.02.2024 08:15","12575","12472"
"04.02.2024 08:15 - 04.02.2024 08:30","12741","12607"
"04.02.2024 08:30 - 04.02.2024 08:45","12855","12803"
"04.02.2024 08:45 - 04.02.2024 09:00","12924","12941"
"04.02.2024 09:00 - 04.02.2024 09:15","12992","13124"
"04.02.2024 09:15 - 04.02.2024 09:30","13029","13202"
"04.02.2024 09:30 - 04.02.2024 09:45","13029","13316"
"04.02.2024 09:45 - 04.02.2024 10:00","13005","13378"
"04.02.2024 10:00 - 04.02.2024 10:15","13002","13454"
"04.02.2024 10:15 - 04.02.2024 10:30","12853","13448"
"04.02.2024 10:30 - 04.02.2024 10:45","12753","13444"
"04.02.2024 10:45 - 04.02.2024 11:00","12690","13526"
"04.02.2024 11:00 - 04.02.2024 11:15","12611","13612"
"04.02.2024 11:15 - 04.02.2024 11:30","12445","13676"
"04.02.2024 11:30 - 04.02.2024 11:45","12348","13698"
"04.02.2024 11:45 - 04.02.2024 12:00","12294","13841"
"04.02.2024 12:00 - 04.02.2024 12:15","12351","13928"
"04.02.2024 12:15 - 04.02.2024 12:30","12372","13940"
"04.02.2024 12:30 - 04.02.2024 12:45","12350","13892"
"04.02.2024 12:45 - 04.02.2024 13:00","12338","13903"
"04.02.2024 13:00 - 04.02.2024 13:15","12374","13922"
"04.02.2024 13:15 - 04.02.2024 13:30","12446","13876"
"04.02.2024 13:30 - 04.02.2024 13:45","12454","13906"
"04.02.2024 13:45 - 04.02.2024 14:00","12445","13839"
"04.02.2024 14:00 - 04.02.2024 14:15","12525","13898"
"04.02.2024 14:15 - 04.02.2024 14:30","12679","13904"
"04.02.2024 14:30 - 04.02.2024 14:45","12752","13857"
"04.02.2024 14:45 - 04.02.2024 15:00","12854","13875"
"04.02.2024 15:00 - 04.02.2024 15:15","12937","13940"
"04.02.2024 15:15 - 04.02.2024 15:30","13103","13961"
"04.02.2024 15:30 - 04.02.2024 15:45","13228","13998"
"04.02.2024 15:45 - 04.02.2024 16:00","13383","14032"
"04.02.2024 16:00 - 04.02.2024 16:15","13569","14177"
"04.02.2024 16:15 - 04.02.2024 16:30","13851","14247"
"04.02.2024 16:30 - 04.02.2024 16:45","14146","14400"
"04.02.2024 16:45 - 04.02.2024 17:00","14449","14673"
"04.02.2024 17:00 - 04.02.2024 17:15","14710","14848"
"04.02.2024 17:15 - 04.02.2024 17:30","15044","15146"
"04.02.2024 17:30 - 04.02.2024 17:45","15324","15507"
"04.02.2024 17:45 - 04.02.2024 18:00","15471","15669"
"04.02.2024 18:00 - 04.02.2024 18:15","15472","15573"
"04.02.2024 18:15 - 04.02.2024 18:30","15329","15433"
"04.02.2024 18:30 - 04.02.2024 18:45","15260","15291"
"04.02.2024 18:45 - 04.02.2024 19:00","15232","15151"
"04.02.2024 19:00 - 04.02.2024 19:15","15129","15006"
"04.02.2024 19:15 - 04.02.2024 19:30","14987","14903"
"04.02.2024 19:30 - 04.02.2024 19:45","14909","14783"
"04.02.2024 19:45 - 04.02.2024 20:00","14871","14718"
"04.02.2024 20:00 - 04.02.2024 20:15","14759","14506"
"04.02.2024 20:15 - 04.02.2024 20:30","14518","14386"
"04.02.2024 20:30 - 04.02.2024 20:45","14409","14219"
"04.02.2024 20:45 - 04.02.2024 21:00","14239","14111"
"04.02.2024 21:00 - 04.02.2024 21:15","13990","13898"
"04.02.2024 21:15 - 04.02.2024 21:30","13779","13751"
"04.02.2024 21:30 - 04.02.2024 21:45","13731","13585"
"04.02.2024 21:45 - 04.02.2024 22:00","13573","13441"
"04.02.2024 22:00 - 04.02.2024 22:15","13411","13155"
"04.02.2024 22:15 - 04.02.2024 22:30","13206","13002"
"04.02.2024 22:30 - 04.02.2024 22:45","13014","12806"
"04.02.2024 22:45 - 04.02.2024 23:00","12844","12618"
"04.02.2024 23:00 - 04.02.2024 23:15","12667","12453"
"04.02.2024 23:15 - 04.02.2024 23:30","12496","12285"
"04.02.2024 23:30 - 04.02.2024 23:45","12285","12112"
"04.02.2024 23:45 - 05.02.2024 00:00","12125","11976"
"05.02.2024 00:00 - 05.02.2024 00:15","10798","11957"
"05.02.2024 00:15 - 05.02.2024 00:30","10865","11938"
"05.02.2024 00:30 - 05.02.2024 00:45","10839","11779"
"05.02.2024 00:45 - 05.02.2024 01:00","10786","11664"
"05.02.2024 01:00 - 05.02.2024 01:15","10758","11562"
"05.02.2024 01:15 - 05.02.2024 01:30","10793","11485"
"05.02.2024 01:30 - 05.02.2024 01:45","10775","11410"
"05.02.2024 01:45 - 05.02.2024 02:00","10708","11277"
"05.02.2024 02:00 - 05.02.2024 02:15","10631","11315"
"05.02.2024 02:15 - 05.02.2024 02:30","10547","11304"
"05.02.2024 02:30 - 05.02.2024 02:45","10533","11239"
"05.02.2024 02:45 - 05.02.2024 03:00","10501","11196"
"05.02.2024 03:00 - 05.02.2024 03:15","10533","11215"
"05.02.2024 03:15 - 05.02.2024 03:30","10533","11196"
"05.02.2024 03:30 - 05.02.2024 03:45","10504","11188"
"05.02.2024 03:45 - 05.02.2024 04:00","10558","11180"
"05.02.2024 04:00 - 05.02.2024 04:15","10625","11283"
"05.02.2024 04:15 - 05.02.2024 04:30","10637","11298"
"05.02.2024 04:30 - 05.02.2024 04:45","10647","11359"
"05.02.2024 04:45 - 05.02.2024 05:00","10666","11387"
"05.02.2024 05:00 - 05.02.2024 05:15","10772","11555"
"05.02.2024 05:15 - 05.02.2024 05:30","10901","11712"
"05.02.2024 05:30 - 05.02.2024 05:45","11072","11875"
"05.02.2024 05:45 - 05.02.2024 06:00","11262","12137"
"05.02.2024 06:00 - 05.02.2024 06:15","11586","12609"
"05.02.2024 06:15 - 05.02.2024 06:30","11954","12938"
"05.02.2024 06:30 - 05.02.2024 06:45","12266","13324"
"05.02.2024 06:45 - 05.02.2024 07:00","12593","13710"
"05.02.2024 07:00 - 05.02.2024 07:15","12975","14367"
"05.02.2024 07:15 - 05.02.2024 07:30","13492","14943"
"05.02.2024 07:30 - 05.02.2024 07:45","13887","15414"
"05.02.2024 07:45 - 05.02.2024 08:00","14346","15795"
"05.02.2024 08:00 - 05.02.2024 08:15","14765","16039"
"05.02.2024 08:15 - 05.02.2024 08:30","15171","16320"
"05.02.2024 08:30 - 05.02.2024 08:45","15405","16606"
"05.02.2024 08:45 - 05.02.2024 09:00","15511","16719"
"05.02.2024 09:00 - 05.02.2024 09:15","15639","16736"
"05.02.2024 09:15 - 05.02.2024 09:30","15624","16706"
"05.02.2024 09:30 - 05.02.2024 09:45","15548","16560"
"05.02.2024 09:45 - 05.02.2024 10:00","15426","16500"
"05.02.2024 10:00 - 05.02.2024 10:15","15341","16281"
"05.02.2024 10:15 - 05.02.2024 10:30","15040","16094"
"05.02.2024 10:30 - 05.02.2024 10:45","14832","16201"
"05.02.2024 10:45 - 05.02.2024 11:00","14660","16171"
"05.02.2024 11:00 - 05.02.2024 11:15","14415","16072"
"05.02.2024 11:15 - 05.02.2024 11:30","14074","16006"
"05.02.2024 11:30 - 05.02.2024 11:45","13850","15939"
"05.02.2024 11:45 - 05.02.2024 12:00","13633","15955"
"05.02.2024 12:00 - 05.02.2024 12:15","13431","15829"
"05.02.2024 12:15 - 05.02.2024 12:30","13218","15709"
"05.02.2024 12:30 - 05.02.2024 12:45","12927","15609"
"05.02.2024 12:45 - 05.02.2024 13:00","12816","15640"
"05.02.2024 13:00 - 05.02.2024 13:15","12868","15627"
"05.02.2024 13:15 - 05.02.2024 13:30","12999","15684"
"05.02.2024 13:30 - 05.02.2024 13:45","13093","15668"
"05.02.2024 13:45 - 05.02.2024 14:00","13204","15665"
"05.02.2024 14:00 - 05.02.2024 14:15","13257","15684"
"05.02.2024 14:15 - 05.02.2024 14:30","13322","15652"
"05.02.2024 14:30 - 05.02.2024 14:45","13474","15699"
"05.02.2024 14:45 - 05.02.2024 15:00","13705","15785"
"05.02.2024 15:00 - 05.02.2024 15:15","13937","15934"
"05.02.2024 15:15 - 05.02.2024 15:30","14210","16027"
"05.02.2024 15:30 - 05.02.2024 15:45","14499","16114"
"05.02.2024 15:45 - 05.02.2024 16:00","14747","16292"
"05.02.2024 16:00 - 05.02.2024 16:15","15036","16472"
"05.02.2024 16:15 - 05.02.2024 16:30","15305","16636"
"05.02.2024 16:30 - 05.02.2024 16:45","15636","16869"
"05.02.2024 16:45 - 05.02.2024 17:00","15869","17174"
"05.02.2024 17:00 - 05.02.2024 17:15","16153","17367"
"05.02.2024 17:15 - 05.02.2024 17:30","16337","17600"
"05.02.2024 17:30 - 05.02.2024 17:45","16503","17801"
"05.02.2024 17:45 - 05.02.2024 18:00","16558","17869"
"05.02.2024 18:00 - 05.02.2024 18:15","16484","17540"
"05.02.2024 18:15 - 05.02.2024 18:30","16227","17314"
"05.02.2024 18:30 - 05.02.2024 18:45","16036","17113"
"05.02.2024 18:45 - 05.02.2024 19:00","15942","16984"
"05.02.2024 19:00 - 05.02.2024 19:15","15739","16749"
"05.02.2024 19:15 - 05.02.2024 19:30","15540","16526"
"05.02.2024 19:30 - 05.02.2024 19:45","15370","16342"
"05.02.2024 19:45 - 05.02.2024 20:00","15233","16220"
"05.02.2024 20:00 - 05.02.2024 20:15","14956","16027"
"05.02.2024 20:15 - 05.02.2024 20:30","14701","15834"
"05.02.2024 20:30 - 05.02.2024 20:45","14563","15630"
"05.02.2024 20:45 - 05.02.2024 21:00","14384","15467"
"05.02.2024 21:00 - 05.02.2024 21:15","14167","15158"
"05.02.2024 21:15 - 05.02.2024 21:30","14018","14960"
"05.02.2024 21:30 - 05.02.2024 21:45","13856","14733"
"05.02.2024 21:45 - 05.02.2024 22:00","13655","14501"
"05.02.2024 22:00 - 05.02.2024 22:15","13383","14208"
"05.02.2024 22:15 - 05.02.2024 22:30","13201","13977"
"05.02.2024 22:30 - 05.02.2024 22:45","12983","13761"
"05.02.2024 22:45 - 05.02.2024 23:00","12652","13525"
"05.02.2024 23:00 - 05.02.2024 23:15","12422","13228"
"05.02.2024 23:15 - 05.02.2024 23:30","12318","13028"
"05.02.2024 23:30 - 05.02.2024 23:45","12138","12779"
"05.02.2024 23:45 - 06.02.2024 00:00","12020","12616"
"06.02.2024 00:00 - 06.02.2024 00:15","11786","12534"
"06.02.2024 00:15 - 06.02.2024 00:30","11711","12457"
"06.02.2024 00:30 - 06.02.2024 00:45","11588","12310"
"06.02.2024 00:45 - 06.02.2024 01:00","11484","12138"
"06.02.2024 01:00 - 06.02.2024 01:15","11455","12110"
"06.02.2024 01:15 - 06.02.2024 01:30","11400","11980"
"06.02.2024 01:30 - 06.02.2024 01:45","11953","11878"
"06.02.2024 01:45 - 06.02.2024 02:00","13017","11800"
"06.02.2024 02:00 - 06.02.2024 02:15","12886","11793"
"06.02.2024 02:15 - 06.02.2024 02:30","12818","11746"
"06.02.2024 02:30 - 06.02.2024 02:45","12723","11671"
"06.02.2024 02:45 - 06.02.2024 03:00","12672","11636"
"06.02.2024 03:00 - 06.02.2024 03:15","12635","11628"
"06.02.2024 03:15 - 06.02.2024 03:30","12253","11588"
"06.02.2024 03:30 - 06.02.2024 03:45","11268","11594"
"06.02.2024 03:45 - 06.02.2024 04:00","10784","11550"
"06.02.2024 04:00 - 06.02.2024 04:15","10689","11625"
"06.02.2024 04:15 - 06.02.2024 04:30","10681","11618"
"06.02.2024 04:30 - 06.02.2024 04:45","10706","11581"
"06.02.2024 04:45 - 06.02.2024 05:00","10784","11601"
"06.02.2024 05:00 - 06.02.2024 05:15","11028","11789"
"06.02.2024 05:15 - 06.02.2024 05:30","11239","11923"
"06.02.2024 05:30 - 06.02.2024 05:45","11418","12074"
"06.02.2024 05:45 - 06.02.2024 06:00","11595","12333"
"06.02.2024 06:00 - 06.02.2024 06:15","11958","12803"
"06.02.2024 06:15 - 06.02.2024 06:30","12349","13125"
"06.02.2024 06:30 - 06.02.2024 06:45","12682","13508"
"06.02.2024 06:45 - 06.02.2024 07:00","13057","13942"
"06.02.2024 07:00 - 06.02.2024 07:15","13463","14686"
"06.02.2024 07:15 - 06.02.2024 07:30","13949","15140"
"06.02.2024 07:30 - 06.02.2024 07:45","14370","15602"
"06.02.2024 07:45 - 06.02.2024 08:00","14708","15964"
"06.02.2024 08:00 - 06.02.2024 08:15","14957","16283"
"06.02.2024 08:15 - 06.02.2024 08:30","15177","16465"
"06.02.2024 08:30 - 06.02.2024 08:45","15354","16663"
"06.02.2024 08:45 - 06.02.2024 09:00","15498","16815"
"06.02.2024 09:00 - 06.02.2024 09:15","15628","16861"
"06.02.2024 09:15 - 06.02.2024 09:30","15653","16922"
"06.02.2024 09:30 - 06.02.2024 09:45","15597","16820"
"06.02.2024 09:45 - 06.02.2024 10:00","15599","16783"
"06.02.2024 10:00 - 06.02.2024 10:15","15505","16684"
"06.02.2024 10:15 - 06.02.2024 10:30","14868","16533"
"06.02.2024 10:30 - 06.02.2024 10:45","14615","16377"
"06.02.2024 10:45 - 06.02.2024 11:00","14501","16272"
"06.02.2024 11:00 - 06.02.2024 11:15","14344","16105"
"06.02.2024 11:15 - 06.02.2024 11:30","14274","16019"
"06.02.2024 11:30 - 06.02.2024 11:45","14192","15919"
"06.02.2024 11:45 - 06.02.2024 12:00","14166","15984"
"06.02.2024 12:00 - 06.02.2024 12:15","14026","16003"
"06.02.2024 12:15 - 06.02.2024 12:30","13865","16059"
"06.02.2024 12:30 - 06.02.2024 12:45","13767","16009"
"06.02.2024 12:45 - 06.02.2024 13:00","13678","15930"
"06.02.2024 13:00 - 06.02.2024 13:15","13743","15942"
"06.02.2024 13:15 - 06.02.2024 13:30","13826","15985"
"06.02.2024 13:30 - 06.02.2024 13:45","13891","15948"
"06.02.2024 13:45 - 06.02.2024 14:00","13988","15917"
"06.02.2024 14:00 - 06.02.2024 14:15","14228","15998"
"06.02.2024 14:15 - 06.02.2024 14:30","14458","16092"
"06.02.2024 14:30 - 06.02.2024 14:45","14572","16135"
"06.02.2024 14:45 - 06.02.2024 15:00","14666","16208"
"06.02.2024 15:00 - 06.02.2024 15:15","14710","16244"
"06.02.2024 15:15 - 06.02.2024 15:30","14781","16293"
"06.02.2024 15:30 - 06.02.2024 15:45","14896","16356"
"06.02.2024 15:45 - 06.02.2024 16:00","14964","16462"
"06.02.2024 16:00 - 06.02.2024 16:15","15088","16566"
"06.02.2024 16:15 - 06.02.2024 16:30","15172","16648"
"06.02.2024 16:30 - 06.02.2024 16:45","15255","16775"
"06.02.2024 16:45 - 06.02.2024 17:00","15420","17032"
"06.02.2024 17:00 - 06.02.2024 17:15","15644","17163"
"06.02.2024 17:15 - 06.02.2024 17:30","15806","17409"
"06.02.2024 17:30 - 06.02.2024 17:45","16002","17590"
"06.02.2024 17:45 - 06.02.2024 18:00","16129","17702"
"06.02.2024 18:00 - 06.02.2024 18:15","15991","17454"
"06.02.2024 18:15 - 06.02.2024 18:30","15776","17208"
"06.02.2024 18:30 - 06.02.2024 18:45","15668","17062"
"06.02.2024 18:45 - 06.02.2024 19:00","15604","16908"
"06.02.2024 19:00 - 06.02.2024 19:15","15438","16710"
"06.02.2024 19:15 - 06.02.2024 19:30","15292","16535"
"06.02.2024 19:30 - 06.02.2024 19:45","15143","16367"
"06.02.2024 19:45 - 06.02.2024 20:00","15034","16207"
"06.02.2024 20:00 - 06.02.2024 20:15","14854","15985"
"06.02.2024 20:15 - 06.02.2024 20:30","14775","15727"
"06.02.2024 20:30 - 06.02.2024 20:45","14631","15564"
"06.02.2024 20:45 - 06.02.2024 21:00","14459","15386"
"06.02.2024 21:00 - 06.02.2024 21:15","14249","15215"
"06.02.2024 21:15 - 06.02.2024 21:30","14127","15048"
"06.02.2024 21:30 - 06.02.2024 21:45","13943","14859"
"06.02.2024 21:45 - 06.02.2024 22:00","13802","14658"
"06.02.2024 22:00 - 06.02.2024 22:15","13618","14408"
"06.02.2024 22:15 - 06.02.2024 22:30","13404","14190"
"06.02.2024 22:30 - 06.02.2024 22:45","13228","13959"
"06.02.2024 22:45 - 06.02.2024 23:00","13058","13746"
"06.02.2024 23:00 - 06.02.2024 23:15","12933","13527"
"06.02.2024 23:15 - 06.02.2024 23:30","12839","13329"
"06.02.2024 23:30 - 06.02.2024 23:45","12779","13101"
"06.02.2024 23:45 - 07.02.2024 00:00","12627","12919"
"07.02.2024 00:00 - 07.02.2024 00:15","12535","12802"
"07.02.2024 00:15 - 07.02.2024 00:30","12531","12668"
"07.02.2024 00:30 - 07.02.2024 00:45","12387","12527"
"07.02.2024 00:45 - 07.02.2024 01:00","12206","12320"
"07.02.2024 01:00 - 07.02.2024 01:15","12044","12251"
"07.02.2024 01:15 - 07.02.2024 01:30","11868","12175"
"07.02.2024 01:30 - 07.02.2024 01:45","11774","12043"
"07.02.2024 01:45 - 07.02.2024 02:00","11721","11946"
"07.02.2024 02:00 - 07.02.2024 02:15","11627","12003"
"07.02.2024 02:15 - 07.02.2024 02:30","11639","11892"
"07.02.2024 02:30 - 07.02.2024 02:45","11650","11861"
"07.02.2024 02:45 - 07.02.2024 03:00","11632","11848"
"07.02.2024 03:00 - 07.02.2024 03:15","11538","11833"
"07.02.2024 03:15 - 07.02.2024 03:30","11565","11850"
"07.02.2024 03:30 - 07.02.2024 03:45","11576","11817"
"07.02.2024 03:45 - 07.02.2024 04:00","11547","11840"
"07.02.2024 04:00 - 07.02.2024 04:15","11544","11828"
"07.02.2024 04:15 - 07.02.2024 04:30","11560","11816"
"07.02.2024 04:30 - 07.02.2024 04:45","11527","11820"
"07.02.2024 04:45 - 07.02.2024 05:00","11523","11808"
"07.02.2024 05:00 - 07.02.2024 05:15","11611","11879"
"07.02.2024 05:15 - 07.02.2024 05:30","11674","11916"
"07.02.2024 05:30 - 07.02.2024 05:45","11803","12182"
"07.02.2024 05:45 - 07.02.2024 06:00","11873","12418"
"07.02.2024 06:00 - 07.02.2024 06:15","12042","12800"
"07.02.2024 06:15 - 07.02.2024 06:30","12322","13223"
"07.02.2024 06:30 - 07.02.2024 06:45","12568","13617"
"07.02.2024 06:45 - 07.02.2024 07:00","12832","14026"
"07.02.2024 07:00 - 07.02.2024 07:15","13269","14705"
"07.02.2024 07:15 - 07.02.2024 07:30","13725","15270"
"07.02.2024 07:30 - 07.02.2024 07:45","14131","15806"
"07.02.2024 07:45 - 07.02.2024 08:00","14435","16278"
"07.02.2024 08:00 - 07.02.2024 08:15","14705","16558"
"07.02.2024 08:15 - 07.02.2024 08:30","14918","16606"
"07.02.2024 08:30 - 07.02.2024 08:45","15135","16883"
"07.02.2024 08:45 - 07.02.2024 09:00","15235","17021"
"07.02.2024 09:00 - 07.02.2024 09:15","15261","16961"
"07.02.2024 09:15 - 07.02.2024 09:30","15468","16930"
"07.02.2024 09:30 - 07.02.2024 09:45","15386","16938"
"07.02.2024 09:45 - 07.02.2024 10:00","15100","16948"
"07.02.2024 10:00 - 07.02.2024 10:15","15043","16578"
"07.02.2024 10:15 - 07.02.2024 10:30","14829","16490"
"07.02.2024 10:30 - 07.02.2024 10:45","14561","16485"
"07.02.2024 10:45 - 07.02.2024 11:00","14378","16347"
"07.02.2024 11:00 - 07.02.2024 11:15","14189","16118"
"07.02.2024 11:15 - 07.02.2024 11:30","14007","15955"
"07.02.2024 11:30 - 07.02.2024 11:45","13950","15746"
"07.02.2024 11:45 - 07.02.2024 12:00","13871","15631"
"07.02.2024 12:00 - 07.02.2024 12:15","13758","15512"
"07.02.2024 12:15 - 07.02.2024 12:30","13649","15297"
"07.02.2024 12:30 - 07.02.2024 12:45","13458","15186"
"07.02.2024 12:45 - 07.02.2024 13:00","13403","15175"
"07.02.2024 13:00 - 07.02.2024 13:15","13408","15050"
"07.02.2024 13:15 - 07.02.2024 13:30","13466","15065"
"07.02.2024 13:30 - 07.02.2024 13:45","13547","15009"
"07.02.2024 13:45 - 07.02.2024 14:00","13570","15016"
"07.02.2024 14:00 - 07.02.2024 14:15","13625","15001"
"07.02.2024 14:15 - 07.02.2024 14:30","13782","15039"
"07.02.2024 14:30 - 07.02.2024 14:45","13873","15148"
"07.02.2024 14:45 - 07.02.2024 15:00","13942","15201"
"07.02.2024 15:00 - 07.02.2024 15:15","13976","15246"
"07.02.2024 15:15 - 07.02.2024 15:30","14044","15359"
"07.02.2024 15:30 - 07.02.2024 15:45","14102","15540"
"07.02.2024 15:45 - 07.02.2024 16:00","14214","15760"
"07.02.2024 16:00 - 07.02.2024 16:15","14368","15956"
"07.02.2024 16:15 - 07.02.2024 16:30","14544","16133"
"07.02.2024 16:30 - 07.02.2024 16:45","14669","16470"
"07.02.2024 16:45 - 07.02.2024 17:00","14875","16800"
"07.02.2024 17:00 - 07.02.2024 17:15","15028","17060"
"07.02.2024 17:15 - 07.02.2024 17:30","15095","17489"
"07.02.2024 17:30 - 07.02.2024 17:45","15230","17752"
"07.02.2024 17:45 - 07.02.2024 18:00","15283","17923"
"07.02.2024 18:00 - 07.02.2024 18:15","15206","17712"
"07.02.2024 18:15 - 07.02.2024 18:30","14927","17465"
"07.02.2024 18:30 - 07.02.2024 18:45","14758","17301"
"07.02.2024 18:45 - 07.02.2024 19:00","14666","17200"
"07.02.2024 19:00 - 07.02.2024 19:15","14618","16990"
"07.02.2024 19:15 - 07.02.2024 19:30","14570","16806"
"07.02.2024 19:30 - 07.02.2024 19:45","14422","16589"
"07.02.2024 19:45 - 07.02.2024 20:00","14278","16491"
"07.02.2024 20:00 - 07.02.2024 20:15","14267","16258"
"07.02.2024 20:15 - 07.02.2024 20:30","14184","16052"
"07.02.2024 20:30 - 07.02.2024 20:45","14097","15825"
"07.02.2024 20:45 - 07.02.2024 21:00","13942","15662"
"07.02.2024 21:00 - 07.02.2024 21:15","13808","15444"
"07.02.2024 21:15 - 07.02.2024 21:30","13631","15231"
"07.02.2024 21:30 - 07.02.2024 21:45","13441","15012"
"07.02.2024 21:45 - 07.02.2024 22:00","13247","14838"
"07.02.2024 22:00 - 07.02.2024 22:15","13067","14571"
"07.02.2024 22:15 - 07.02.2024 22:30","12870","14332"
"07.02.2024 22:30 - 07.02.2024 22:45","12639","14107"
"07.02.2024 22:45 - 07.02.2024 23:00","12405","13881"
"07.02.2024 23:00 - 07.02.2024 23:15","12229","13679"
"07.02.2024 23:15 - 07.02.2024 23:30","12108","13481"
"07.02.2024 23:30 - 07.02.2024 23:45","11989","13224"
"07.02.2024 23:45 - 08.02.2024 00:00","11785","13036"
"08.02.2024 00:00 - 08.02.2024 00:15","11643","12894"
"08.02.2024 00:15 - 08.02.2024 00:30","11540","12786"
"08.02.2024 00:30 - 08.02.2024 00:45","11387","12673"
"08.02.2024 00:45 - 08.02.2024 01:00","11248","12518"
"08.02.2024 01:00 - 08.02.2024 01:15","11229","12400"
"08.02.2024 01:15 - 08.02.2024 01:30","11212","12325"
"08.02.2024 01:30 - 08.02.2024 01:45","11151","12218"
"08.02.2024 01:45 - 08.02.2024 02:00","11079","12123"
"08.02.2024 02:00 - 08.02.2024 02:15","11099","12087"
"08.02.2024 02:15 - 08.02.2024 02:30","11120","12049"
"08.02.2024 02:30 - 08.02.2024 02:45","11175","11969"
"08.02.2024 02:45 - 08.02.2024 03:00","11173","11904"
"08.02.2024 03:00 - 08.02.2024 03:15","11152","11879"
"08.02.2024 03:15 - 08.02.2024 03:30","11182","11844"
"08.02.2024 03:30 - 08.02.2024 03:45","11210","11853"
"08.02.2024 03:45 - 08.02.2024 04:00","11208","11806"
"08.02.2024 04:00 - 08.02.2024 04:15","11236","11804"
"08.02.2024 04:15 - 08.02.2024 04:30","11309","11806"
"08.02.2024 04:30 - 08.02.2024 04:45","11414","11849"
"08.02.2024 04:45 - 08.02.2024 05:00","11494","11876"
"08.02.2024 05:00 - 08.02.2024 05:15","11681","12034"
"08.02.2024 05:15 - 08.02.2024 05:30","11962","12162"
"08.02.2024 05:30 - 08.02.2024 05:45","12154","12369"
"08.02.2024 05:45 - 08.02.2024 06:00","12352","12607"
"08.02.2024 06:00 - 08.02.2024 06:15","12707","13072"
"08.02.2024 06:15 - 08.02.2024 06:30","13105","13385"
"08.02.2024 06:30 - 08.02.2024 06:45","13494","13585"
"08.02.2024 06:45 - 08.02.2024 07:00","13851","14135"
"08.02.2024 07:00 - 08.02.2024 07:15","14333","14918"
"08.02.2024 07:15 - 08.02.2024 07:30","14910","15492"
"08.02.2024 07:30 - 08.02.2024 07:45","15251","16013"
"08.02.2024 07:45 - 08.02.2024 08:00","15611","16387"
"08.02.2024 08:00 - 08.02.2024 08:15","15920","16800"
"08.02.2024 08:15 - 08.02.2024 08:30","16124","16969"
"08.02.2024 08:30 - 08.02.2024 08:45","16223","17053"
"08.02.2024 08:45 - 08.02.2024 09:00","16349","17174"
"08.02.2024 09:00 - 08.02.2024 09:15","16354","17189"
"08.02.2024 09:15 - 08.02.2024 09:30","16222","17209"
"08.02.2024 09:30 - 08.02.2024 09:45","16010","17114"
"08.02.2024 09:45 - 08.02.2024 10:00","15730","17044"
"08.02.2024 10:00 - 08.02.2024 10:15","15495","17030"
"08.02.2024 10:15 - 08.02.2024 10:30","12615","16971"
"08.02.2024 10:30 - 08.02.2024 10:45","14837","16934"
"08.02.2024 10:45 - 08.02.2024 11:00","14591","16906"
"08.02.2024 11:00 - 08.02.2024 11:15","14482","16894"
"08.02.2024 11:15 - 08.02.2024 11:30","14200","16927"
"08.02.2024 11:30 - 08.02.2024 11:45","13989","16970"
"08.02.2024 11:45 - 08.02.2024 12:00","13860","16994"
"08.02.2024 12:00 - 08.02.2024 12:15","13749","16995"
"08.02.2024 12:15 - 08.02.2024 12:30","13682","16964"
"08.02.2024 12:30 - 08.02.2024 12:45","13672","16868"
"08.02.2024 12:45 - 08.02.2024 13:00","13640","16867"
"08.02.2024 13:00 - 08.02.2024 13:15","13763","17083"
"08.02.2024 13:15 - 08.02.2024 13:30","13892","17215"
"08.02.2024 13:30 - 08.02.2024 13:45","13826","17304"
"08.02.2024 13:45 - 08.02.2024 14:00","13770","17289"
"08.02.2024 14:00 - 08.02.2024 14:15","13848","17272"
"08.02.2024 14:15 - 08.02.2024 14:30","14166","17238"
"08.02.2024 14:30 - 08.02.2024 14:45","14345","17185"
"08.02.2024 14:45 - 08.02.2024 15:00","14498","17223"
"08.02.2024 15:00 - 08.02.2024 15:15","14591","17285"
"08.02.2024 15:15 - 08.02.2024 15:30","14800","17432"
"08.02.2024 15:30 - 08.02.2024 15:45","14982","17523"
"08.02.2024 15:45 - 08.02.2024 16:00","15241","17656"
