"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"23.07.2024 06:45 - 23.07.2024 07:00","9878","11973"
"23.07.2024 07:00 - 23.07.2024 07:15","10009","12485"
"23.07.2024 07:15 - 23.07.2024 07:30","10105","12731"
"23.07.2024 07:30 - 23.07.2024 07:45","10098","12968"
"23.07.2024 07:45 - 23.07.2024 08:00","10042","13131"
"23.07.2024 08:00 - 23.07.2024 08:15","9972","13371"
"23.07.2024 08:15 - 23.07.2024 08:30","9770","13541"
"23.07.2024 08:30 - 23.07.2024 08:45","9631","13642"
"23.07.2024 08:45 - 23.07.2024 09:00","9511","13786"
"23.07.2024 09:00 - 23.07.2024 09:15","9435","13848"
"23.07.2024 09:15 - 23.07.2024 09:30","9325","13845"
"23.07.2024 09:30 - 23.07.2024 09:45","9209","13871"
"23.07.2024 09:45 - 23.07.2024 10:00","9070","13890"
"23.07.2024 10:00 - 23.07.2024 10:15","8911","13857"
"23.07.2024 10:15 - 23.07.2024 10:30","8728","13898"
"23.07.2024 10:30 - 23.07.2024 10:45","8513","13909"
"23.07.2024 10:45 - 23.07.2024 11:00","8404","13870"
"23.07.2024 11:00 - 23.07.2024 11:15","8415","13828"
"23.07.2024 11:15 - 23.07.2024 11:30","8313","13732"
"23.07.2024 11:30 - 23.07.2024 11:45","8178","13747"
"23.07.2024 11:45 - 23.07.2024 12:00","8104","13785"
"23.07.2024 12:00 - 23.07.2024 12:15","8145","13664"
"23.07.2024 12:15 - 23.07.2024 12:30","8076","13607"
"23.07.2024 12:30 - 23.07.2024 12:45","7997","13542"
"23.07.2024 12:45 - 23.07.2024 13:00","7904","13551"
"23.07.2024 13:00 - 23.07.2024 13:15","8044","13535"
"23.07.2024 13:15 - 23.07.2024 13:30","8137","13591"
"23.07.2024 13:30 - 23.07.2024 13:45","8209","13642"
"23.07.2024 13:45 - 23.07.2024 14:00","8321","13606"
"23.07.2024 14:00 - 23.07.2024 14:15","8486","13472"
"23.07.2024 14:15 - 23.07.2024 14:30","8602","13526"
"23.07.2024 14:30 - 23.07.2024 14:45","8583","13512"
"23.07.2024 14:45 - 23.07.2024 15:00","8611","13530"
"23.07.2024 15:00 - 23.07.2024 15:15","8677","13458"
"23.07.2024 15:15 - 23.07.2024 15:30","8828","13412"
"23.07.2024 15:30 - 23.07.2024 15:45","9426","13369"
"23.07.2024 15:45 - 23.07.2024 16:00","9822","13454"
"23.07.2024 16:00 - 23.07.2024 16:15","9173","13527"
"23.07.2024 16:15 - 23.07.2024 16:30","9377","13509"
"23.07.2024 16:30 - 23.07.2024 16:45","9599","13480"
"23.07.2024 16:45 - 23.07.2024 17:00","9774","13486"
"23.07.2024 17:00 - 23.07.2024 17:15","9952","13350"
"23.07.2024 17:15 - 23.07.2024 17:30","10310","13484"
"23.07.2024 17:30 - 23.07.2024 17:45","10541","13567"
"23.07.2024 17:45 - 23.07.2024 18:00","10718","13519"
"23.07.2024 18:00 - 23.07.2024 18:15","10756","13384"
"23.07.2024 18:15 - 23.07.2024 18:30","10784","13196"
"23.07.2024 18:30 - 23.07.2024 18:45","10814","13177"
"23.07.2024 18:45 - 23.07.2024 19:00","11125","13235"
"23.07.2024 19:00 - 23.07.2024 19:15","11347","13238"
"23.07.2024 19:15 - 23.07.2024 19:30","11423","13205"
"23.07.2024 19:30 - 23.07.2024 19:45","11522","13175"
"23.07.2024 19:45 - 23.07.2024 20:00","11566","13229"
"23.07.2024 20:00 - 23.07.2024 20:15","11632","13182"
"23.07.2024 20:15 - 23.07.2024 20:30","11631","13178"
"23.07.2024 20:30 - 23.07.2024 20:45","11681","13179"
"23.07.2024 20:45 - 23.07.2024 21:00","11643","13208"
"23.07.2024 21:00 - 23.07.2024 21:15","11648","13262"
"23.07.2024 21:15 - 23.07.2024 21:30","11699","13340"
"23.07.2024 21:30 - 23.07.2024 21:45","11722","13298"
"23.07.2024 21:45 - 23.07.2024 22:00","11689","13308"
"23.07.2024 22:00 - 23.07.2024 22:15","11617","13268"
"23.07.2024 22:15 - 23.07.2024 22:30","11549","13169"
"23.07.2024 22:30 - 23.07.2024 22:45","11469","13014"
"23.07.2024 22:45 - 23.07.2024 23:00","11286","12832"
"23.07.2024 23:00 - 23.07.2024 23:15","11001","12725"
"23.07.2024 23:15 - 23.07.2024 23:30","10855","12550"
"23.07.2024 23:30 - 23.07.2024 23:45","10713","12403"
"23.07.2024 23:45 - 24.07.2024 00:00","10608","12186"
"24.07.2024 00:00 - 24.07.2024 00:15","10647","12100"
"24.07.2024 00:15 - 24.07.2024 00:30","10630","11847"
"24.07.2024 00:30 - 24.07.2024 00:45","10556","11759"
"24.07.2024 00:45 - 24.07.2024 01:00","10444","11629"
"24.07.2024 01:00 - 24.07.2024 01:15","10322","11546"
"24.07.2024 01:15 - 24.07.2024 01:30","10290","11421"
"24.07.2024 01:30 - 24.07.2024 01:45","10252","11319"
"24.07.2024 01:45 - 24.07.2024 02:00","10185","11186"
"24.07.2024 02:00 - 24.07.2024 02:15","10135","11171"
"24.07.2024 02:15 - 24.07.2024 02:30","10122","11104"
"24.07.2024 02:30 - 24.07.2024 02:45","10079","11033"
"24.07.2024 02:45 - 24.07.2024 03:00","10037","11016"
"24.07.2024 03:00 - 24.07.2024 03:15","10025","10956"
"24.07.2024 03:15 - 24.07.2024 03:30","10044","10902"
"24.07.2024 03:30 - 24.07.2024 03:45","10047","10884"
"24.07.2024 03:45 - 24.07.2024 04:00","10014","10893"
"24.07.2024 04:00 - 24.07.2024 04:15","10029","10978"
"24.07.2024 04:15 - 24.07.2024 04:30","10056","10949"
"24.07.2024 04:30 - 24.07.2024 04:45","10072","10916"
"24.07.2024 04:45 - 24.07.2024 05:00","10055","10903"
"24.07.2024 05:00 - 24.07.2024 05:15","10110","11064"
"24.07.2024 05:15 - 24.07.2024 05:30","10167","11019"
"24.07.2024 05:30 - 24.07.2024 05:45","10237","11129"
"24.07.2024 05:45 - 24.07.2024 06:00","10306","11157"
"24.07.2024 06:00 - 24.07.2024 06:15","10448","11377"
"24.07.2024 06:15 - 24.07.2024 06:30","10623","11470"
"24.07.2024 06:30 - 24.07.2024 06:45","10726","11555"
"24.07.2024 06:45 - 24.07.2024 07:00","10867","11675"
"24.07.2024 07:00 - 24.07.2024 07:15","11079","11904"
"24.07.2024 07:15 - 24.07.2024 07:30","11237","12053"
"24.07.2024 07:30 - 24.07.2024 07:45","11366","12205"
"24.07.2024 07:45 - 24.07.2024 08:00","11421","12471"
"24.07.2024 08:00 - 24.07.2024 08:15","11405","12556"
"24.07.2024 08:15 - 24.07.2024 08:30","11312","12682"
"24.07.2024 08:30 - 24.07.2024 08:45","11239","12767"
"24.07.2024 08:45 - 24.07.2024 09:00","11178","12929"
"24.07.2024 09:00 - 24.07.2024 09:15","11017","12887"
"24.07.2024 09:15 - 24.07.2024 09:30","10733","12949"
"24.07.2024 09:30 - 24.07.2024 09:45","10526","12944"
"24.07.2024 09:45 - 24.07.2024 10:00","10332","13050"
"24.07.2024 10:00 - 24.07.2024 10:15","10131","12965"
"24.07.2024 10:15 - 24.07.2024 10:30","9835","12953"
"24.07.2024 10:30 - 24.07.2024 10:45","9595","12982"
"24.07.2024 10:45 - 24.07.2024 11:00","9350","13005"
"24.07.2024 11:00 - 24.07.2024 11:15","9063","13013"
"24.07.2024 11:15 - 24.07.2024 11:30","8840","12948"
"24.07.2024 11:30 - 24.07.2024 11:45","8708","12968"
"24.07.2024 11:45 - 24.07.2024 12:00","8678","13077"
"24.07.2024 12:00 - 24.07.2024 12:15","8505","12949"
"24.07.2024 12:15 - 24.07.2024 12:30","8113","12925"
"24.07.2024 12:30 - 24.07.2024 12:45","7875","12979"
"24.07.2024 12:45 - 24.07.2024 13:00","7720","12985"
"24.07.2024 13:00 - 24.07.2024 13:15","7606","12916"
"24.07.2024 13:15 - 24.07.2024 13:30","7319","12946"
"24.07.2024 13:30 - 24.07.2024 13:45","7178","12936"
"24.07.2024 13:45 - 24.07.2024 14:00","7104","12880"
"24.07.2024 14:00 - 24.07.2024 14:15","7143","12859"
"24.07.2024 14:15 - 24.07.2024 14:30","6959","12867"
"24.07.2024 14:30 - 24.07.2024 14:45","7011","12886"
"24.07.2024 14:45 - 24.07.2024 15:00","7080","12943"
"24.07.2024 15:00 - 24.07.2024 15:15","7208","12948"
"24.07.2024 15:15 - 24.07.2024 15:30","7208","12956"
"24.07.2024 15:30 - 24.07.2024 15:45","7250","12942"
"24.07.2024 15:45 - 24.07.2024 16:00","7313","12876"
"24.07.2024 16:00 - 24.07.2024 16:15","7479","12867"
"24.07.2024 16:15 - 24.07.2024 16:30","7731","12842"
"24.07.2024 16:30 - 24.07.2024 16:45","7931","12825"
"24.07.2024 16:45 - 24.07.2024 17:00","8086","12865"
"24.07.2024 17:00 - 24.07.2024 17:15","8373","12977"
"24.07.2024 17:15 - 24.07.2024 17:30","8740","13027"
"24.07.2024 17:30 - 24.07.2024 17:45","8975","13024"
"24.07.2024 17:45 - 24.07.2024 18:00","9226","13018"
"24.07.2024 18:00 - 24.07.2024 18:15","9443","12996"
"24.07.2024 18:15 - 24.07.2024 18:30","9689","12888"
"24.07.2024 18:30 - 24.07.2024 18:45","9950","12794"
"24.07.2024 18:45 - 24.07.2024 19:00","10201","12778"
"24.07.2024 19:00 - 24.07.2024 19:15","10438","12783"
"24.07.2024 19:15 - 24.07.2024 19:30","10725","12751"
"24.07.2024 19:30 - 24.07.2024 19:45","11074","12767"
"24.07.2024 19:45 - 24.07.2024 20:00","11465","12852"
"24.07.2024 20:00 - 24.07.2024 20:15","11701","12944"
"24.07.2024 20:15 - 24.07.2024 20:30","11934","12911"
"24.07.2024 20:30 - 24.07.2024 20:45","12150","12956"
"24.07.2024 20:45 - 24.07.2024 21:00","12332","13014"
"24.07.2024 21:00 - 24.07.2024 21:15","12410","13036"
"24.07.2024 21:15 - 24.07.2024 21:30","12505","13158"
"24.07.2024 21:30 - 24.07.2024 21:45","12521","13188"
"24.07.2024 21:45 - 24.07.2024 22:00","12600","13219"
"24.07.2024 22:00 - 24.07.2024 22:15","12601","13213"
"24.07.2024 22:15 - 24.07.2024 22:30","12650","13088"
"24.07.2024 22:30 - 24.07.2024 22:45","12593","12962"
"24.07.2024 22:45 - 24.07.2024 23:00","12416","12781"
"24.07.2024 23:00 - 24.07.2024 23:15","12294","12617"
"24.07.2024 23:15 - 24.07.2024 23:30","12218","12479"
"24.07.2024 23:30 - 24.07.2024 23:45","12173","12257"
"24.07.2024 23:45 - 25.07.2024 00:00","12058","12071"
"25.07.2024 00:00 - 25.07.2024 00:15","11849","11892"
"25.07.2024 00:15 - 25.07.2024 00:30","11713","11735"
"25.07.2024 00:30 - 25.07.2024 00:45","11568","11575"
"25.07.2024 00:45 - 25.07.2024 01:00","11453","11461"
"25.07.2024 01:00 - 25.07.2024 01:15","11347","11305"
"25.07.2024 01:15 - 25.07.2024 01:30","11286","11206"
"25.07.2024 01:30 - 25.07.2024 01:45","11228","11099"
"25.07.2024 01:45 - 25.07.2024 02:00","11182","10981"
"25.07.2024 02:00 - 25.07.2024 02:15","11140","10899"
"25.07.2024 02:15 - 25.07.2024 02:30","11073","10867"
"25.07.2024 02:30 - 25.07.2024 02:45","11008","10809"
"25.07.2024 02:45 - 25.07.2024 03:00","10969","10755"
"25.07.2024 03:00 - 25.07.2024 03:15","10988","10683"
"25.07.2024 03:15 - 25.07.2024 03:30","10964","10692"
"25.07.2024 03:30 - 25.07.2024 03:45","10904","10686"
"25.07.2024 03:45 - 25.07.2024 04:00","10895","10702"
"25.07.2024 04:00 - 25.07.2024 04:15","10898","10717"
"25.07.2024 04:15 - 25.07.2024 04:30","10900","10668"
"25.07.2024 04:30 - 25.07.2024 04:45","10900","10639"
"25.07.2024 04:45 - 25.07.2024 05:00","10907","10698"
"25.07.2024 05:00 - 25.07.2024 05:15","10903","10843"
"25.07.2024 05:15 - 25.07.2024 05:30","10923","10962"
"25.07.2024 05:30 - 25.07.2024 05:45","10944","11037"
"25.07.2024 05:45 - 25.07.2024 06:00","11024","11126"
"25.07.2024 06:00 - 25.07.2024 06:15","11064","11247"
"25.07.2024 06:15 - 25.07.2024 06:30","11064","11380"
"25.07.2024 06:30 - 25.07.2024 06:45","11079","11489"
"25.07.2024 06:45 - 25.07.2024 07:00","11046","11624"
"25.07.2024 07:00 - 25.07.2024 07:15","11019","11859"
"25.07.2024 07:15 - 25.07.2024 07:30","11012","12058"
"25.07.2024 07:30 - 25.07.2024 07:45","11040","12235"
"25.07.2024 07:45 - 25.07.2024 08:00","11025","12440"
"25.07.2024 08:00 - 25.07.2024 08:15","11014","12689"
"25.07.2024 08:15 - 25.07.2024 08:30","10851","12909"
"25.07.2024 08:30 - 25.07.2024 08:45","10654","12993"
"25.07.2024 08:45 - 25.07.2024 09:00","10424","13171"
"25.07.2024 09:00 - 25.07.2024 09:15","10366","13325"
"25.07.2024 09:15 - 25.07.2024 09:30","10163","13359"
"25.07.2024 09:30 - 25.07.2024 09:45","9808","13500"
"25.07.2024 09:45 - 25.07.2024 10:00","9509","13456"
"25.07.2024 10:00 - 25.07.2024 10:15","9391","13578"
"25.07.2024 10:15 - 25.07.2024 10:30","9185","13450"
"25.07.2024 10:30 - 25.07.2024 10:45","8905","13440"
"25.07.2024 10:45 - 25.07.2024 11:00","8686","13430"
"25.07.2024 11:00 - 25.07.2024 11:15","8622","13480"
"25.07.2024 11:15 - 25.07.2024 11:30","8358","13503"
"25.07.2024 11:30 - 25.07.2024 11:45","8218","13503"
"25.07.2024 11:45 - 25.07.2024 12:00","8159","13457"
"25.07.2024 12:00 - 25.07.2024 12:15","8118","13409"
"25.07.2024 12:15 - 25.07.2024 12:30","7971","13361"
"25.07.2024 12:30 - 25.07.2024 12:45","7805","13358"
"25.07.2024 12:45 - 25.07.2024 13:00","7690","13349"
"25.07.2024 13:00 - 25.07.2024 13:15","7657","13356"
"25.07.2024 13:15 - 25.07.2024 13:30","7666","13400"
"25.07.2024 13:30 - 25.07.2024 13:45","7670","13417"
"25.07.2024 13:45 - 25.07.2024 14:00","7706","13415"
"25.07.2024 14:00 - 25.07.2024 14:15","7639","13443"
"25.07.2024 14:15 - 25.07.2024 14:30","7624","13419"
"25.07.2024 14:30 - 25.07.2024 14:45","7596","13415"
"25.07.2024 14:45 - 25.07.2024 15:00","7576","13371"
"25.07.2024 15:00 - 25.07.2024 15:15","7625","13391"
"25.07.2024 15:15 - 25.07.2024 15:30","7763","13396"
"25.07.2024 15:30 - 25.07.2024 15:45","7861","13459"
"25.07.2024 15:45 - 25.07.2024 16:00","7936","13491"
"25.07.2024 16:00 - 25.07.2024 16:15","8038","13582"
"25.07.2024 16:15 - 25.07.2024 16:30","8339","13660"
"25.07.2024 16:30 - 25.07.2024 16:45","8485","13793"
"25.07.2024 16:45 - 25.07.2024 17:00","8722","13847"
"25.07.2024 17:00 - 25.07.2024 17:15","8756","13847"
"25.07.2024 17:15 - 25.07.2024 17:30","9080","14009"
"25.07.2024 17:30 - 25.07.2024 17:45","9535","14100"
"25.07.2024 17:45 - 25.07.2024 18:00","9817","14122"
"25.07.2024 18:00 - 25.07.2024 18:15","9846","14048"
"25.07.2024 18:15 - 25.07.2024 18:30","10041","13876"
"25.07.2024 18:30 - 25.07.2024 18:45","10246","13878"
"25.07.2024 18:45 - 25.07.2024 19:00","10543","13858"
"25.07.2024 19:00 - 25.07.2024 19:15","10859","13836"
"25.07.2024 19:15 - 25.07.2024 19:30","11087","13857"
"25.07.2024 19:30 - 25.07.2024 19:45","11335","13788"
"25.07.2024 19:45 - 25.07.2024 20:00","11563","13794"
"25.07.2024 20:00 - 25.07.2024 20:15","11657","13739"
"25.07.2024 20:15 - 25.07.2024 20:30","11864","13711"
"25.07.2024 20:30 - 25.07.2024 20:45","12042","13686"
"25.07.2024 20:45 - 25.07.2024 21:00","12197","13659"
"25.07.2024 21:00 - 25.07.2024 21:15","12319","13493"
"25.07.2024 21:15 - 25.07.2024 21:30","12465","13460"
"25.07.2024 21:30 - 25.07.2024 21:45","12559","13421"
"25.07.2024 21:45 - 25.07.2024 22:00","12606","13404"
"25.07.2024 22:00 - 25.07.2024 22:15","12601","13321"
"25.07.2024 22:15 - 25.07.2024 22:30","12634","13195"
"25.07.2024 22:30 - 25.07.2024 22:45","12583","13030"
"25.07.2024 22:45 - 25.07.2024 23:00","12444","12856"
"25.07.2024 23:00 - 25.07.2024 23:15","12327","12684"
"25.07.2024 23:15 - 25.07.2024 23:30","12241","12540"
"25.07.2024 23:30 - 25.07.2024 23:45","12108","12360"
"25.07.2024 23:45 - 26.07.2024 00:00","11954","12289"
"26.07.2024 00:00 - 26.07.2024 00:15","11779","12039"
"26.07.2024 00:15 - 26.07.2024 00:30","11692","11906"
"26.07.2024 00:30 - 26.07.2024 00:45","11570","11720"
"26.07.2024 00:45 - 26.07.2024 01:00","11448","11524"
"26.07.2024 01:00 - 26.07.2024 01:15","11383","11506"
"26.07.2024 01:15 - 26.07.2024 01:30","11293","11457"
"26.07.2024 01:30 - 26.07.2024 01:45","11208","11388"
"26.07.2024 01:45 - 26.07.2024 02:00","11106","11323"
"26.07.2024 02:00 - 26.07.2024 02:15","11032","11240"
"26.07.2024 02:15 - 26.07.2024 02:30","10946","11183"
"26.07.2024 02:30 - 26.07.2024 02:45","10881","11131"
"26.07.2024 02:45 - 26.07.2024 03:00","10833","11059"
"26.07.2024 03:00 - 26.07.2024 03:15","10856","11077"
"26.07.2024 03:15 - 26.07.2024 03:30","10820","11054"
"26.07.2024 03:30 - 26.07.2024 03:45","10766","11034"
"26.07.2024 03:45 - 26.07.2024 04:00","10757","11032"
"26.07.2024 04:00 - 26.07.2024 04:15","10795","11157"
"26.07.2024 04:15 - 26.07.2024 04:30","10773","11077"
"26.07.2024 04:30 - 26.07.2024 04:45","10794","11057"
"26.07.2024 04:45 - 26.07.2024 05:00","10795","11059"
"26.07.2024 05:00 - 26.07.2024 05:15","10773","11084"
"26.07.2024 05:15 - 26.07.2024 05:30","10806","11149"
"26.07.2024 05:30 - 26.07.2024 05:45","10812","11261"
"26.07.2024 05:45 - 26.07.2024 06:00","10792","11326"
"26.07.2024 06:00 - 26.07.2024 06:15","10794","11672"
"26.07.2024 06:15 - 26.07.2024 06:30","10795","11772"
"26.07.2024 06:30 - 26.07.2024 06:45","10763","11907"
"26.07.2024 06:45 - 26.07.2024 07:00","10849","12033"
"26.07.2024 07:00 - 26.07.2024 07:15","10995","12253"
"26.07.2024 07:15 - 26.07.2024 07:30","11171","12393"
"26.07.2024 07:30 - 26.07.2024 07:45","11331","12639"
"26.07.2024 07:45 - 26.07.2024 08:00","11459","12856"
"26.07.2024 08:00 - 26.07.2024 08:15","11619","13087"
"26.07.2024 08:15 - 26.07.2024 08:30","11745","13247"
"26.07.2024 08:30 - 26.07.2024 08:45","11831","13351"
"26.07.2024 08:45 - 26.07.2024 09:00","11832","13411"
"26.07.2024 09:00 - 26.07.2024 09:15","11865","13404"
"26.07.2024 09:15 - 26.07.2024 09:30","11818","13463"
"26.07.2024 09:30 - 26.07.2024 09:45","11740","13436"
"26.07.2024 09:45 - 26.07.2024 10:00","11592","13465"
"26.07.2024 10:00 - 26.07.2024 10:15","11420","13458"
"26.07.2024 10:15 - 26.07.2024 10:30","11382","13466"
"26.07.2024 10:30 - 26.07.2024 10:45","11338","13343"
"26.07.2024 10:45 - 26.07.2024 11:00","11252","13400"
"26.07.2024 11:00 - 26.07.2024 11:15","11210","13201"
"26.07.2024 11:15 - 26.07.2024 11:30","11111","13236"
"26.07.2024 11:30 - 26.07.2024 11:45","11006","13280"
"26.07.2024 11:45 - 26.07.2024 12:00","10924","13233"
"26.07.2024 12:00 - 26.07.2024 12:15","10876","13144"
"26.07.2024 12:15 - 26.07.2024 12:30","10748","13156"
"26.07.2024 12:30 - 26.07.2024 12:45","10610","13096"
"26.07.2024 12:45 - 26.07.2024 13:00","10462","13162"
"26.07.2024 13:00 - 26.07.2024 13:15","10276","13038"
"26.07.2024 13:15 - 26.07.2024 13:30","10203","13076"
"26.07.2024 13:30 - 26.07.2024 13:45","10168","13072"
"26.07.2024 13:45 - 26.07.2024 14:00","10195","13027"
"26.07.2024 14:00 - 26.07.2024 14:15","9979","12906"
"26.07.2024 14:15 - 26.07.2024 14:30","9720","12967"
"26.07.2024 14:30 - 26.07.2024 14:45","9599","12929"
"26.07.2024 14:45 - 26.07.2024 15:00","9561","12879"
"26.07.2024 15:00 - 26.07.2024 15:15","9600","12838"
"26.07.2024 15:15 - 26.07.2024 15:30","9613","12746"
"26.07.2024 15:30 - 26.07.2024 15:45","9672","12747"
"26.07.2024 15:45 - 26.07.2024 16:00","9663","12696"
"26.07.2024 16:00 - 26.07.2024 16:15","9696","12719"
"26.07.2024 16:15 - 26.07.2024 16:30","9760","12693"
"26.07.2024 16:30 - 26.07.2024 16:45","9830","12690"
"26.07.2024 16:45 - 26.07.2024 17:00","9924","12805"
"26.07.2024 17:00 - 26.07.2024 17:15","9995","12764"
"26.07.2024 17:15 - 26.07.2024 17:30","10179","12846"
"26.07.2024 17:30 - 26.07.2024 17:45","10442","12909"
"26.07.2024 17:45 - 26.07.2024 18:00","10666","12995"
"26.07.2024 18:00 - 26.07.2024 18:15","10886","12897"
"26.07.2024 18:15 - 26.07.2024 18:30","11027","12774"
"26.07.2024 18:30 - 26.07.2024 18:45","11083","12774"
"26.07.2024 18:45 - 26.07.2024 19:00","11254","12775"
"26.07.2024 19:00 - 26.07.2024 19:15","11374","12840"
"26.07.2024 19:15 - 26.07.2024 19:30","11500","12780"
"26.07.2024 19:30 - 26.07.2024 19:45","11632","12771"
"26.07.2024 19:45 - 26.07.2024 20:00","11821","12777"
"26.07.2024 20:00 - 26.07.2024 20:15","12092","12652"
"26.07.2024 20:15 - 26.07.2024 20:30","12318","12618"
"26.07.2024 20:30 - 26.07.2024 20:45","12432","12579"
"26.07.2024 20:45 - 26.07.2024 21:00","12554","12631"
"26.07.2024 21:00 - 26.07.2024 21:15","12642","12664"
"26.07.2024 21:15 - 26.07.2024 21:30","12695","12620"
"26.07.2024 21:30 - 26.07.2024 21:45","12700","12710"
"26.07.2024 21:45 - 26.07.2024 22:00","12667","12744"
"26.07.2024 22:00 - 26.07.2024 22:15","12632","12716"
"26.07.2024 22:15 - 26.07.2024 22:30","12604","12617"
"26.07.2024 22:30 - 26.07.2024 22:45","12551","12466"
"26.07.2024 22:45 - 26.07.2024 23:00","12422","12342"
"26.07.2024 23:00 - 26.07.2024 23:15","12230","12217"
"26.07.2024 23:15 - 26.07.2024 23:30","12103","12097"
"26.07.2024 23:30 - 26.07.2024 23:45","11967","11979"
"26.07.2024 23:45 - 27.07.2024 00:00","11783","11801"
"27.07.2024 00:00 - 27.07.2024 00:15","11480","11641"
"27.07.2024 00:15 - 27.07.2024 00:30","11317","11523"
"27.07.2024 00:30 - 27.07.2024 00:45","11106","11355"
"27.07.2024 00:45 - 27.07.2024 01:00","11024","11230"
"27.07.2024 01:00 - 27.07.2024 01:15","10859","11100"
"27.07.2024 01:15 - 27.07.2024 01:30","10662","10975"
"27.07.2024 01:30 - 27.07.2024 01:45","10551","10865"
"27.07.2024 01:45 - 27.07.2024 02:00","10468","10774"
"27.07.2024 02:00 - 27.07.2024 02:15","10380","10698"
"27.07.2024 02:15 - 27.07.2024 02:30","10330","10627"
"27.07.2024 02:30 - 27.07.2024 02:45","10327","10566"
"27.07.2024 02:45 - 27.07.2024 03:00","10298","10533"
"27.07.2024 03:00 - 27.07.2024 03:15","10311","10453"
"27.07.2024 03:15 - 27.07.2024 03:30","10366","10393"
"27.07.2024 03:30 - 27.07.2024 03:45","10387","10396"
"27.07.2024 03:45 - 27.07.2024 04:00","10363","10386"
"27.07.2024 04:00 - 27.07.2024 04:15","10351","10369"
"27.07.2024 04:15 - 27.07.2024 04:30","10362","10337"
"27.07.2024 04:30 - 27.07.2024 04:45","10382","10337"
"27.07.2024 04:45 - 27.07.2024 05:00","10388","10294"
"27.07.2024 05:00 - 27.07.2024 05:15","10374","10327"
"27.07.2024 05:15 - 27.07.2024 05:30","10384","10306"
"27.07.2024 05:30 - 27.07.2024 05:45","10351","10283"
"27.07.2024 05:45 - 27.07.2024 06:00","10281","10251"
"27.07.2024 06:00 - 27.07.2024 06:15","10247","10195"
"27.07.2024 06:15 - 27.07.2024 06:30","10152","10163"
"27.07.2024 06:30 - 27.07.2024 06:45","10056","10033"
"27.07.2024 06:45 - 27.07.2024 07:00","10013","10003"
"27.07.2024 07:00 - 27.07.2024 07:15","9997","10083"
"27.07.2024 07:15 - 27.07.2024 07:30","9929","10106"
"27.07.2024 07:30 - 27.07.2024 07:45","9881","10151"
"27.07.2024 07:45 - 27.07.2024 08:00","9811","10230"
"27.07.2024 08:00 - 27.07.2024 08:15","9730","10339"
"27.07.2024 08:15 - 27.07.2024 08:30","9578","10450"
"27.07.2024 08:30 - 27.07.2024 08:45","9432","10630"
"27.07.2024 08:45 - 27.07.2024 09:00","9317","10715"
"27.07.2024 09:00 - 27.07.2024 09:15","9299","10754"
"27.07.2024 09:15 - 27.07.2024 09:30","9162","10875"
"27.07.2024 09:30 - 27.07.2024 09:45","8981","11056"
"27.07.2024 09:45 - 27.07.2024 10:00","8835","11194"
"27.07.2024 10:00 - 27.07.2024 10:15","8607","11202"
"27.07.2024 10:15 - 27.07.2024 10:30","8389","11268"
"27.07.2024 10:30 - 27.07.2024 10:45","8149","11238"
"27.07.2024 10:45 - 27.07.2024 11:00","7917","11341"
"27.07.2024 11:00 - 27.07.2024 11:15","7724","11333"
"27.07.2024 11:15 - 27.07.2024 11:30","7441","11321"
"27.07.2024 11:30 - 27.07.2024 11:45","7197","11318"
"27.07.2024 11:45 - 27.07.2024 12:00","7106","11408"
"27.07.2024 12:00 - 27.07.2024 12:15","7084","11396"
"27.07.2024 12:15 - 27.07.2024 12:30","6937","11418"
"27.07.2024 12:30 - 27.07.2024 12:45","6779","11407"
"27.07.2024 12:45 - 27.07.2024 13:00","6678","11385"
"27.07.2024 13:00 - 27.07.2024 13:15","6670","11373"
"27.07.2024 13:15 - 27.07.2024 13:30","6592","11424"
"27.07.2024 13:30 - 27.07.2024 13:45","6566","11373"
"27.07.2024 13:45 - 27.07.2024 14:00","6606","11389"
"27.07.2024 14:00 - 27.07.2024 14:15","6772","11356"
"27.07.2024 14:15 - 27.07.2024 14:30","6787","11306"
"27.07.2024 14:30 - 27.07.2024 14:45","6813","11273"
"27.07.2024 14:45 - 27.07.2024 15:00","6866","11229"
"27.07.2024 15:00 - 27.07.2024 15:15","6952","11262"
"27.07.2024 15:15 - 27.07.2024 15:30","7042","11226"
"27.07.2024 15:30 - 27.07.2024 15:45","7142","11281"
"27.07.2024 15:45 - 27.07.2024 16:00","7229","11310"
"27.07.2024 16:00 - 27.07.2024 16:15","7401","11360"
"27.07.2024 16:15 - 27.07.2024 16:30","7623","11360"
"27.07.2024 16:30 - 27.07.2024 16:45","7840","11332"
"27.07.2024 16:45 - 27.07.2024 17:00","8029","11481"
"27.07.2024 17:00 - 27.07.2024 17:15","8337","11527"
"27.07.2024 17:15 - 27.07.2024 17:30","8814","11583"
"27.07.2024 17:30 - 27.07.2024 17:45","9023","11715"
"27.07.2024 17:45 - 27.07.2024 18:00","9247","11747"
"27.07.2024 18:00 - 27.07.2024 18:15","9470","11649"
"27.07.2024 18:15 - 27.07.2024 18:30","9875","11662"
"27.07.2024 18:30 - 27.07.2024 18:45","10184","11577"
"27.07.2024 18:45 - 27.07.2024 19:00","10410","11550"
"27.07.2024 19:00 - 27.07.2024 19:15","10352","11585"
"27.07.2024 19:15 - 27.07.2024 19:30","10529","11590"
