"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"24.04.2023 04:00 - 24.04.2023 04:15","9264","10024"
"24.04.2023 04:15 - 24.04.2023 04:30","9277","10047"
"24.04.2023 04:30 - 24.04.2023 04:45","9299","10098"
"24.04.2023 04:45 - 24.04.2023 05:00","9354","10111"
"24.04.2023 05:00 - 24.04.2023 05:15","9409","10298"
"24.04.2023 05:15 - 24.04.2023 05:30","9494","10470"
"24.04.2023 05:30 - 24.04.2023 05:45","9547","10650"
"24.04.2023 05:45 - 24.04.2023 06:00","9616","10863"
"24.04.2023 06:00 - 24.04.2023 06:15","9733","11289"
"24.04.2023 06:15 - 24.04.2023 06:30","9965","11557"
"24.04.2023 06:30 - 24.04.2023 06:45","10170","11821"
"24.04.2023 06:45 - 24.04.2023 07:00","10337","12142"
"24.04.2023 07:00 - 24.04.2023 07:15","10546","12639"
"24.04.2023 07:15 - 24.04.2023 07:30","10852","13034"
"24.04.2023 07:30 - 24.04.2023 07:45","11051","13444"
"24.04.2023 07:45 - 24.04.2023 08:00","11142","13809"
"24.04.2023 08:00 - 24.04.2023 08:15","11088","14165"
"24.04.2023 08:15 - 24.04.2023 08:30","10914","14447"
"24.04.2023 08:30 - 24.04.2023 08:45","10738","14689"
"24.04.2023 08:45 - 24.04.2023 09:00","10594","14849"
"24.04.2023 09:00 - 24.04.2023 09:15","10369","15003"
"24.04.2023 09:15 - 24.04.2023 09:30","9926","15085"
"24.04.2023 09:30 - 24.04.2023 09:45","9444","15038"
"24.04.2023 09:45 - 24.04.2023 10:00","9085","15030"
"24.04.2023 10:00 - 24.04.2023 10:15","8732","14959"
"24.04.2023 10:15 - 24.04.2023 10:30","8204","14927"
"24.04.2023 10:30 - 24.04.2023 10:45","7725","14897"
"24.04.2023 10:45 - 24.04.2023 11:00","7337","14863"
"24.04.2023 11:00 - 24.04.2023 11:15","7015","14756"
"24.04.2023 11:15 - 24.04.2023 11:30","6572","14622"
"24.04.2023 11:30 - 24.04.2023 11:45","6149","14524"
"24.04.2023 11:45 - 24.04.2023 12:00","5804","14491"
"24.04.2023 12:00 - 24.04.2023 12:15","5546","14373"
"24.04.2023 12:15 - 24.04.2023 12:30","5182","14148"
"24.04.2023 12:30 - 24.04.2023 12:45","4848","13957"
"24.04.2023 12:45 - 24.04.2023 13:00","4535","13896"
"24.04.2023 13:00 - 24.04.2023 13:15","4350","13933"
"24.04.2023 13:15 - 24.04.2023 13:30","4244","13868"
"24.04.2023 13:30 - 24.04.2023 13:45","4161","13825"
"24.04.2023 13:45 - 24.04.2023 14:00","4196","13787"
"24.04.2023 14:00 - 24.04.2023 14:15","4166","13708"
"24.04.2023 14:15 - 24.04.2023 14:30","4068","13671"
"24.04.2023 14:30 - 24.04.2023 14:45","4149","13657"
"24.04.2023 14:45 - 24.04.2023 15:00","4298","13630"
"24.04.2023 15:00 - 24.04.2023 15:15","4532","13564"
"24.04.2023 15:15 - 24.04.2023 15:30","4796","13516"
"24.04.2023 15:30 - 24.04.2023 15:45","5044","13498"
"24.04.2023 15:45 - 24.04.2023 16:00","5224","13448"
"24.04.2023 16:00 - 24.04.2023 16:15","5475","13435"
"24.04.2023 16:15 - 24.04.2023 16:30","5878","13427"
"24.04.2023 16:30 - 24.04.2023 16:45","6154","13443"
"24.04.2023 16:45 - 24.04.2023 17:00","6475","13539"
"24.04.2023 17:00 - 24.04.2023 17:15","6933","13684"
"24.04.2023 17:15 - 24.04.2023 17:30","7466","13822"
"24.04.2023 17:30 - 24.04.2023 17:45","7943","13826"
"24.04.2023 17:45 - 24.04.2023 18:00","8381","13851"
"24.04.2023 18:00 - 24.04.2023 18:15","8751","13690"
"24.04.2023 18:15 - 24.04.2023 18:30","9043","13621"
"24.04.2023 18:30 - 24.04.2023 18:45","9345","13607"
"24.04.2023 18:45 - 24.04.2023 19:00","9658","13637"
"24.04.2023 19:00 - 24.04.2023 19:15","9985","13661"
"24.04.2023 19:15 - 24.04.2023 19:30","10306","13682"
"24.04.2023 19:30 - 24.04.2023 19:45","10543","13683"
"24.04.2023 19:45 - 24.04.2023 20:00","10769","13810"
"24.04.2023 20:00 - 24.04.2023 20:15","10999","13841"
"24.04.2023 20:15 - 24.04.2023 20:30","11103","13888"
"24.04.2023 20:30 - 24.04.2023 20:45","11142","13933"
"24.04.2023 20:45 - 24.04.2023 21:00","11112","13981"
"24.04.2023 21:00 - 24.04.2023 21:15","11084","14019"
"24.04.2023 21:15 - 24.04.2023 21:30","11036","13978"
"24.04.2023 21:30 - 24.04.2023 21:45","10930","13834"
"24.04.2023 21:45 - 24.04.2023 22:00","10775","13655"
"24.04.2023 22:00 - 24.04.2023 22:15","10682","13382"
"24.04.2023 22:15 - 24.04.2023 22:30","10581","13218"
"24.04.2023 22:30 - 24.04.2023 22:45","10426","13012"
"24.04.2023 22:45 - 24.04.2023 23:00","10221","12740"
"24.04.2023 23:00 - 24.04.2023 23:15","10100","12524"
"24.04.2023 23:15 - 24.04.2023 23:30","10068","12347"
"24.04.2023 23:30 - 24.04.2023 23:45","9946","12116"
"24.04.2023 23:45 - 25.04.2023 00:00","9821","11908"
"25.04.2023 00:00 - 25.04.2023 00:15","9765","11705"
"25.04.2023 00:15 - 25.04.2023 00:30","9740","11549"
"25.04.2023 00:30 - 25.04.2023 00:45","9639","11352"
"25.04.2023 00:45 - 25.04.2023 01:00","9553","11213"
"25.04.2023 01:00 - 25.04.2023 01:15","9520","11096"
"25.04.2023 01:15 - 25.04.2023 01:30","9412","10978"
"25.04.2023 01:30 - 25.04.2023 01:45","9285","10883"
"25.04.2023 01:45 - 25.04.2023 02:00","9210","10808"
"25.04.2023 02:00 - 25.04.2023 02:15","9200","10742"
"25.04.2023 02:15 - 25.04.2023 02:30","9202","10681"
"25.04.2023 02:30 - 25.04.2023 02:45","9182","10634"
"25.04.2023 02:45 - 25.04.2023 03:00","9087","10585"
"25.04.2023 03:00 - 25.04.2023 03:15","9027","10567"
"25.04.2023 03:15 - 25.04.2023 03:30","9037","10516"
"25.04.2023 03:30 - 25.04.2023 03:45","9022","10477"
"25.04.2023 03:45 - 25.04.2023 04:00","9025","10463"
"25.04.2023 04:00 - 25.04.2023 04:15","9035","10513"
"25.04.2023 04:15 - 25.04.2023 04:30","9042","10534"
"25.04.2023 04:30 - 25.04.2023 04:45","9061","10547"
"25.04.2023 04:45 - 25.04.2023 05:00","9064","10586"
"25.04.2023 05:00 - 25.04.2023 05:15","9106","10731"
"25.04.2023 05:15 - 25.04.2023 05:30","9239","10882"
"25.04.2023 05:30 - 25.04.2023 05:45","9356","11072"
"25.04.2023 05:45 - 25.04.2023 06:00","9491","11274"
"25.04.2023 06:00 - 25.04.2023 06:15","9614","11654"
"25.04.2023 06:15 - 25.04.2023 06:30","9881","11843"
"25.04.2023 06:30 - 25.04.2023 06:45","10129","12080"
"25.04.2023 06:45 - 25.04.2023 07:00","10296","12296"
"25.04.2023 07:00 - 25.04.2023 07:15","10511","12692"
"25.04.2023 07:15 - 25.04.2023 07:30","10832","12924"
"25.04.2023 07:30 - 25.04.2023 07:45","11020","13116"
"25.04.2023 07:45 - 25.04.2023 08:00","11075","13290"
"25.04.2023 08:00 - 25.04.2023 08:15","11007","13491"
"25.04.2023 08:15 - 25.04.2023 08:30","10846","13605"
"25.04.2023 08:30 - 25.04.2023 08:45","10535","13724"
"25.04.2023 08:45 - 25.04.2023 09:00","10312","13788"
"25.04.2023 09:00 - 25.04.2023 09:15","10000","13707"
"25.04.2023 09:15 - 25.04.2023 09:30","9479","13683"
"25.04.2023 09:30 - 25.04.2023 09:45","8951","13696"
"25.04.2023 09:45 - 25.04.2023 10:00","8496","13672"
"25.04.2023 10:00 - 25.04.2023 10:15","8069","13587"
"25.04.2023 10:15 - 25.04.2023 10:30","7452","13555"
"25.04.2023 10:30 - 25.04.2023 10:45","6871","13597"
"25.04.2023 10:45 - 25.04.2023 11:00","6505","13631"
"25.04.2023 11:00 - 25.04.2023 11:15","6152","13553"
"25.04.2023 11:15 - 25.04.2023 11:30","5764","13545"
"25.04.2023 11:30 - 25.04.2023 11:45","5358","13491"
"25.04.2023 11:45 - 25.04.2023 12:00","5044","13446"
"25.04.2023 12:00 - 25.04.2023 12:15","4836","13440"
"25.04.2023 12:15 - 25.04.2023 12:30","4589","13388"
"25.04.2023 12:30 - 25.04.2023 12:45","4402","13265"
"25.04.2023 12:45 - 25.04.2023 13:00","4292","13282"
"25.04.2023 13:00 - 25.04.2023 13:15","4225","13317"
"25.04.2023 13:15 - 25.04.2023 13:30","4118","13325"
"25.04.2023 13:30 - 25.04.2023 13:45","4001","13249"
"25.04.2023 13:45 - 25.04.2023 14:00","3897","13186"
"25.04.2023 14:00 - 25.04.2023 14:15","3880","13192"
"25.04.2023 14:15 - 25.04.2023 14:30","3942","13179"
"25.04.2023 14:30 - 25.04.2023 14:45","3944","13122"
"25.04.2023 14:45 - 25.04.2023 15:00","3940","13057"
"25.04.2023 15:00 - 25.04.2023 15:15","4067","13015"
"25.04.2023 15:15 - 25.04.2023 15:30","4254","13027"
"25.04.2023 15:30 - 25.04.2023 15:45","4417","13033"
"25.04.2023 15:45 - 25.04.2023 16:00","4636","13008"
"25.04.2023 16:00 - 25.04.2023 16:15","4919","13008"
"25.04.2023 16:15 - 25.04.2023 16:30","5391","13066"
"25.04.2023 16:30 - 25.04.2023 16:45","5784","13021"
"25.04.2023 16:45 - 25.04.2023 17:00","6179","13087"
"25.04.2023 17:00 - 25.04.2023 17:15","6653","13214"
"25.04.2023 17:15 - 25.04.2023 17:30","7231","13337"
"25.04.2023 17:30 - 25.04.2023 17:45","7797","13412"
"25.04.2023 17:45 - 25.04.2023 18:00","8189","13446"
"25.04.2023 18:00 - 25.04.2023 18:15","8580","13344"
"25.04.2023 18:15 - 25.04.2023 18:30","8951","13282"
"25.04.2023 18:30 - 25.04.2023 18:45","9421","13224"
"25.04.2023 18:45 - 25.04.2023 19:00","9909","13254"
"25.04.2023 19:00 - 25.04.2023 19:15","10354","13305"
"25.04.2023 19:15 - 25.04.2023 19:30","10782","13344"
"25.04.2023 19:30 - 25.04.2023 19:45","11205","13364"
"25.04.2023 19:45 - 25.04.2023 20:00","11595","13475"
"25.04.2023 20:00 - 25.04.2023 20:15","11935","13498"
"25.04.2023 20:15 - 25.04.2023 20:30","12166","13611"
"25.04.2023 20:30 - 25.04.2023 20:45","12260","13694"
"25.04.2023 20:45 - 25.04.2023 21:00","12270","13813"
"25.04.2023 21:00 - 25.04.2023 21:15","12203","13902"
"25.04.2023 21:15 - 25.04.2023 21:30","12058","13938"
"25.04.2023 21:30 - 25.04.2023 21:45","11874","13806"
"25.04.2023 21:45 - 25.04.2023 22:00","11685","13639"
"25.04.2023 22:00 - 25.04.2023 22:15","11501","13399"
"25.04.2023 22:15 - 25.04.2023 22:30","11336","13243"
"25.04.2023 22:30 - 25.04.2023 22:45","11162","13002"
"25.04.2023 22:45 - 25.04.2023 23:00","10904","12825"
"25.04.2023 23:00 - 25.04.2023 23:15","10687","12634"
"25.04.2023 23:15 - 25.04.2023 23:30","10554","12441"
"25.04.2023 23:30 - 25.04.2023 23:45","10371","12225"
"25.04.2023 23:45 - 26.04.2023 00:00","10163","12041"
"26.04.2023 00:00 - 26.04.2023 00:15","10051","11782"
"26.04.2023 00:15 - 26.04.2023 00:30","10037","11638"
"26.04.2023 00:30 - 26.04.2023 00:45","9925","11482"
"26.04.2023 00:45 - 26.04.2023 01:00","9760","11355"
"26.04.2023 01:00 - 26.04.2023 01:15","9623","11240"
"26.04.2023 01:15 - 26.04.2023 01:30","9535","11129"
"26.04.2023 01:30 - 26.04.2023 01:45","9450","11052"
"26.04.2023 01:45 - 26.04.2023 02:00","9353","10983"
"26.04.2023 02:00 - 26.04.2023 02:15","9297","10905"
"26.04.2023 02:15 - 26.04.2023 02:30","9290","10841"
"26.04.2023 02:30 - 26.04.2023 02:45","9269","10805"
"26.04.2023 02:45 - 26.04.2023 03:00","9239","10759"
"26.04.2023 03:00 - 26.04.2023 03:15","9223","10772"
"26.04.2023 03:15 - 26.04.2023 03:30","9209","10710"
"26.04.2023 03:30 - 26.04.2023 03:45","9209","10702"
"26.04.2023 03:45 - 26.04.2023 04:00","9211","10711"
"26.04.2023 04:00 - 26.04.2023 04:15","9215","10742"
"26.04.2023 04:15 - 26.04.2023 04:30","9234","10767"
"26.04.2023 04:30 - 26.04.2023 04:45","9233","10788"
"26.04.2023 04:45 - 26.04.2023 05:00","9206","10831"
"26.04.2023 05:00 - 26.04.2023 05:15","9195","10967"
"26.04.2023 05:15 - 26.04.2023 05:30","9248","11048"
"26.04.2023 05:30 - 26.04.2023 05:45","9335","11208"
"26.04.2023 05:45 - 26.04.2023 06:00","9432","11443"
"26.04.2023 06:00 - 26.04.2023 06:15","9593","11832"
"26.04.2023 06:15 - 26.04.2023 06:30","9953","11997"
"26.04.2023 06:30 - 26.04.2023 06:45","10238","12182"
"26.04.2023 06:45 - 26.04.2023 07:00","10469","12354"
"26.04.2023 07:00 - 26.04.2023 07:15","10790","12632"
"26.04.2023 07:15 - 26.04.2023 07:30","11211","12767"
"26.04.2023 07:30 - 26.04.2023 07:45","11437","13055"
"26.04.2023 07:45 - 26.04.2023 08:00","11516","13277"
"26.04.2023 08:00 - 26.04.2023 08:15","11436","13487"
"26.04.2023 08:15 - 26.04.2023 08:30","11259","13629"
"26.04.2023 08:30 - 26.04.2023 08:45","10995","13775"
"26.04.2023 08:45 - 26.04.2023 09:00","10764","13871"
"26.04.2023 09:00 - 26.04.2023 09:15","10385","13880"
"26.04.2023 09:15 - 26.04.2023 09:30","9841","13915"
"26.04.2023 09:30 - 26.04.2023 09:45","9386","13890"
"26.04.2023 09:45 - 26.04.2023 10:00","8881","13897"
"26.04.2023 10:00 - 26.04.2023 10:15","8464","13905"
"26.04.2023 10:15 - 26.04.2023 10:30","7916","13925"
"26.04.2023 10:30 - 26.04.2023 10:45","7522","13931"
"26.04.2023 10:45 - 26.04.2023 11:00","7290","13922"
"26.04.2023 11:00 - 26.04.2023 11:15","6713","13873"
"26.04.2023 11:15 - 26.04.2023 11:30","6026","13855"
"26.04.2023 11:30 - 26.04.2023 11:45","5446","13806"
"26.04.2023 11:45 - 26.04.2023 12:00","5035","13827"
"26.04.2023 12:00 - 26.04.2023 12:15","4708","13757"
"26.04.2023 12:15 - 26.04.2023 12:30","4534","13721"
"26.04.2023 12:30 - 26.04.2023 12:45","4429","13591"
"26.04.2023 12:45 - 26.04.2023 13:00","4256","13530"
"26.04.2023 13:00 - 26.04.2023 13:15","4194","13533"
"26.04.2023 13:15 - 26.04.2023 13:30","4142","13532"
"26.04.2023 13:30 - 26.04.2023 13:45","4097","13452"
"26.04.2023 13:45 - 26.04.2023 14:00","4001","13411"
"26.04.2023 14:00 - 26.04.2023 14:15","4065","13306"
"26.04.2023 14:15 - 26.04.2023 14:30","4144","13266"
"26.04.2023 14:30 - 26.04.2023 14:45","4262","13207"
"26.04.2023 14:45 - 26.04.2023 15:00","4305","13142"
"26.04.2023 15:00 - 26.04.2023 15:15","4443","13084"
"26.04.2023 15:15 - 26.04.2023 15:30","4615","13075"
"26.04.2023 15:30 - 26.04.2023 15:45","4799","13060"
"26.04.2023 15:45 - 26.04.2023 16:00","5024","13043"
"26.04.2023 16:00 - 26.04.2023 16:15","5229","13027"
"26.04.2023 16:15 - 26.04.2023 16:30","5411","13012"
"26.04.2023 16:30 - 26.04.2023 16:45","5583","13059"
"26.04.2023 16:45 - 26.04.2023 17:00","5836","13176"
"26.04.2023 17:00 - 26.04.2023 17:15","6322","13289"
"26.04.2023 17:15 - 26.04.2023 17:30","6935","13427"
"26.04.2023 17:30 - 26.04.2023 17:45","7431","13461"
"26.04.2023 17:45 - 26.04.2023 18:00","7822","13528"
"26.04.2023 18:00 - 26.04.2023 18:15","8218","13415"
"26.04.2023 18:15 - 26.04.2023 18:30","8723","13343"
"26.04.2023 18:30 - 26.04.2023 18:45","9145","13283"
"26.04.2023 18:45 - 26.04.2023 19:00","9575","13274"
"26.04.2023 19:00 - 26.04.2023 19:15","9958","13277"
"26.04.2023 19:15 - 26.04.2023 19:30","10396","13291"
"26.04.2023 19:30 - 26.04.2023 19:45","10817","13305"
"26.04.2023 19:45 - 26.04.2023 20:00","11191","13410"
"26.04.2023 20:00 - 26.04.2023 20:15","11482","13426"
"26.04.2023 20:15 - 26.04.2023 20:30","11631","13465"
"26.04.2023 20:30 - 26.04.2023 20:45","11682","13535"
"26.04.2023 20:45 - 26.04.2023 21:00","11693","13575"
"26.04.2023 21:00 - 26.04.2023 21:15","11665","13571"
"26.04.2023 21:15 - 26.04.2023 21:30","11579","13586"
"26.04.2023 21:30 - 26.04.2023 21:45","11469","13430"
"26.04.2023 21:45 - 26.04.2023 22:00","11304","13259"
"26.04.2023 22:00 - 26.04.2023 22:15","11119","12997"
"26.04.2023 22:15 - 26.04.2023 22:30","10952","12870"
"26.04.2023 22:30 - 26.04.2023 22:45","10732","12679"
"26.04.2023 22:45 - 26.04.2023 23:00","10530","12484"
"26.04.2023 23:00 - 26.04.2023 23:15","10350","12321"
"26.04.2023 23:15 - 26.04.2023 23:30","10167","12153"
"26.04.2023 23:30 - 26.04.2023 23:45","9965","11951"
"26.04.2023 23:45 - 27.04.2023 00:00","9742","11819"
"27.04.2023 00:00 - 27.04.2023 00:15","9948","11626"
"27.04.2023 00:15 - 27.04.2023 00:30","9882","11479"
"27.04.2023 00:30 - 27.04.2023 00:45","9757","11344"
"27.04.2023 00:45 - 27.04.2023 01:00","9642","11179"
"27.04.2023 01:00 - 27.04.2023 01:15","9530","11030"
"27.04.2023 01:15 - 27.04.2023 01:30","9433","10943"
"27.04.2023 01:30 - 27.04.2023 01:45","9378","10810"
"27.04.2023 01:45 - 27.04.2023 02:00","9312","10753"
"27.04.2023 02:00 - 27.04.2023 02:15","9261","10676"
"27.04.2023 02:15 - 27.04.2023 02:30","9233","10623"
"27.04.2023 02:30 - 27.04.2023 02:45","9220","10556"
"27.04.2023 02:45 - 27.04.2023 03:00","9200","10526"
"27.04.2023 03:00 - 27.04.2023 03:15","9217","10481"
"27.04.2023 03:15 - 27.04.2023 03:30","9201","10430"
"27.04.2023 03:30 - 27.04.2023 03:45","9227","10397"
"27.04.2023 03:45 - 27.04.2023 04:00","9272","10379"
"27.04.2023 04:00 - 27.04.2023 04:15","9344","10403"
"27.04.2023 04:15 - 27.04.2023 04:30","9335","10402"
"27.04.2023 04:30 - 27.04.2023 04:45","9327","10371"
"27.04.2023 04:45 - 27.04.2023 05:00","9350","10373"
"27.04.2023 05:00 - 27.04.2023 05:15","9429","10460"
"27.04.2023 05:15 - 27.04.2023 05:30","9528","10501"
"27.04.2023 05:30 - 27.04.2023 05:45","9658","10540"
"27.04.2023 05:45 - 27.04.2023 06:00","9795","10577"
"27.04.2023 06:00 - 27.04.2023 06:15","10036","10685"
"27.04.2023 06:15 - 27.04.2023 06:30","10310","10688"
"27.04.2023 06:30 - 27.04.2023 06:45","10554","10674"
"27.04.2023 06:45 - 27.04.2023 07:00","10769","10661"
"27.04.2023 07:00 - 27.04.2023 07:15","11147","10701"
"27.04.2023 07:15 - 27.04.2023 07:30","11563","10668"
"27.04.2023 07:30 - 27.04.2023 07:45","11800","10673"
"27.04.2023 07:45 - 27.04.2023 08:00","11955","10719"
"27.04.2023 08:00 - 27.04.2023 08:15","12039","10748"
"27.04.2023 08:15 - 27.04.2023 08:30","12017","10773"
"27.04.2023 08:30 - 27.04.2023 08:45","12013","10806"
"27.04.2023 08:45 - 27.04.2023 09:00","12072","10861"
"27.04.2023 09:00 - 27.04.2023 09:15","12030","10828"
"27.04.2023 09:15 - 27.04.2023 09:30","11918","10836"
"27.04.2023 09:30 - 27.04.2023 09:45","11707","10850"
"27.04.2023 09:45 - 27.04.2023 10:00","11437","10872"
"27.04.2023 10:00 - 27.04.2023 10:15","11304","10851"
"27.04.2023 10:15 - 27.04.2023 10:30","11145","10865"
"27.04.2023 10:30 - 27.04.2023 10:45","10211","10867"
"27.04.2023 10:45 - 27.04.2023 11:00","10742","10870"
"27.04.2023 11:00 - 27.04.2023 11:15","10586","10804"
"27.04.2023 11:15 - 27.04.2023 11:30","10486","10852"
"27.04.2023 11:30 - 27.04.2023 11:45","10335","10870"
"27.04.2023 11:45 - 27.04.2023 12:00","10165","10902"
"27.04.2023 12:00 - 27.04.2023 12:15","10013","10905"
"27.04.2023 12:15 - 27.04.2023 12:30","9803","10876"
"27.04.2023 12:30 - 27.04.2023 12:45","9535","10828"
"27.04.2023 12:45 - 27.04.2023 13:00","9389","10768"
"27.04.2023 13:00 - 27.04.2023 13:15","9322","10768"
"27.04.2023 13:15 - 27.04.2023 13:30","9196","10780"
"27.04.2023 13:30 - 27.04.2023 13:45","9111","10668"
"27.04.2023 13:45 - 27.04.2023 14:00","9028","10623"
"27.04.2023 14:00 - 27.04.2023 14:15","9026","10644"
"27.04.2023 14:15 - 27.04.2023 14:30","8960","10606"
"27.04.2023 14:30 - 27.04.2023 14:45","8957","10923"
"27.04.2023 14:45 - 27.04.2023 15:00","9013","11117"
"27.04.2023 15:00 - 27.04.2023 15:15","8937","10534"
"27.04.2023 15:15 - 27.04.2023 15:30","8855","10415"
"27.04.2023 15:30 - 27.04.2023 15:45","8793","10390"
"27.04.2023 15:45 - 27.04.2023 16:00","8782","10363"
"27.04.2023 16:00 - 27.04.2023 16:15","8783","10403"
"27.04.2023 16:15 - 27.04.2023 16:30","8724","10385"
"27.04.2023 16:30 - 27.04.2023 16:45","9006","10457"
"27.04.2023 16:45 - 27.04.2023 17:00","9169","10613"
"27.04.2023 17:00 - 27.04.2023 17:15","9412","10793"
"27.04.2023 17:15 - 27.04.2023 17:30","9691","10968"
"27.04.2023 17:30 - 27.04.2023 17:45","9882","11135"
"27.04.2023 17:45 - 27.04.2023 18:00","10093","11262"
"27.04.2023 18:00 - 27.04.2023 18:15","10313","11283"
"27.04.2023 18:15 - 27.04.2023 18:30","10546","11305"
"27.04.2023 18:30 - 27.04.2023 18:45","10765","11358"
"27.04.2023 18:45 - 27.04.2023 19:00","10987","11470"
"27.04.2023 19:00 - 27.04.2023 19:15","11289","11531"
"27.04.2023 19:15 - 27.04.2023 19:30","11673","11660"
"27.04.2023 19:30 - 27.04.2023 19:45","12004","11739"
"27.04.2023 19:45 - 27.04.2023 20:00","12325","11930"
"27.04.2023 20:00 - 27.04.2023 20:15","12535","12002"
"27.04.2023 20:15 - 27.04.2023 20:30","12631","12068"
"27.04.2023 20:30 - 27.04.2023 20:45","12712","12157"
"27.04.2023 20:45 - 27.04.2023 21:00","12731","12261"
"27.04.2023 21:00 - 27.04.2023 21:15","12663","12309"
"27.04.2023 21:15 - 27.04.2023 21:30","12539","12295"
"27.04.2023 21:30 - 27.04.2023 21:45","12375","12240"
"27.04.2023 21:45 - 27.04.2023 22:00","12244","12144"
"27.04.2023 22:00 - 27.04.2023 22:15","12082","11990"
"27.04.2023 22:15 - 27.04.2023 22:30","11884","11902"
"27.04.2023 22:30 - 27.04.2023 22:45","11672","11729"
"27.04.2023 22:45 - 27.04.2023 23:00","11454","11565"
"27.04.2023 23:00 - 27.04.2023 23:15","11257","11404"
"27.04.2023 23:15 - 27.04.2023 23:30","11137","11240"
"27.04.2023 23:30 - 27.04.2023 23:45","11004","11103"
"27.04.2023 23:45 - 28.04.2023 00:00","10843","10991"
"28.04.2023 00:00 - 28.04.2023 00:15","10729","10783"
"28.04.2023 00:15 - 28.04.2023 00:30","10674","10658"
"28.04.2023 00:30 - 28.04.2023 00:45","10547","10536"
"28.04.2023 00:45 - 28.04.2023 01:00","10413","10440"
"28.04.2023 01:00 - 28.04.2023 01:15","10301","10365"
"28.04.2023 01:15 - 28.04.2023 01:30","10226","10280"
"28.04.2023 01:30 - 28.04.2023 01:45","10129","10188"
"28.04.2023 01:45 - 28.04.2023 02:00","9997","10114"
"28.04.2023 02:00 - 28.04.2023 02:15","9862","10076"
"28.04.2023 02:15 - 28.04.2023 02:30","9805","10008"
"28.04.2023 02:30 - 28.04.2023 02:45","9768","9956"
"28.04.2023 02:45 - 28.04.2023 03:00","9745","9925"
"28.04.2023 03:00 - 28.04.2023 03:15","9747","9906"
"28.04.2023 03:15 - 28.04.2023 03:30","9795","9876"
"28.04.2023 03:30 - 28.04.2023 03:45","9763","9852"
"28.04.2023 03:45 - 28.04.2023 04:00","9749","9829"
"28.04.2023 04:00 - 28.04.2023 04:15","9732","9845"
"28.04.2023 04:15 - 28.04.2023 04:30","9716","9842"
"28.04.2023 04:30 - 28.04.2023 04:45","9711","9841"
"28.04.2023 04:45 - 28.04.2023 05:00","9734","9872"
"28.04.2023 05:00 - 28.04.2023 05:15","9803","10025"
"28.04.2023 05:15 - 28.04.2023 05:30","9881","10111"
"28.04.2023 05:30 - 28.04.2023 05:45","9992","10207"
"28.04.2023 05:45 - 28.04.2023 06:00","10152","10415"
"28.04.2023 06:00 - 28.04.2023 06:15","10401","10755"
"28.04.2023 06:15 - 28.04.2023 06:30","10649","10901"
"28.04.2023 06:30 - 28.04.2023 06:45","10838","11020"
"28.04.2023 06:45 - 28.04.2023 07:00","11023","11212"
"28.04.2023 07:00 - 28.04.2023 07:15","11318","11511"
"28.04.2023 07:15 - 28.04.2023 07:30","11610","11706"
"28.04.2023 07:30 - 28.04.2023 07:45","11788","11885"
"28.04.2023 07:45 - 28.04.2023 08:00","11913","12050"
"28.04.2023 08:00 - 28.04.2023 08:15","11947","12282"
"28.04.2023 08:15 - 28.04.2023 08:30","11854","12505"
"28.04.2023 08:30 - 28.04.2023 08:45","11724","12657"
"28.04.2023 08:45 - 28.04.2023 09:00","11652","12802"
"28.04.2023 09:00 - 28.04.2023 09:15","11430","12900"
"28.04.2023 09:15 - 28.04.2023 09:30","11052","12971"
"28.04.2023 09:30 - 28.04.2023 09:45","10682","13037"
"28.04.2023 09:45 - 28.04.2023 10:00","10318","13110"
"28.04.2023 10:00 - 28.04.2023 10:15","9974","13060"
"28.04.2023 10:15 - 28.04.2023 10:30","9571","13086"
"28.04.2023 10:30 - 28.04.2023 10:45","9174","13112"
"28.04.2023 10:45 - 28.04.2023 11:00","8871","13164"
"28.04.2023 11:00 - 28.04.2023 11:15","8604","13162"
"28.04.2023 11:15 - 28.04.2023 11:30","8406","13185"
"28.04.2023 11:30 - 28.04.2023 11:45","8292","13228"
"28.04.2023 11:45 - 28.04.2023 12:00","8198","13262"
"28.04.2023 12:00 - 28.04.2023 12:15","8170","13331"
"28.04.2023 12:15 - 28.04.2023 12:30","8138","13314"
"28.04.2023 12:30 - 28.04.2023 12:45","8089","13227"
"28.04.2023 12:45 - 28.04.2023 13:00","8108","13180"
"28.04.2023 13:00 - 28.04.2023 13:15","8139","13129"
"28.04.2023 13:15 - 28.04.2023 13:30","8197","13038"
"28.04.2023 13:30 - 28.04.2023 13:45","8224","13080"
"28.04.2023 13:45 - 28.04.2023 14:00","8205","13028"
"28.04.2023 14:00 - 28.04.2023 14:15","8203","13016"
"28.04.2023 14:15 - 28.04.2023 14:30","8215","13050"
"28.04.2023 14:30 - 28.04.2023 14:45","8239","12981"
"28.04.2023 14:45 - 28.04.2023 15:00","8233","12994"
"28.04.2023 15:00 - 28.04.2023 15:15","8281","12946"
"28.04.2023 15:15 - 28.04.2023 15:30","8438","12941"
"28.04.2023 15:30 - 28.04.2023 15:45","8553","12873"
"28.04.2023 15:45 - 28.04.2023 16:00","8631","12886"
"28.04.2023 16:00 - 28.04.2023 16:15","8675","12926"
"28.04.2023 16:15 - 28.04.2023 16:30","8825","12970"
"28.04.2023 16:30 - 28.04.2023 16:45","9068","13111"
