,Date,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,day_of_week,Day,Hour,Minute
637,2022-09-30,5.6,3.2,24,11.3,27,6,17.2,12,3.5,6.0,15,1.0,1,1,1970,39,202239,Friday,1,0,0
638,2022-10-01,12.4,4.8,1,14.2,110,1,18.0,14,4.6,7.0,1,3.0,7,1,1970,39,202239,Saturday,1,0,0
639,2022-10-02,1.1,1.1,6,13.2,62,24,18.3,14,2.4,4.0,11,1.0,20,1,1970,39,202239,Sunday,1,0,0
640,2022-10-03,0.0,0.0,1,11.1,44,6,17.4,12,1.3,3.0,13,0.0,4,1,1970,40,202240,Monday,1,0,0
641,2022-10-04,0.0,0.0,1,14.3,86,4,18.4,15,3.1,5.0,10,1.0,1,1,1970,40,202240,Tuesday,1,0,0
642,2022-10-05,1.7,1.6,20,15.7,130,22,18.3,15,5.2,7.0,14,3.0,21,1,1970,40,202240,Wednesday,1,0,0
643,2022-10-06,0.0,0.0,1,12.3,65,23,17.4,13,3.5,6.0,14,1.0,22,1,1970,40,202240,Thursday,1,0,0
644,2022-10-07,-0.1,-0.1,1,13.4,70,1,17.1,14,3.8,5.0,8,2.0,3,1,1970,40,202240,Friday,1,0,0
645,2022-10-08,0.2,0.1,2,11.3,43,24,16.1,13,2.8,5.0,11,1.0,21,1,1970,40,202240,Saturday,1,0,0
646,2022-10-09,0.0,0.0,1,9.7,33,6,16.5,13,2.5,4.0,10,1.0,1,1,1970,40,202240,Sunday,1,0,0
647,2022-10-10,0.4,0.3,14,9.6,33,24,15.7,11,2.3,4.0,14,1.0,19,1,1970,41,202241,Monday,1,0,0
648,2022-10-11,0.0,0.0,1,8.4,18,5,16.7,14,1.0,2.0,10,0.0,19,1,1970,41,202241,Tuesday,1,0,0
649,2022-10-12,-0.1,-0.1,1,8.9,25,5,15.5,15,1.8,3.0,12,1.0,1,1,1970,41,202241,Wednesday,1,0,0
650,2022-10-13,0.1,0.1,7,12.0,63,22,14.9,12,2.3,3.0,4,1.0,20,1,1970,41,202241,Thursday,1,0,0
651,2022-10-14,2.8,1.2,12,12.6,81,1,16.1,15,2.1,3.0,6,1.0,1,1,1970,41,202241,Friday,1,0,0
652,2022-10-15,3.2,1.2,11,13.6,91,5,16.4,15,3.2,4.0,8,1.0,1,1,1970,41,202241,Saturday,1,0,0
653,2022-10-16,1.5,0.8,21,14.5,125,7,17.8,13,3.5,5.0,2,1.0,16,1,1970,41,202241,Sunday,1,0,0
654,2022-10-17,8.1,5.2,9,15.5,125,24,17.8,15,2.6,4.0,3,1.0,22,1,1970,42,202242,Monday,1,0,0
655,2022-10-18,0.0,0.0,1,11.2,42,23,18.2,12,1.3,3.0,13,0.0,1,1,1970,42,202242,Tuesday,1,0,0
656,2022-10-19,0.0,0.0,1,8.8,17,6,14.6,14,3.5,6.0,12,1.0,1,1,1970,42,202242,Wednesday,1,0,0
657,2022-10-20,3.3,2.2,13,12.2,74,2,15.6,15,3.5,4.0,4,3.0,1,1,1970,42,202242,Thursday,1,0,0
658,2022-10-21,2.4,1.2,1,14.9,118,7,19.7,15,2.7,3.0,1,2.0,6,1,1970,42,202242,Friday,1,0,0
659,2022-10-22,0.0,0.0,1,13.7,97,21,18.2,14,3.0,6.0,12,1.0,18,1,1970,42,202242,Saturday,1,0,0
660,2022-10-23,0.4,0.2,19,15.1,102,1,18.6,15,3.5,5.0,13,2.0,1,1,1970,42,202242,Sunday,1,0,0
661,2022-10-24,0.4,0.2,13,15.2,126,19,16.7,1,5.3,8.0,8,2.0,18,1,1970,43,202243,Monday,1,0,0
662,2022-10-25,0.0,0.0,1,13.7,99,23,17.2,15,3.5,5.0,2,2.0,17,1,1970,43,202243,Tuesday,1,0,0
663,2022-10-26,0.3,0.2,23,15.0,103,1,19.4,15,3.2,5.0,11,2.0,1,1,1970,43,202243,Wednesday,1,0,0
664,2022-10-27,-0.1,-0.1,1,15.7,128,2,19.4,15,3.0,4.0,8,2.0,1,1,1970,43,202243,Thursday,1,0,0
665,2022-10-28,0.0,0.0,1,16.0,103,24,20.5,12,2.9,5.0,13,1.0,22,1,1970,43,202243,Friday,1,0,0
666,2022-10-29,0.0,0.0,1,15.8,93,2,21.1,14,2.2,3.0,8,1.0,1,1,1970,43,202243,Saturday,1,0,0
667,2022-10-30,0.0,0.0,1,14.4,103,23,20.2,12,1.8,3.0,16,1.0,2,1,1970,43,202243,Sunday,1,0,0
668,2022-10-31,0.1,0.1,24,12.8,67,6,16.2,14,2.5,4.0,20,1.0,2,1,1970,44,202244,Monday,1,0,0
669,2022-11-01,2.5,1.0,23,14.7,117,23,16.9,4,6.5,8.0,5,4.0,1,1,1970,44,202244,Tuesday,1,0,0
670,2022-11-02,1.7,0.5,2,12.3,102,2,14.7,13,5.4,8.0,5,4.0,8,1,1970,44,202244,Wednesday,1,0,0
671,2022-11-03,7.0,2.7,22,12.6,108,24,16.2,14,4.5,6.0,1,3.0,18,1,1970,44,202244,Thursday,1,0,0
672,2022-11-04,2.3,1.1,23,8.9,52,21,12.5,12,2.0,4.0,2,1.0,9,1,1970,44,202244,Friday,1,0,0
673,2022-11-05,-0.1,-0.1,1,9.0,34,3,12.3,13,3.8,6.0,22,1.0,1,1,1970,44,202244,Saturday,1,0,0
674,2022-11-06,7.2,2.0,15,10.4,81,18,12.6,10,5.7,7.0,22,4.0,4,1,1970,44,202244,Sunday,1,0,0
675,2022-11-07,0.3,0.2,16,13.0,109,4,14.3,13,5.2,6.0,1,4.0,16,1,1970,45,202245,Monday,1,0,0
676,2022-11-08,0.0,0.0,1,13.1,107,7,15.4,13,4.9,6.0,10,4.0,2,1,1970,45,202245,Tuesday,1,0,0
677,2022-11-09,0.6,0.3,12,12.3,100,24,14.1,1,5.3,8.0,12,4.0,3,1,1970,45,202245,Wednesday,1,0,0
678,2022-11-10,-0.1,-0.1,1,11.5,93,5,14.7,14,4.3,5.0,10,4.0,1,1,1970,45,202245,Thursday,1,0,0
679,2022-11-11,0.0,0.0,1,9.1,30,24,12.9,14,3.3,5.0,2,1.0,23,1,1970,45,202245,Friday,1,0,0
680,2022-11-12,0.0,0.0,1,7.5,24,2,16.2,14,1.6,2.0,1,1.0,5,1,1970,45,202245,Saturday,1,0,0
681,2022-11-13,0.0,0.0,1,6.9,17,7,16.1,14,1.6,3.0,14,1.0,2,1,1970,45,202245,Sunday,1,0,0
682,2022-11-14,0.0,0.0,1,5.5,11,7,9.3,12,2.9,5.0,13,2.0,2,1,1970,46,202246,Monday,1,0,0
683,2022-11-15,8.5,3.3,24,10.7,63,1,12.7,13,4.1,6.0,12,3.0,1,1,1970,46,202246,Tuesday,1,0,0
684,2022-11-16,5.9,1.9,1,10.6,92,19,12.3,13,4.3,8.0,24,2.0,5,1,1970,46,202246,Wednesday,1,0,0
685,2022-11-17,18.6,3.7,2,10.1,80,24,11.2,16,6.0,9.0,2,3.0,22,1,1970,46,202246,Thursday,1,0,0
686,2022-11-18,1.8,0.5,16,7.6,37,24,10.5,13,3.1,5.0,21,2.0,4,1,1970,46,202246,Friday,1,0,0
687,2022-11-19,-0.1,-0.1,1,0.4,-51,24,3.8,1,3.7,6.0,6,1.0,22,1,1970,46,202246,Saturday,1,0,0
688,2022-11-20,9.3,3.5,16,-0.9,-70,7,2.8,18,1.9,4.0,14,1.0,1,1,1970,46,202246,Sunday,1,0,0
689,2022-11-21,6.9,1.4,22,5.1,14,5,8.6,13,3.2,6.0,23,1.0,1,1,1970,47,202247,Monday,1,0,0
690,2022-11-22,-0.1,-0.1,1,6.6,48,6,8.5,24,4.3,6.0,10,3.0,1,1,1970,47,202247,Tuesday,1,0,0
691,2022-11-23,3.3,1.4,15,8.3,73,21,9.8,13,4.3,7.0,12,3.0,4,1,1970,47,202247,Wednesday,1,0,0
692,2022-11-24,2.6,1.4,24,8.9,74,7,11.4,14,4.2,6.0,3,3.0,15,1,1970,47,202247,Thursday,1,0,0
693,2022-11-25,6.2,2.4,1,8.4,28,24,12.1,14,3.0,5.0,11,2.0,16,1,1970,47,202247,Friday,1,0,0
694,2022-11-26,0.0,0.0,1,6.6,23,2,10.5,14,2.9,4.0,14,1.0,1,1,1970,47,202247,Saturday,1,0,0
695,2022-11-27,10.6,2.7,20,6.5,56,4,7.8,13,3.8,5.0,2,3.0,7,1,1970,47,202247,Sunday,1,0,0
696,2022-11-28,1.8,0.4,3,8.6,69,1,10.0,15,2.2,4.0,2,0.0,24,1,1970,48,202248,Monday,1,0,0
697,2022-11-29,0.5,0.5,24,7.3,51,17,9.2,14,1.0,2.0,22,1.0,1,1,1970,48,202248,Tuesday,1,0,0
698,2022-11-30,0.5,0.4,1,5.6,-1,24,8.9,14,1.5,2.0,11,0.0,4,1,1970,48,202248,Wednesday,1,0,0
699,2022-12-01,0.0,0.0,1,3.5,-10,20,7.0,14,1.9,3.0,13,1.0,1,1,1970,48,202248,Thursday,1,0,0
700,2022-12-02,0.0,0.0,1,2.6,19,23,3.8,1,3.8,6.0,20,2.0,1,1,1970,48,202248,Friday,1,0,0
701,2022-12-03,-0.1,-0.1,1,1.2,-1,23,2.5,5,4.0,5.0,8,3.0,4,1,1970,48,202248,Saturday,1,0,0
702,2022-12-04,0.0,0.0,1,1.1,0,1,3.0,24,3.9,5.0,12,3.0,1,1,1970,48,202248,Sunday,1,0,0
703,2022-12-05,-0.1,-0.1,1,4.9,30,1,5.6,12,2.8,4.0,4,2.0,12,1,1970,49,202249,Monday,1,0,0
704,2022-12-06,1.2,0.8,15,5.0,9,9,7.5,14,1.9,3.0,1,1.0,7,1,1970,49,202249,Tuesday,1,0,0
705,2022-12-07,0.1,0.1,12,3.9,15,4,6.9,13,2.1,3.0,14,1.0,4,1,1970,49,202249,Wednesday,1,0,0
706,2022-12-08,7.2,1.8,6,2.4,-5,21,4.0,1,2.3,3.0,1,1.0,20,1,1970,49,202249,Thursday,1,0,0
707,2022-12-09,-0.1,-0.1,1,0.3,-19,19,2.2,10,1.7,3.0,24,1.0,2,1,1970,49,202249,Friday,1,0,0
708,2022-12-10,0.0,0.0,1,-0.5,-16,10,1.1,24,2.8,3.0,1,2.0,4,1,1970,49,202249,Saturday,1,0,0
709,2022-12-11,0.0,0.0,1,1.3,5,24,2.0,13,2.3,3.0,2,1.0,20,1,1970,49,202249,Sunday,1,0,0
710,2022-12-12,0.0,0.0,1,-2.3,-62,24,0.8,14,1.7,3.0,3,1.0,6,1,1970,50,202250,Monday,1,0,0
711,2022-12-13,0.0,0.0,1,-4.2,-76,4,-1.4,13,1.9,3.0,15,1.0,1,1,1970,50,202250,Tuesday,1,0,0
712,2022-12-14,0.0,0.0,1,-4.4,-77,9,0.6,15,1.5,2.0,1,1.0,9,1,1970,50,202250,Wednesday,1,0,0
713,2022-12-15,0.3,0.3,22,-2.7,-76,2,3.0,15,1.5,2.0,9,1.0,1,1,1970,50,202250,Thursday,1,0,0
714,2022-12-16,0.0,0.0,1,-0.9,-54,7,3.7,13,1.6,3.0,13,0.0,5,1,1970,50,202250,Friday,1,0,0
715,2022-12-17,0.0,0.0,1,-1.8,-42,24,-0.3,13,3.4,4.0,9,2.0,1,1,1970,50,202250,Saturday,1,0,0
716,2022-12-18,2.2,0.7,22,-2.4,-64,6,0.7,24,3.7,6.0,23,2.0,1,1,1970,50,202250,Sunday,1,0,0
717,2022-12-19,5.5,0.9,7,7.7,7,1,10.2,19,5.5,6.0,8,5.0,1,1,1970,51,202251,Monday,1,0,0
718,2022-12-20,7.5,1.7,10,10.0,83,24,11.2,8,4.6,6.0,2,2.0,21,1,1970,51,202251,Tuesday,1,0,0
719,2022-12-21,0.7,0.4,19,7.9,65,3,9.2,24,3.3,5.0,12,1.0,3,1,1970,51,202251,Wednesday,1,0,0
720,2022-12-22,5.5,2.3,18,8.7,69,10,10.1,21,2.9,6.0,13,1.0,5,1,1970,51,202251,Thursday,1,0,0
721,2022-12-23,11.8,3.3,14,9.5,84,7,11.1,22,3.1,7.0,22,1.0,6,1,1970,51,202251,Friday,1,0,0
722,2022-12-24,0.2,0.2,6,9.1,69,20,11.0,14,3.9,6.0,1,3.0,16,1,1970,51,202251,Saturday,1,0,0
723,2022-12-25,8.8,2.7,15,8.6,76,7,9.3,24,2.1,3.0,1,1.0,17,1,1970,51,202251,Sunday,1,0,0
724,2022-12-26,0.7,0.4,9,7.0,39,23,9.8,9,4.6,7.0,9,3.0,16,1,1970,52,202252,Monday,1,0,0
725,2022-12-27,1.0,0.5,23,5.7,39,6,7.3,14,4.7,6.0,20,3.0,6,1,1970,52,202252,Tuesday,1,0,0
726,2022-12-28,4.3,0.9,18,9.2,60,1,11.4,24,7.1,8.0,8,6.0,1,1,1970,52,202252,Wednesday,1,0,0
727,2022-12-29,3.5,1.0,2,9.2,65,24,11.7,1,6.9,8.0,3,5.0,24,1,1970,52,202252,Thursday,1,0,0
728,2022-12-30,5.2,2.2,24,8.5,46,7,12.9,22,6.2,9.0,18,4.0,3,1,1970,52,202252,Friday,1,0,0
729,2022-12-31,21.2,3.6,5,14.0,104,5,15.9,19,6.6,9.0,13,3.0,5,1,1970,52,202252,Saturday,1,0,0
730,2023-01-01,6.1,1.6,20,12.4,104,21,15.6,1,5.4,9.0,2,3.0,16,1,1970,52,202352,Sunday,1,0,0
731,2023-01-02,3.8,2.1,6,8.8,43,23,12.8,5,3.6,6.0,5,2.0,20,1,1970,1,202301,Monday,1,0,0
732,2023-01-03,1.3,0.8,24,6.3,11,3,9.1,23,4.2,7.0,19,1.0,2,1,1970,1,202301,Tuesday,1,0,0
733,2023-01-04,12.5,2.2,10,11.6,85,1,12.8,13,7.6,9.0,3,7.0,1,1,1970,1,202301,Wednesday,1,0,0
734,2023-01-05,0.8,0.5,18,10.8,96,17,12.0,13,4.5,6.0,1,3.0,17,1,1970,1,202301,Thursday,1,0,0
735,2023-01-06,1.7,0.5,7,10.6,93,17,11.7,14,4.8,7.0,5,2.0,19,1,1970,1,202301,Friday,1,0,0
736,2023-01-07,4.0,3.3,24,10.4,84,24,11.7,12,5.7,7.0,13,4.0,2,1,1970,1,202301,Saturday,1,0,0
737,2023-01-08,0.4,0.3,23,8.4,66,8,10.1,12,4.3,6.0,13,3.0,4,1,1970,1,202301,Sunday,1,0,0
738,2023-01-09,3.6,0.8,12,7.0,50,4,8.8,13,4.0,5.0,1,3.0,16,1,1970,2,202302,Monday,1,0,0
739,2023-01-10,6.5,2.2,16,7.0,51,6,10.4,24,5.4,8.0,17,3.0,3,1,1970,2,202302,Tuesday,1,0,0
740,2023-01-11,6.1,1.9,2,10.0,84,21,11.6,6,6.2,9.0,20,4.0,7,1,1970,2,202302,Wednesday,1,0,0
741,2023-01-12,40.0,7.5,21,10.3,87,5,11.4,11,7.5,10.0,6,6.0,21,1,1970,2,202302,Thursday,1,0,0
742,2023-01-13,3.9,2.7,18,8.7,66,18,9.8,14,6.8,8.0,4,5.0,22,1,1970,2,202302,Friday,1,0,0
743,2023-01-14,15.5,2.3,10,8.4,57,5,11.5,19,5.9,9.0,14,3.0,1,1,1970,2,202302,Saturday,1,0,0
744,2023-01-15,2.0,0.7,13,6.2,43,21,7.8,1,6.3,10.0,12,4.0,22,1,1970,2,202302,Sunday,1,0,0
745,2023-01-16,11.0,2.5,8,4.1,28,5,5.4,13,4.0,7.0,9,2.0,16,1,1970,3,202303,Monday,1,0,0
746,2023-01-17,1.1,0.9,1,1.4,-15,19,4.8,14,2.4,4.0,1,2.0,2,1,1970,3,202303,Tuesday,1,0,0
747,2023-01-18,4.9,3.0,22,1.7,-35,3,5.1,14,4.2,6.0,13,1.0,3,1,1970,3,202303,Wednesday,1,0,0
748,2023-01-19,6.4,2.6,1,3.0,-1,18,6.2,12,3.2,5.0,3,1.0,21,1,1970,3,202303,Thursday,1,0,0
749,2023-01-20,8.0,3.0,11,0.4,-7,23,1.5,18,3.1,4.0,4,3.0,1,1,1970,3,202303,Friday,1,0,0
750,2023-01-21,0.0,0.0,1,-1.4,-39,6,0.1,14,2.0,3.0,1,1.0,6,1,1970,3,202303,Saturday,1,0,0
751,2023-01-22,0.0,0.0,1,0.4,-22,1,1.5,21,2.6,4.0,11,2.0,1,1,1970,3,202303,Sunday,1,0,0
752,2023-01-23,-0.1,-0.1,1,2.6,12,2,4.1,14,2.4,3.0,4,2.0,1,1,1970,4,202304,Monday,1,0,0
753,2023-01-24,0.0,0.0,1,1.7,3,24,3.1,1,2.7,4.0,1,1.0,21,1,1970,4,202304,Tuesday,1,0,0
754,2023-01-25,-0.1,-0.1,1,-0.7,-13,11,0.3,1,2.1,3.0,14,1.0,1,1,1970,4,202304,Wednesday,1,0,0
755,2023-01-26,0.5,0.2,7,4.1,-5,1,8.1,13,3.3,5.0,13,1.0,4,1,1970,4,202304,Thursday,1,0,0
756,2023-01-27,0.0,0.0,1,4.0,24,24,5.4,1,3.9,6.0,4,2.0,23,1,1970,4,202304,Friday,1,0,0
757,2023-01-28,0.0,0.0,1,3.2,15,10,6.2,15,1.6,2.0,1,1.0,2,1,1970,4,202304,Saturday,1,0,0
758,2023-01-29,-0.1,-0.1,1,4.3,30,8,6.6,24,4.5,6.0,16,2.0,3,1,1970,4,202304,Sunday,1,0,0
759,2023-01-30,2.3,1.3,3,6.7,36,24,8.6,13,4.9,7.0,11,2.0,19,1,1970,5,202305,Monday,1,0,0
760,2023-01-31,-0.1,-0.1,1,6.4,32,2,9.7,15,4.6,7.0,15,3.0,1,1,1970,5,202305,Tuesday,1,0,0
761,2023-02-01,1.0,0.9,23,7.8,56,1,9.0,20,6.5,8.0,11,5.0,1,1,1970,5,202305,Wednesday,1,0,0
762,2023-02-02,2.8,0.7,15,8.3,65,2,9.4,22,4.5,6.0,6,3.0,2,1,1970,5,202305,Thursday,1,0,0
763,2023-02-03,0.1,0.1,13,9.2,75,24,10.7,12,4.9,7.0,8,2.0,24,1,1970,5,202305,Friday,1,0,0
764,2023-02-04,0.1,0.1,24,7.3,41,5,9.9,13,1.2,2.0,1,0.0,8,1,1970,5,202305,Saturday,1,0,0
765,2023-02-05,1.1,0.9,5,6.5,27,24,8.3,12,4.5,8.0,11,1.0,22,1,1970,5,202305,Sunday,1,0,0
766,2023-02-06,0.0,0.0,1,3.1,-18,24,8.6,14,1.5,3.0,14,1.0,3,1,1970,6,202306,Monday,1,0,0
767,2023-02-07,0.0,0.0,1,-0.3,-46,24,5.9,15,1.5,2.0,2,0.0,1,1,1970,6,202306,Tuesday,1,0,0
768,2023-02-08,0.0,0.0,1,0.1,-54,5,6.7,15,2.1,3.0,9,1.0,1,1,1970,6,202306,Wednesday,1,0,0
769,2023-02-09,0.0,0.0,1,1.8,-18,4,5.3,14,2.6,4.0,7,2.0,1,1,1970,6,202306,Thursday,1,0,0
770,2023-02-10,-0.1,-0.1,1,3.6,-30,5,8.0,15,3.4,5.0,14,1.0,3,1,1970,6,202306,Friday,1,0,0
771,2023-02-11,0.0,0.0,1,7.7,53,4,10.4,14,2.8,4.0,1,1.0,21,1,1970,6,202306,Saturday,1,0,0
772,2023-02-12,0.0,0.0,1,7.1,61,4,8.4,14,1.3,2.0,11,1.0,1,1,1970,6,202306,Sunday,1,0,0
773,2023-02-13,0.0,0.0,1,6.7,1,24,11.5,14,2.0,3.0,10,1.0,1,1,1970,7,202307,Monday,1,0,0
774,2023-02-14,0.0,0.0,1,4.0,-8,2,12.2,15,1.7,2.0,2,1.0,1,1,1970,7,202307,Tuesday,1,0,0
775,2023-02-15,0.0,0.0,1,5.3,-9,2,11.2,14,2.3,4.0,16,1.0,1,1,1970,7,202307,Wednesday,1,0,0
776,2023-02-16,2.4,0.7,10,8.3,47,2,11.0,15,4.0,5.0,15,2.0,5,1,1970,7,202307,Thursday,1,0,0
777,2023-02-17,0.1,0.1,6,10.4,88,3,11.9,16,6.1,8.0,9,3.0,23,1,1970,7,202307,Friday,1,0,0
778,2023-02-18,4.9,2.1,21,10.3,86,2,12.3,15,5.3,7.0,10,3.0,19,1,1970,7,202307,Saturday,1,0,0
779,2023-02-19,1.5,0.5,4,7.8,51,23,10.0,2,3.4,5.0,4,2.0,12,1,1970,7,202307,Sunday,1,0,0
780,2023-02-20,0.0,0.0,1,8.1,59,2,9.2,13,5.6,6.0,5,4.0,1,1,1970,8,202308,Monday,1,0,0
781,2023-02-21,-0.1,-0.1,1,7.9,60,24,8.8,14,2.8,5.0,1,2.0,7,1,1970,8,202308,Tuesday,1,0,0
782,2023-02-22,0.8,0.7,23,7.0,43,5,9.5,15,2.6,3.0,1,1.0,22,1,1970,8,202308,Wednesday,1,0,0
783,2023-02-23,1.1,0.6,5,6.4,-1,24,9.2,14,2.1,4.0,16,1.0,1,1,1970,8,202308,Thursday,1,0,0
784,2023-02-24,2.8,1.3,11,4.4,-16,3,8.2,14,3.4,5.0,10,1.0,1,1,1970,8,202308,Friday,1,0,0
785,2023-02-25,2.4,1.6,10,3.5,-21,24,7.2,13,3.6,7.0,14,1.0,21,1,1970,8,202308,Saturday,1,0,0
786,2023-02-26,-0.1,-0.1,1,2.5,-16,7,6.5,15,3.8,7.0,12,2.0,5,1,1970,8,202308,Sunday,1,0,0
787,2023-02-27,0.0,0.0,1,1.7,-44,6,7.3,14,3.2,6.0,13,1.0,2,1,1970,9,202309,Monday,1,0,0
788,2023-02-28,0.1,0.1,7,2.3,-37,24,6.8,15,2.4,5.0,14,1.0,7,1,1970,9,202309,Tuesday,1,0,0
789,2023-03-01,0.0,0.0,1,1.6,-58,7,7.8,15,2.8,5.0,13,1.0,1,1,1970,9,202309,Wednesday,1,0,0
790,2023-03-02,0.0,0.0,1,3.5,-5,7,8.9,14,3.7,5.0,1,2.0,5,1,1970,9,202309,Thursday,1,0,0
791,2023-03-03,0.0,0.0,1,4.3,1,3,7.9,13,2.9,4.0,2,2.0,1,1,1970,9,202309,Friday,1,0,0
792,2023-03-04,0.3,0.3,12,5.8,37,23,7.8,14,2.8,4.0,12,1.0,22,1,1970,9,202309,Saturday,1,0,0
793,2023-03-05,0.3,0.1,5,4.0,18,24,6.4,14,1.8,3.0,17,1.0,1,1,1970,9,202309,Sunday,1,0,0
794,2023-03-06,3.1,1.0,20,4.0,12,3,6.8,14,3.5,7.0,19,2.0,1,1,1970,10,202310,Monday,1,0,0
795,2023-03-07,5.9,1.0,7,2.1,-12,24,5.1,2,2.6,4.0,1,1.0,8,1,1970,10,202310,Tuesday,1,0,0
796,2023-03-08,2.2,0.4,24,0.4,-25,3,3.0,14,3.0,5.0,12,1.0,2,1,1970,10,202310,Wednesday,1,0,0
797,2023-03-09,11.4,2.2,24,1.6,3,1,2.5,11,3.2,5.0,19,2.0,6,1,1970,10,202310,Thursday,1,0,0
798,2023-03-10,14.4,2.0,16,1.7,0,17,2.6,13,4.0,8.0,15,2.0,2,1,1970,10,202310,Friday,1,0,0
799,2023-03-11,0.0,0.0,1,1.7,-43,7,7.1,15,1.8,3.0,13,0.0,19,1,1970,10,202310,Saturday,1,0,0
800,2023-03-12,1.5,0.7,24,7.0,14,1,11.6,15,4.4,7.0,19,2.0,1,1,1970,10,202310,Sunday,1,0,0
801,2023-03-13,5.1,2.7,24,12.7,91,1,16.6,12,7.1,11.0,11,3.0,19,1,1970,11,202311,Monday,1,0,0
802,2023-03-14,8.6,2.3,7,6.6,13,24,10.8,1,4.9,6.0,1,2.0,20,1,1970,11,202311,Tuesday,1,0,0
803,2023-03-15,-0.1,-0.1,1,4.9,5,6,8.8,15,2.3,4.0,23,1.0,7,1,1970,11,202311,Wednesday,1,0,0
804,2023-03-16,0.2,0.2,8,8.6,44,1,14.1,16,4.7,7.0,13,3.0,1,1,1970,11,202311,Thursday,1,0,0
805,2023-03-17,0.0,0.0,1,11.6,72,2,16.4,15,2.8,4.0,1,1.0,17,1,1970,11,202311,Friday,1,0,0
806,2023-03-18,0.6,0.4,21,12.2,91,1,15.4,15,3.2,5.0,15,1.0,2,1,1970,11,202311,Saturday,1,0,0
807,2023-03-19,0.0,0.0,1,9.4,78,8,12.6,15,2.8,4.0,1,2.0,4,1,1970,11,202311,Sunday,1,0,0
808,2023-03-20,3.1,0.7,14,8.3,66,5,9.7,21,4.2,6.0,11,3.0,1,1,1970,12,202312,Monday,1,0,0
809,2023-03-21,2.0,0.5,8,10.6,88,6,13.3,13,4.4,6.0,14,2.0,6,1,1970,12,202312,Tuesday,1,0,0
810,2023-03-22,1.9,0.8,20,10.8,92,1,12.0,24,5.7,8.0,9,4.0,1,1,1970,12,202312,Wednesday,1,0,0
811,2023-03-23,11.9,4.8,7,12.7,105,7,15.3,14,5.8,7.0,4,4.0,20,1,1970,12,202312,Thursday,1,0,0
812,2023-03-24,1.7,0.6,2,11.3,97,24,14.0,14,6.2,7.0,1,3.0,19,1,1970,12,202312,Friday,1,0,0
813,2023-03-25,6.7,2.2,5,9.4,77,24,12.6,14,6.3,10.0,14,2.0,24,1,1970,12,202312,Saturday,1,0,0
814,2023-03-26,5.9,3.6,10,7.2,28,24,9.1,13,3.5,6.0,15,1.0,5,1,1970,12,202312,Sunday,1,0,0
815,2023-03-27,1.4,1.0,15,4.4,6,24,8.1,13,3.5,6.0,14,2.0,1,1,1970,13,202313,Monday,1,0,0
816,2023-03-28,0.4,0.2,20,4.5,-19,6,8.9,16,3.3,6.0,12,1.0,1,1,1970,13,202313,Tuesday,1,0,0
817,2023-03-29,-0.1,-0.1,1,10.6,56,1,14.2,16,3.5,5.0,10,2.0,6,1,1970,13,202313,Wednesday,1,0,0
818,2023-03-30,0.1,0.1,5,12.9,99,24,15.4,15,6.4,9.0,16,4.0,1,1,1970,13,202313,Thursday,1,0,0
819,2023-03-31,11.9,1.6,20,10.7,98,23,13.0,11,4.9,7.0,11,4.0,1,1,1970,13,202313,Friday,1,0,0
820,2023-04-01,13.2,3.6,15,9.3,63,24,11.7,14,4.3,6.0,22,3.0,4,1,1970,13,202313,Saturday,1,0,0
821,2023-04-02,0.0,0.0,1,5.8,24,7,10.0,15,4.6,6.0,7,2.0,20,1,1970,13,202313,Sunday,1,0,0
822,2023-04-03,0.0,0.0,1,4.6,-4,24,9.8,15,3.9,7.0,10,2.0,3,1,1970,14,202314,Monday,1,0,0
823,2023-04-04,0.0,0.0,1,4.7,-28,6,10.9,16,2.1,4.0,17,1.0,4,1,1970,14,202314,Tuesday,1,0,0
824,2023-04-05,0.0,0.0,1,4.8,-25,5,11.6,15,1.5,3.0,12,1.0,1,1,1970,14,202314,Wednesday,1,0,0
825,2023-04-06,6.2,1.2,17,6.7,7,1,8.8,22,3.5,6.0,11,1.0,21,1,1970,14,202314,Thursday,1,0,0
826,2023-04-07,0.1,0.1,7,8.6,72,24,10.2,12,2.1,3.0,5,1.0,19,1,1970,14,202314,Friday,1,0,0
827,2023-04-08,0.0,0.0,1,9.1,48,7,14.1,14,2.2,4.0,13,1.0,1,1,1970,14,202314,Saturday,1,0,0
828,2023-04-09,0.0,0.0,1,10.9,76,1,15.6,14,2.8,4.0,13,2.0,1,1,1970,14,202314,Sunday,1,0,0
829,2023-04-10,6.2,2.7,17,10.5,68,5,15.1,13,4.8,6.0,11,3.0,1,1,1970,15,202315,Monday,1,0,0
830,2023-04-11,0.3,0.3,24,10.4,77,6,13.3,16,5.3,7.0,8,2.0,19,1,1970,15,202315,Tuesday,1,0,0
831,2023-04-12,8.2,1.8,4,9.0,62,24,12.4,13,5.0,8.0,23,3.0,8,1,1970,15,202315,Wednesday,1,0,0
