,Date,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,day_of_week,Day,Hour,Minute
832,2023-04-13,4.9,1.8,1,8.4,30,23,12.5,16,4.6,7.0,10,2.0,23,1,1970,15,202315,Thursday,1,0,0
833,2023-04-14,-0.1,-0.1,1,9.1,17,5,15.2,16,3.1,5.0,10,1.0,19,1,1970,15,202315,Friday,1,0,0
834,2023-04-15,0.1,0.1,21,8.9,47,5,13.1,12,4.9,7.0,13,3.0,1,1,1970,15,202315,Saturday,1,0,0
835,2023-04-16,0.0,0.0,1,8.9,77,1,10.9,15,3.5,4.0,1,3.0,7,1,1970,15,202315,Sunday,1,0,0
836,2023-04-17,0.0,0.0,1,10.2,71,6,15.5,15,3.5,5.0,15,2.0,4,1,1970,16,202316,Monday,1,0,0
837,2023-04-18,0.0,0.0,1,9.6,52,5,13.9,16,5.0,7.0,10,3.0,3,1,1970,16,202316,Tuesday,1,0,0
838,2023-04-19,0.0,0.0,1,10.9,69,24,15.0,14,6.0,8.0,10,4.0,2,1,1970,16,202316,Wednesday,1,0,0
839,2023-04-20,0.6,0.3,8,8.9,60,2,12.1,17,4.9,7.0,14,3.0,1,1,1970,16,202316,Thursday,1,0,0
840,2023-04-21,5.8,2.6,19,10.7,57,24,16.2,16,3.4,5.0,12,1.0,21,1,1970,16,202316,Friday,1,0,0
841,2023-04-22,3.0,1.4,13,8.9,36,3,17.2,11,1.5,3.0,12,0.0,4,1,1970,16,202316,Saturday,1,0,0
842,2023-04-23,5.2,1.9,16,11.5,69,1,16.9,13,3.8,7.0,24,2.0,1,1,1970,16,202316,Sunday,1,0,0
843,2023-04-24,11.3,3.7,7,8.6,55,24,10.9,14,4.3,6.0,12,1.0,5,1,1970,17,202317,Monday,1,0,0
844,2023-04-25,0.3,0.2,4,6.4,21,24,10.7,15,3.1,5.0,10,1.0,22,1,1970,17,202317,Tuesday,1,0,0
845,2023-04-26,-0.1,-0.1,1,5.2,-7,4,10.3,14,1.7,3.0,14,0.0,24,1,1970,17,202317,Wednesday,1,0,0
846,2023-04-27,0.0,0.0,1,7.9,-12,4,13.3,14,2.9,4.0,8,1.0,1,1,1970,17,202317,Thursday,1,0,0
847,2023-04-28,1.7,0.7,18,10.6,82,4,13.6,12,3.4,5.0,13,2.0,6,1,1970,17,202317,Friday,1,0,0
848,2023-04-29,-0.1,-0.1,1,11.1,47,24,15.9,15,3.0,5.0,14,1.0,24,1,1970,17,202317,Saturday,1,0,0
849,2023-04-30,0.0,0.0,1,11.0,25,5,17.9,16,1.9,3.0,8,1.0,1,1,1970,17,202317,Sunday,1,0,0
850,2023-05-01,0.1,0.1,13,11.8,63,2,17.0,17,2.0,4.0,17,0.0,8,1,1970,18,202318,Monday,1,0,0
851,2023-05-02,-0.1,-0.1,1,9.2,33,24,12.8,14,3.3,5.0,8,2.0,20,1,1970,18,202318,Tuesday,1,0,0
852,2023-05-03,0.0,0.0,1,9.3,6,4,15.6,16,3.1,5.0,8,1.0,1,1,1970,18,202318,Wednesday,1,0,0
853,2023-05-04,0.0,0.0,1,14.9,59,5,22.1,16,3.9,6.0,15,1.0,24,1,1970,18,202318,Thursday,1,0,0
854,2023-05-05,10.6,3.4,12,13.8,99,23,18.8,9,2.0,3.0,4,1.0,12,1,1970,18,202318,Friday,1,0,0
855,2023-05-06,0.4,0.3,18,14.8,88,4,20.6,15,1.9,4.0,18,1.0,5,1,1970,18,202318,Saturday,1,0,0
856,2023-05-07,16.6,15.3,16,15.2,109,24,21.2,13,1.8,4.0,16,0.0,21,1,1970,18,202318,Sunday,1,0,0
857,2023-05-08,0.0,0.0,1,14.8,92,4,20.1,15,1.6,3.0,13,1.0,1,1,1970,19,202319,Monday,1,0,0
858,2023-05-09,13.6,2.3,14,13.7,123,24,14.9,14,2.5,4.0,10,1.0,2,1,1970,19,202319,Tuesday,1,0,0
859,2023-05-10,9.5,7.6,13,13.0,114,23,15.9,12,1.8,3.0,4,1.0,10,1,1970,19,202319,Wednesday,1,0,0
860,2023-05-11,1.5,1.2,13,13.2,100,4,16.5,11,1.6,3.0,12,0.0,3,1,1970,19,202319,Thursday,1,0,0
861,2023-05-12,3.4,1.5,17,15.5,113,5,22.0,16,3.7,5.0,10,1.0,20,1,1970,19,202319,Friday,1,0,0
862,2023-05-13,0.0,0.0,1,16.4,108,4,22.2,14,3.6,5.0,14,2.0,2,1,1970,19,202319,Saturday,1,0,0
863,2023-05-14,0.0,0.0,1,14.6,105,4,20.0,15,2.9,4.0,9,2.0,1,1,1970,19,202319,Sunday,1,0,0
864,2023-05-15,-0.1,-0.1,1,11.3,85,24,15.0,13,3.3,5.0,18,2.0,1,1,1970,20,202320,Monday,1,0,0
865,2023-05-16,-0.1,-0.1,1,10.7,56,5,15.2,15,3.2,5.0,15,1.0,5,1,1970,20,202320,Tuesday,1,0,0
866,2023-05-17,0.0,0.0,1,10.5,47,24,14.2,15,3.0,5.0,12,1.0,1,1,1970,20,202320,Wednesday,1,0,0
867,2023-05-18,0.0,0.0,1,10.2,35,2,15.5,17,3.1,4.0,8,1.0,2,1,1970,20,202320,Thursday,1,0,0
868,2023-05-19,0.0,0.0,1,13.8,66,4,19.2,15,3.4,4.0,2,2.0,5,1,1970,20,202320,Friday,1,0,0
869,2023-05-20,0.0,0.0,1,15.9,104,4,20.2,14,4.6,8.0,11,3.0,21,1,1970,20,202320,Saturday,1,0,0
870,2023-05-21,0.0,0.0,1,16.9,140,24,21.4,15,3.8,6.0,11,2.0,21,1,1970,20,202320,Sunday,1,0,0
871,2023-05-22,-0.1,-0.1,1,18.0,121,4,24.3,13,3.1,5.0,14,1.0,4,1,1970,21,202321,Monday,1,0,0
872,2023-05-23,0.0,0.0,1,12.4,68,24,15.5,13,4.4,7.0,10,1.0,24,1,1970,21,202321,Tuesday,1,0,0
873,2023-05-24,0.0,0.0,1,11.6,44,4,16.3,14,2.7,4.0,8,1.0,1,1,1970,21,202321,Wednesday,1,0,0
874,2023-05-25,0.0,0.0,1,12.0,49,4,17.2,15,3.3,5.0,12,1.0,1,1,1970,21,202321,Thursday,1,0,0
875,2023-05-26,0.0,0.0,1,12.4,65,4,18.2,15,4.3,6.0,9,2.0,2,1,1970,21,202321,Friday,1,0,0
876,2023-05-27,0.0,0.0,1,14.7,60,4,22.1,16,3.0,5.0,7,2.0,4,1,1970,21,202321,Saturday,1,0,0
877,2023-05-28,0.0,0.0,1,15.7,105,24,21.8,13,4.1,7.0,17,1.0,3,1,1970,21,202321,Sunday,1,0,0
878,2023-05-29,0.0,0.0,1,12.8,87,4,17.7,15,4.7,6.0,8,3.0,2,1,1970,22,202322,Monday,1,0,0
879,2023-05-30,0.0,0.0,1,12.7,73,3,16.2,12,3.7,5.0,6,1.0,3,1,1970,22,202322,Tuesday,1,0,0
880,2023-05-31,0.0,0.0,1,15.4,92,4,22.4,13,4.2,6.0,16,3.0,1,1,1970,22,202322,Wednesday,1,0,0
881,2023-06-01,0.0,0.0,1,12.5,100,4,16.5,12,4.4,5.0,8,3.0,23,1,1970,22,202322,Thursday,1,0,0
882,2023-06-02,0.0,0.0,1,13.9,104,4,18.6,15,3.4,4.0,1,3.0,2,1,1970,22,202322,Friday,1,0,0
883,2023-06-03,0.0,0.0,1,16.6,97,4,21.9,15,3.9,5.0,10,2.0,2,1,1970,22,202322,Saturday,1,0,0
884,2023-06-04,0.0,0.0,1,15.9,99,4,21.8,14,3.9,5.0,14,2.0,4,1,1970,22,202322,Sunday,1,0,0
885,2023-06-05,0.0,0.0,1,14.5,93,4,20.0,15,3.9,5.0,7,2.0,4,1,1970,23,202323,Monday,1,0,0
886,2023-06-06,0.0,0.0,1,15.7,99,3,21.9,15,4.0,5.0,14,3.0,1,1,1970,23,202323,Tuesday,1,0,0
887,2023-06-07,0.0,0.0,1,15.9,102,4,22.4,14,3.4,5.0,17,3.0,1,1,1970,23,202323,Wednesday,1,0,0
888,2023-06-08,0.0,0.0,1,17.8,107,4,24.7,15,4.1,6.0,17,3.0,1,1,1970,23,202323,Thursday,1,0,0
889,2023-06-09,0.0,0.0,1,21.8,124,4,29.1,16,3.8,5.0,13,3.0,1,1,1970,23,202323,Friday,1,0,0
890,2023-06-10,0.0,0.0,1,23.6,171,24,29.8,15,3.5,5.0,11,2.0,23,1,1970,23,202323,Saturday,1,0,0
891,2023-06-11,0.0,0.0,1,24.5,152,4,30.3,16,3.5,5.0,12,2.0,1,1,1970,23,202323,Sunday,1,0,0
892,2023-06-12,0.0,0.0,1,24.3,159,4,29.9,15,3.6,6.0,10,2.0,2,1,1970,24,202324,Monday,1,0,0
893,2023-06-13,0.0,0.0,1,22.4,146,4,27.5,15,4.3,8.0,10,2.0,3,1,1970,24,202324,Tuesday,1,0,0
894,2023-06-14,0.0,0.0,1,20.3,135,24,25.4,15,4.0,7.0,11,2.0,4,1,1970,24,202324,Wednesday,1,0,0
895,2023-06-15,0.0,0.0,1,20.0,109,4,26.1,14,2.4,4.0,14,0.0,24,1,1970,24,202324,Thursday,1,0,0
896,2023-06-16,0.0,0.0,1,19.1,103,4,26.5,14,2.2,5.0,16,0.0,1,1,1970,24,202324,Friday,1,0,0
897,2023-06-17,0.0,0.0,1,20.5,87,4,27.6,14,1.6,3.0,11,0.0,3,1,1970,24,202324,Saturday,1,0,0
898,2023-06-18,-0.1,-0.1,1,21.9,152,3,25.1,10,2.6,4.0,22,2.0,2,1,1970,24,202324,Sunday,1,0,0
899,2023-06-19,0.0,0.0,1,21.3,187,6,25.7,16,4.0,6.0,2,2.0,19,1,1970,25,202325,Monday,1,0,0
900,2023-06-20,7.0,2.6,17,22.1,186,24,29.6,14,3.1,5.0,16,1.0,19,1,1970,25,202325,Tuesday,1,0,0
901,2023-06-21,0.0,0.0,1,20.8,149,24,25.7,13,2.8,5.0,13,1.0,21,1,1970,25,202325,Wednesday,1,0,0
902,2023-06-22,3.7,0.9,14,18.9,130,4,24.2,10,2.5,4.0,9,1.0,1,1,1970,25,202325,Thursday,1,0,0
903,2023-06-23,0.0,0.0,1,20.2,148,2,25.6,15,2.3,3.0,1,1.0,20,1,1970,25,202325,Friday,1,0,0
904,2023-06-24,0.0,0.0,1,21.3,127,4,28.3,15,1.9,3.0,9,1.0,1,1,1970,25,202325,Saturday,1,0,0
905,2023-06-25,0.0,0.0,1,24.5,157,4,31.3,16,2.5,4.0,13,1.0,1,1,1970,25,202325,Sunday,1,0,0
906,2023-06-26,0.0,0.0,1,19.2,130,24,22.8,2,3.6,6.0,12,1.0,21,1,1970,26,202326,Monday,1,0,0
907,2023-06-27,0.9,0.5,22,17.7,128,4,22.2,13,2.6,5.0,14,1.0,1,1,1970,26,202326,Tuesday,1,0,0
908,2023-06-28,2.0,0.7,3,18.4,142,3,21.8,12,2.4,3.0,5,1.0,1,1,1970,26,202326,Wednesday,1,0,0
909,2023-06-29,0.7,0.3,4,18.6,115,24,23.5,14,3.0,5.0,14,1.0,1,1,1970,26,202326,Thursday,1,0,0
910,2023-06-30,0.0,0.0,1,17.6,85,4,22.9,13,3.2,5.0,13,1.0,1,1,1970,26,202326,Friday,1,0,0
911,2023-07-01,4.0,1.2,24,17.6,158,1,19.8,14,4.4,6.0,1,3.0,20,1,1970,26,202326,Saturday,1,0,0
912,2023-07-02,0.0,0.0,1,17.3,125,3,20.8,14,4.5,6.0,9,2.0,1,1,1970,26,202326,Sunday,1,0,0
913,2023-07-03,7.8,5.3,20,16.6,130,22,19.7,17,4.9,7.0,14,3.0,4,1,1970,27,202327,Monday,1,0,0
914,2023-07-04,3.3,1.7,22,16.8,125,3,21.3,15,3.5,6.0,10,1.0,18,1,1970,27,202327,Tuesday,1,0,0
915,2023-07-05,25.4,5.1,10,14.3,116,23,18.9,15,5.2,9.0,7,2.0,21,1,1970,27,202327,Wednesday,1,0,0
916,2023-07-06,0.2,0.2,11,16.9,110,24,22.0,16,2.9,5.0,14,1.0,21,1,1970,27,202327,Thursday,1,0,0
917,2023-07-07,0.0,0.0,1,21.0,93,3,27.3,16,3.0,4.0,9,1.0,1,1,1970,27,202327,Friday,1,0,0
918,2023-07-08,0.0,0.0,1,24.7,171,4,32.2,15,2.4,4.0,1,1.0,18,1,1970,27,202327,Saturday,1,0,0
919,2023-07-09,2.4,2.3,15,22.0,174,4,29.6,12,2.2,5.0,14,1.0,1,1,1970,27,202327,Sunday,1,0,0
920,2023-07-10,0.0,0.0,1,20.5,150,4,25.4,16,2.5,4.0,9,1.0,1,1,1970,28,202328,Monday,1,0,0
921,2023-07-11,3.6,3.6,21,21.5,140,4,27.9,13,3.3,6.0,10,1.0,1,1,1970,28,202328,Tuesday,1,0,0
922,2023-07-12,2.4,2.4,2,18.8,160,3,22.6,15,4.5,6.0,12,3.0,1,1,1970,28,202328,Wednesday,1,0,0
923,2023-07-13,2.3,0.8,8,17.8,131,24,21.8,13,3.4,5.0,9,2.0,20,1,1970,28,202328,Thursday,1,0,0
924,2023-07-14,-0.1,-0.1,1,19.3,131,2,23.0,16,3.0,4.0,8,2.0,1,1,1970,28,202328,Friday,1,0,0
925,2023-07-15,1.3,1.3,16,21.0,166,24,26.2,15,4.1,7.0,15,2.0,4,1,1970,28,202328,Saturday,1,0,0
926,2023-07-16,-0.1,-0.1,1,19.1,165,4,22.6,15,5.7,9.0,12,3.0,21,1,1970,28,202328,Sunday,1,0,0
927,2023-07-17,6.2,3.3,12,17.3,132,24,20.6,18,4.0,5.0,8,2.0,22,1,1970,29,202329,Monday,1,0,0
928,2023-07-18,-0.1,-0.1,1,18.0,112,4,23.8,15,2.2,3.0,6,1.0,20,1,1970,29,202329,Tuesday,1,0,0
929,2023-07-19,1.1,0.8,23,17.7,132,3,21.4,10,2.1,4.0,12,0.0,4,1,1970,29,202329,Wednesday,1,0,0
930,2023-07-20,0.0,0.0,1,17.1,117,4,21.6,14,1.8,3.0,14,1.0,4,1,1970,29,202329,Thursday,1,0,0
931,2023-07-21,0.9,0.9,20,15.6,108,4,21.1,11,2.2,5.0,15,0.0,2,1,1970,29,202329,Friday,1,0,0
932,2023-07-22,6.2,2.2,12,15.4,102,4,19.5,11,2.9,5.0,10,1.0,1,1,1970,29,202329,Saturday,1,0,0
933,2023-07-23,0.8,0.4,7,18.0,145,4,22.9,15,4.5,6.0,11,2.0,2,1,1970,29,202329,Sunday,1,0,0
934,2023-07-24,4.3,4.3,13,16.9,100,24,21.4,12,3.6,5.0,7,2.0,20,1,1970,30,202330,Monday,1,0,0
935,2023-07-25,-0.1,-0.1,1,15.0,84,3,19.7,15,2.8,5.0,15,1.0,2,1,1970,30,202330,Tuesday,1,0,0
936,2023-07-26,5.2,4.7,7,15.4,85,3,20.7,15,2.5,5.0,12,1.0,2,1,1970,30,202330,Wednesday,1,0,0
937,2023-07-27,14.1,2.8,2,17.0,138,3,19.0,12,4.0,5.0,9,2.0,3,1,1970,30,202330,Thursday,1,0,0
938,2023-07-28,1.0,1.0,2,19.8,166,24,23.8,13,3.3,5.0,11,2.0,18,1,1970,30,202330,Friday,1,0,0
939,2023-07-29,1.9,1.0,10,18.8,162,1,22.7,15,3.8,5.0,16,2.0,1,1,1970,30,202330,Saturday,1,0,0
940,2023-07-30,12.6,5.3,23,17.4,147,22,21.2,13,4.8,7.0,14,3.0,4,1,1970,30,202330,Sunday,1,0,0
941,2023-07-31,14.1,2.2,15,17.1,152,24,18.7,14,4.8,6.0,8,2.0,24,1,1970,31,202331,Monday,1,0,0
942,2023-08-01,5.3,3.6,4,17.1,146,24,20.5,14,3.9,6.0,9,2.0,1,1,1970,31,202331,Tuesday,1,0,0
943,2023-08-02,17.0,4.4,7,17.3,145,4,22.7,13,4.6,7.0,12,2.0,1,1,1970,31,202331,Wednesday,1,0,0
944,2023-08-03,4.6,1.4,1,17.0,143,22,20.2,10,3.5,5.0,12,1.0,22,1,1970,31,202331,Thursday,1,0,0
945,2023-08-04,0.1,0.1,9,16.5,120,24,20.3,16,2.2,5.0,12,0.0,24,1,1970,31,202331,Friday,1,0,0
946,2023-08-05,2.6,0.7,11,15.2,124,1,18.6,9,2.9,5.0,10,1.0,1,1,1970,31,202331,Saturday,1,0,0
947,2023-08-06,14.8,2.6,8,14.6,133,22,15.8,15,3.7,6.0,21,2.0,1,1,1970,31,202331,Sunday,1,0,0
948,2023-08-07,2.5,1.2,17,15.4,133,1,18.6,14,4.1,6.0,15,2.0,21,1,1970,32,202332,Monday,1,0,0
949,2023-08-08,2.5,1.4,21,15.9,132,24,18.9,14,3.6,6.0,9,1.0,23,1,1970,32,202332,Tuesday,1,0,0
950,2023-08-09,0.0,0.0,1,16.2,117,23,21.0,13,2.8,5.0,10,1.0,1,1,1970,32,202332,Wednesday,1,0,0
951,2023-08-10,0.0,0.0,1,17.8,115,3,23.8,16,1.8,3.0,9,0.0,3,1,1970,32,202332,Thursday,1,0,0
952,2023-08-11,-0.1,-0.1,1,20.9,137,5,27.5,12,2.6,5.0,13,1.0,21,1,1970,32,202332,Friday,1,0,0
953,2023-08-12,19.8,12.0,7,19.5,168,9,23.5,14,3.1,5.0,13,2.0,1,1,1970,32,202332,Saturday,1,0,0
954,2023-08-13,0.2,0.2,14,18.0,125,24,22.3,13,2.7,5.0,10,1.0,19,1,1970,32,202332,Sunday,1,0,0
955,2023-08-14,0.0,0.0,1,19.5,116,3,26.1,16,2.2,4.0,10,1.0,1,1,1970,33,202333,Monday,1,0,0
956,2023-08-15,-0.1,-0.1,1,18.6,118,24,24.1,16,2.5,4.0,9,0.0,24,1,1970,33,202333,Tuesday,1,0,0
957,2023-08-16,0.0,0.0,1,18.7,106,5,23.9,14,3.0,4.0,9,0.0,4,1,1970,33,202333,Wednesday,1,0,0
958,2023-08-17,0.0,0.0,1,18.1,159,5,20.3,11,3.9,5.0,9,2.0,21,1,1970,33,202333,Thursday,1,0,0
959,2023-08-18,0.0,0.0,1,21.0,159,4,26.8,15,2.8,4.0,1,2.0,6,1,1970,33,202333,Friday,1,0,0
960,2023-08-19,-0.1,-0.1,1,21.8,155,24,26.4,10,2.7,6.0,13,1.0,20,1,1970,33,202333,Saturday,1,0,0
961,2023-08-20,0.0,0.0,1,19.8,136,6,26.0,14,1.9,3.0,9,0.0,23,1,1970,33,202333,Sunday,1,0,0
962,2023-08-21,0.0,0.0,1,19.7,146,3,26.4,14,1.5,3.0,11,0.0,1,1,1970,34,202334,Monday,1,0,0
963,2023-08-22,0.0,0.0,1,18.2,122,24,24.0,16,1.9,3.0,8,0.0,1,1,1970,34,202334,Tuesday,1,0,0
964,2023-08-23,0.0,0.0,1,18.8,117,3,25.9,15,2.0,3.0,8,1.0,1,1,1970,34,202334,Wednesday,1,0,0
965,2023-08-24,0.4,0.4,20,20.5,139,1,25.1,14,2.1,3.0,9,1.0,1,1,1970,34,202334,Thursday,1,0,0
966,2023-08-25,2.7,1.6,13,19.2,139,24,23.0,14,1.9,4.0,17,1.0,1,1,1970,34,202334,Friday,1,0,0
967,2023-08-26,4.4,2.6,13,15.9,127,22,20.2,12,3.1,5.0,9,1.0,1,1,1970,34,202334,Saturday,1,0,0
968,2023-08-27,0.6,0.3,4,15.0,125,20,18.2,17,3.0,5.0,17,1.0,19,1,1970,34,202334,Sunday,1,0,0
969,2023-08-28,0.0,0.0,1,15.8,93,4,21.6,14,1.7,4.0,15,0.0,24,1,1970,35,202335,Monday,1,0,0
970,2023-08-29,1.8,1.8,14,14.1,91,5,19.6,11,1.4,3.0,13,0.0,5,1,1970,35,202335,Tuesday,1,0,0
971,2023-08-30,7.4,2.9,15,13.9,110,6,19.3,13,2.8,4.0,9,2.0,1,1,1970,35,202335,Wednesday,1,0,0
972,2023-08-31,9.4,4.3,5,15.2,116,1,19.8,15,2.7,5.0,11,0.0,19,1,1970,35,202335,Thursday,1,0,0
973,2023-09-01,4.9,3.4,19,15.9,117,3,20.6,16,1.5,2.0,7,1.0,1,1,1970,35,202335,Friday,1,0,0
974,2023-09-02,0.0,0.0,1,16.5,113,24,22.6,16,1.4,3.0,18,1.0,1,1,1970,35,202335,Saturday,1,0,0
975,2023-09-03,0.0,0.0,1,16.1,103,2,23.4,15,1.0,2.0,13,0.0,4,1,1970,35,202335,Sunday,1,0,0
976,2023-09-04,0.0,0.0,1,17.8,86,5,25.2,15,2.1,3.0,9,1.0,1,1,1970,36,202336,Monday,1,0,0
977,2023-09-05,0.0,0.0,1,21.0,144,4,28.8,15,2.8,4.0,8,1.0,19,1,1970,36,202336,Tuesday,1,0,0
978,2023-09-06,0.0,0.0,1,21.7,146,24,29.6,16,1.9,3.0,1,1.0,17,1,1970,36,202336,Wednesday,1,0,0
979,2023-09-07,0.0,0.0,1,20.7,123,5,29.3,14,2.3,4.0,11,1.0,1,1,1970,36,202336,Thursday,1,0,0
980,2023-09-08,0.0,0.0,1,21.6,140,5,30.0,14,1.5,3.0,14,0.0,22,1,1970,36,202336,Friday,1,0,0
981,2023-09-09,0.0,0.0,1,20.7,127,6,29.5,16,1.0,2.0,12,0.0,3,1,1970,36,202336,Saturday,1,0,0
982,2023-09-10,0.0,0.0,1,23.3,162,3,31.1,16,2.0,3.0,8,1.0,1,1,1970,36,202336,Sunday,1,0,0
983,2023-09-11,1.1,0.6,23,22.0,177,24,27.9,12,2.1,3.0,10,1.0,19,1,1970,37,202337,Monday,1,0,0
984,2023-09-12,-0.1,-0.1,1,19.7,159,2,24.3,13,1.3,2.0,9,0.0,1,1,1970,37,202337,Tuesday,1,0,0
985,2023-09-13,0.2,0.2,3,16.6,104,23,20.2,14,3.0,6.0,7,0.0,22,1,1970,37,202337,Wednesday,1,0,0
986,2023-09-14,0.0,0.0,1,14.1,77,5,20.9,14,1.5,3.0,9,0.0,1,1,1970,37,202337,Thursday,1,0,0
987,2023-09-15,0.0,0.0,1,14.9,75,5,22.0,15,1.8,4.0,12,1.0,1,1,1970,37,202337,Friday,1,0,0
988,2023-09-16,-0.1,-0.1,1,18.1,91,6,24.8,13,2.0,4.0,23,1.0,1,1,1970,37,202337,Saturday,1,0,0
989,2023-09-17,19.1,9.6,7,16.6,142,6,19.3,17,2.3,4.0,1,1.0,13,1,1970,37,202337,Sunday,1,0,0
990,2023-09-18,3.5,1.2,16,18.6,137,24,22.2,14,4.5,7.0,12,2.0,2,1,1970,38,202338,Monday,1,0,0
991,2023-09-19,0.3,0.2,19,16.6,136,4,18.9,12,6.2,9.0,12,3.0,1,1,1970,38,202338,Tuesday,1,0,0
992,2023-09-20,0.0,0.0,1,18.5,165,6,21.8,14,5.0,8.0,13,3.0,19,1,1970,38,202338,Wednesday,1,0,0
993,2023-09-21,11.9,2.9,7,15.5,133,24,19.4,3,2.5,4.0,1,1.0,8,1,1970,38,202338,Thursday,1,0,0
994,2023-09-22,0.8,0.4,22,14.0,115,23,17.7,12,3.6,6.0,10,2.0,3,1,1970,38,202338,Friday,1,0,0
995,2023-09-23,6.5,4.1,11,13.4,93,24,17.7,12,2.9,4.0,7,1.0,21,1,1970,38,202338,Saturday,1,0,0
996,2023-09-24,0.0,0.0,1,13.9,73,5,19.7,15,3.1,6.0,13,2.0,1,1,1970,38,202338,Sunday,1,0,0
997,2023-09-25,0.0,0.0,1,15.8,115,3,21.7,14,2.4,4.0,9,1.0,18,1,1970,39,202339,Monday,1,0,0
998,2023-09-26,0.0,0.0,1,15.9,116,1,21.5,15,2.0,3.0,11,1.0,2,1,1970,39,202339,Tuesday,1,0,0
999,2023-09-27,0.0,0.0,1,17.4,104,4,23.1,14,2.4,4.0,12,1.0,1,1,1970,39,202339,Wednesday,1,0,0
1000,2023-09-28,0.0,0.0,1,17.0,129,19,19.5,1,3.0,5.0,13,1.0,18,1,1970,39,202339,Thursday,1,0,0
1001,2023-09-29,4.2,3.6,12,15.8,89,22,20.7,10,3.1,5.0,10,1.0,20,1,1970,39,202339,Friday,1,0,0
1002,2023-09-30,0.0,0.0,1,14.7,94,1,19.5,12,1.9,3.0,11,1.0,1,1,1970,39,202339,Saturday,1,0,0
1003,2023-10-01,0.0,0.0,1,17.6,134,23,23.6,14,2.9,5.0,12,1.0,19,1,1970,39,202339,Sunday,1,0,0
1004,2023-10-02,0.0,0.0,1,18.2,130,4,23.6,15,2.0,3.0,11,1.0,2,1,1970,40,202340,Monday,1,0,0
1005,2023-10-03,4.8,1.4,18,15.9,126,22,20.0,4,4.2,7.0,5,3.0,1,1,1970,40,202340,Tuesday,1,0,0
1006,2023-10-04,-0.1,-0.1,1,14.6,117,6,17.7,14,3.8,6.0,14,2.0,1,1,1970,40,202340,Wednesday,1,0,0
1007,2023-10-05,-0.1,-0.1,1,15.4,132,6,18.8,15,3.4,4.0,1,2.0,21,1,1970,40,202340,Thursday,1,0,0
1008,2023-10-06,0.0,0.0,1,16.1,130,3,19.8,15,5.0,7.0,13,4.0,1,1,1970,40,202340,Friday,1,0,0
1009,2023-10-07,0.0,0.0,1,18.1,154,1,20.9,12,4.1,6.0,11,2.0,24,1,1970,40,202340,Saturday,1,0,0
1010,2023-10-08,-0.1,-0.1,1,15.0,116,22,17.6,1,2.3,4.0,7,1.0,1,1,1970,40,202340,Sunday,1,0,0
1011,2023-10-09,-0.1,-0.1,1,17.6,146,1,20.2,13,2.5,4.0,10,1.0,21,1,1970,41,202341,Monday,1,0,0
1012,2023-10-10,0.0,0.0,1,17.4,125,3,22.7,15,3.0,5.0,22,1.0,1,1,1970,41,202341,Tuesday,1,0,0
1013,2023-10-11,0.2,0.2,24,17.4,155,4,19.6,12,4.3,6.0,12,2.0,17,1,1970,41,202341,Wednesday,1,0,0
1014,2023-10-12,36.7,12.6,14,15.5,131,7,17.3,20,2.5,4.0,14,1.0,3,1,1970,41,202341,Thursday,1,0,0
1015,2023-10-13,36.7,7.4,22,17.8,138,24,21.5,13,5.2,8.0,13,2.0,24,1,1970,41,202341,Friday,1,0,0
1016,2023-10-14,7.8,3.4,24,10.9,69,22,14.1,13,3.2,6.0,13,2.0,7,1,1970,41,202341,Saturday,1,0,0
1017,2023-10-15,11.1,2.2,2,7.5,49,6,11.3,14,2.0,3.0,2,1.0,6,1,1970,41,202341,Sunday,1,0,0
1018,2023-10-16,0.3,0.2,3,8.8,46,23,13.1,12,1.6,2.0,1,1.0,6,1,1970,42,202342,Monday,1,0,0
1019,2023-10-17,0.0,0.0,1,8.4,56,1,13.1,13,3.6,5.0,10,2.0,1,1,1970,42,202342,Tuesday,1,0,0
1020,2023-10-18,11.3,4.9,23,9.4,54,2,13.6,14,5.2,6.0,11,4.0,1,1,1970,42,202342,Wednesday,1,0,0
1021,2023-10-19,2.1,0.8,15,15.0,106,1,18.1,12,3.4,5.0,24,2.0,3,1,1970,42,202342,Thursday,1,0,0
1022,2023-10-20,19.4,3.5,14,11.6,93,12,14.6,1,4.9,7.0,8,2.0,17,1,1970,42,202342,Friday,1,0,0
1023,2023-10-21,4.4,1.3,16,13.0,111,4,15.6,12,4.7,6.0,11,3.0,1,1,1970,42,202342,Saturday,1,0,0
1024,2023-10-22,3.3,1.8,3,11.3,55,23,15.7,14,3.7,7.0,1,1.0,21,1,1970,42,202342,Sunday,1,0,0
1025,2023-10-23,3.6,1.3,23,10.5,56,4,13.3,15,2.9,5.0,21,1.0,1,1,1970,43,202343,Monday,1,0,0
1026,2023-10-24,3.8,1.0,1,11.4,93,24,13.4,16,3.8,5.0,9,3.0,2,1,1970,43,202343,Tuesday,1,0,0
1027,2023-10-25,15.7,3.4,16,9.2,64,5,10.3,16,2.9,4.0,12,2.0,1,1,1970,43,202343,Wednesday,1,0,0
