Date,nat,Year,Month,Day,Hour,Minute
1988-05-17,-0.15660080273240806,1988,5,17,0,0
1988-05-18,-0.15660080273240806,1988,5,18,0,0
1988-05-19,-0.15660080273240806,1988,5,19,0,0
1988-05-20,-0.15660080273240806,1988,5,20,0,0
1988-05-21,-0.15660080273240806,1988,5,21,0,0
1988-05-22,-0.15660080273240806,1988,5,22,0,0
1988-05-23,-0.2744086882804807,1988,5,23,0,0
1988-05-24,-0.2744086882804807,1988,5,24,0,0
1988-05-25,-0.2744086882804807,1988,5,25,0,0
1988-05-26,-0.2744086882804807,1988,5,26,0,0
1988-05-27,-0.2744086882804807,1988,5,27,0,0
1988-05-28,-0.2744086882804807,1988,5,28,0,0
1988-05-29,-0.2744086882804807,1988,5,29,0,0
1988-05-30,0.5053504263399275,1988,5,30,0,0
1988-05-31,0.5053504263399275,1988,5,31,0,0
1988-06-01,0.5053504263399275,1988,6,1,0,0
1988-06-02,0.5053504263399275,1988,6,2,0,0
1988-06-03,0.5053504263399275,1988,6,3,0,0
1988-06-04,0.5053504263399275,1988,6,4,0,0
1988-06-05,0.5053504263399275,1988,6,5,0,0
1988-06-06,0.15189679094591388,1988,6,6,0,0
1988-06-07,0.15189679094591388,1988,6,7,0,0
1988-06-08,0.15189679094591388,1988,6,8,0,0
1988-06-09,0.15189679094591388,1988,6,9,0,0
1988-06-10,0.15189679094591388,1988,6,10,0,0
1988-06-11,0.15189679094591388,1988,6,11,0,0
1988-06-12,0.15189679094591388,1988,6,12,0,0
1988-06-13,-0.07257225575493133,1988,6,13,0,0
1988-06-14,-0.07257225575493133,1988,6,14,0,0
1988-06-15,-0.07257225575493133,1988,6,15,0,0
1988-06-16,-0.07257225575493133,1988,6,16,0,0
1988-06-17,-0.07257225575493133,1988,6,17,0,0
1988-06-18,-0.07257225575493133,1988,6,18,0,0
1988-06-19,-0.07257225575493133,1988,6,19,0,0
1988-06-20,0.04140220123470349,1988,6,20,0,0
1988-06-21,0.04140220123470349,1988,6,21,0,0
1988-06-22,0.04140220123470349,1988,6,22,0,0
1988-06-23,0.04140220123470349,1988,6,23,0,0
1988-06-24,0.04140220123470349,1988,6,24,0,0
1988-06-25,0.04140220123470349,1988,6,25,0,0
1988-06-26,0.04140220123470349,1988,6,26,0,0
1988-06-27,0.12572691294442725,1988,6,27,0,0
1988-06-28,0.12572691294442725,1988,6,28,0,0
1988-06-29,0.12572691294442725,1988,6,29,0,0
1988-06-30,0.12572691294442725,1988,6,30,0,0
1988-07-01,0.12572691294442725,1988,7,1,0,0
1988-07-02,0.12572691294442725,1988,7,2,0,0
1988-07-03,0.12572691294442725,1988,7,3,0,0
1988-07-04,0.11548675205775294,1988,7,4,0,0
1988-07-05,0.11548675205775294,1988,7,5,0,0
1988-07-06,0.11548675205775294,1988,7,6,0,0
1988-07-07,0.11548675205775294,1988,7,7,0,0
1988-07-08,0.11548675205775294,1988,7,8,0,0
1988-07-09,0.11548675205775294,1988,7,9,0,0
1988-07-10,0.11548675205775294,1988,7,10,0,0
1988-07-11,-0.04973591508396769,1988,7,11,0,0
1988-07-12,-0.04973591508396769,1988,7,12,0,0
1988-07-13,-0.04973591508396769,1988,7,13,0,0
1988-07-14,-0.04973591508396769,1988,7,14,0,0
1988-07-15,-0.04973591508396769,1988,7,15,0,0
1988-07-16,-0.04973591508396769,1988,7,16,0,0
1988-07-17,-0.04973591508396769,1988,7,17,0,0
1988-07-18,0.02758783603483509,1988,7,18,0,0
1988-07-19,0.02758783603483509,1988,7,19,0,0
1988-07-20,0.02758783603483509,1988,7,20,0,0
1988-07-21,0.02758783603483509,1988,7,21,0,0
1988-07-22,0.02758783603483509,1988,7,22,0,0
1988-07-23,0.02758783603483509,1988,7,23,0,0
1988-07-24,0.02758783603483509,1988,7,24,0,0
1988-07-25,-0.26606068751077633,1988,7,25,0,0
1988-07-26,-0.26606068751077633,1988,7,26,0,0
1988-07-27,-0.26606068751077633,1988,7,27,0,0
1988-07-28,-0.26606068751077633,1988,7,28,0,0
1988-07-29,-0.26606068751077633,1988,7,29,0,0
1988-07-30,-0.26606068751077633,1988,7,30,0,0
1988-07-31,-0.26606068751077633,1988,7,31,0,0
1988-08-01,-0.5181973963525472,1988,8,1,0,0
1988-08-02,-0.5181973963525472,1988,8,2,0,0
1988-08-03,-0.5181973963525472,1988,8,3,0,0
1988-08-04,-0.5181973963525472,1988,8,4,0,0
1988-08-05,-0.5181973963525472,1988,8,5,0,0
1988-08-06,-0.5181973963525472,1988,8,6,0,0
1988-08-07,-0.5181973963525472,1988,8,7,0,0
1988-08-08,-0.45431445424153793,1988,8,8,0,0
1988-08-09,-0.45431445424153793,1988,8,9,0,0
1988-08-10,-0.45431445424153793,1988,8,10,0,0
1988-08-11,-0.45431445424153793,1988,8,11,0,0
1988-08-12,-0.45431445424153793,1988,8,12,0,0
1988-08-13,-0.45431445424153793,1988,8,13,0,0
1988-08-14,-0.45431445424153793,1988,8,14,0,0
1988-08-15,-0.18766205590830312,1988,8,15,0,0
1988-08-16,-0.18766205590830312,1988,8,16,0,0
1988-08-17,-0.18766205590830312,1988,8,17,0,0
1988-08-18,-0.18766205590830312,1988,8,18,0,0
1988-08-19,-0.18766205590830312,1988,8,19,0,0
1988-08-20,-0.18766205590830312,1988,8,20,0,0
1988-08-21,-0.18766205590830312,1988,8,21,0,0
1988-08-22,-0.20206993539087648,1988,8,22,0,0
1988-08-23,-0.20206993539087648,1988,8,23,0,0
1988-08-24,-0.20206993539087648,1988,8,24,0,0
1988-08-25,-0.20206993539087648,1988,8,25,0,0
1988-08-26,-0.20206993539087648,1988,8,26,0,0
1988-08-27,-0.20206993539087648,1988,8,27,0,0
1988-08-28,-0.20206993539087648,1988,8,28,0,0
1988-08-29,-0.043509980918526515,1988,8,29,0,0
1988-08-30,-0.043509980918526515,1988,8,30,0,0
1988-08-31,-0.043509980918526515,1988,8,31,0,0
1988-09-01,-0.043509980918526515,1988,9,1,0,0
1988-09-02,-0.043509980918526515,1988,9,2,0,0
1988-09-03,-0.043509980918526515,1988,9,3,0,0
1988-09-04,-0.043509980918526515,1988,9,4,0,0
1988-09-05,-0.48157138663625565,1988,9,5,0,0
1988-09-06,-0.48157138663625565,1988,9,6,0,0
1988-09-07,-0.48157138663625565,1988,9,7,0,0
1988-09-08,-0.48157138663625565,1988,9,8,0,0
1988-09-09,-0.48157138663625565,1988,9,9,0,0
1988-09-10,-0.48157138663625565,1988,9,10,0,0
1988-09-11,-0.48157138663625565,1988,9,11,0,0
1988-09-12,-0.1327526989506278,1988,9,12,0,0
1988-09-13,-0.1327526989506278,1988,9,13,0,0
1988-09-14,-0.1327526989506278,1988,9,14,0,0
1988-09-15,-0.1327526989506278,1988,9,15,0,0
1988-09-16,-0.1327526989506278,1988,9,16,0,0
1988-09-17,-0.1327526989506278,1988,9,17,0,0
1988-09-18,-0.1327526989506278,1988,9,18,0,0
1988-09-19,-0.7192402968968786,1988,9,19,0,0
1988-09-20,-0.7192402968968786,1988,9,20,0,0
1988-09-21,-0.7192402968968786,1988,9,21,0,0
1988-09-22,-0.7192402968968786,1988,9,22,0,0
1988-09-23,-0.7192402968968786,1988,9,23,0,0
1988-09-24,-0.7192402968968786,1988,9,24,0,0
1988-09-25,-0.7192402968968786,1988,9,25,0,0
1988-09-26,-0.4804328840826121,1988,9,26,0,0
1988-09-27,-0.4804328840826121,1988,9,27,0,0
1988-09-28,-0.4804328840826121,1988,9,28,0,0
1988-09-29,-0.4804328840826121,1988,9,29,0,0
1988-09-30,-0.4804328840826121,1988,9,30,0,0
1988-10-01,-0.4804328840826121,1988,10,1,0,0
1988-10-02,-0.4804328840826121,1988,10,2,0,0
1988-10-03,-0.49041199894408344,1988,10,3,0,0
1988-10-04,-0.49041199894408344,1988,10,4,0,0
1988-10-05,-0.49041199894408344,1988,10,5,0,0
1988-10-06,-0.49041199894408344,1988,10,6,0,0
1988-10-07,-0.49041199894408344,1988,10,7,0,0
1988-10-08,-0.49041199894408344,1988,10,8,0,0
1988-10-09,-0.49041199894408344,1988,10,9,0,0
1988-10-10,-0.3210434144477672,1988,10,10,0,0
1988-10-11,-0.3210434144477672,1988,10,11,0,0
1988-10-12,-0.3210434144477672,1988,10,12,0,0
1988-10-13,-0.3210434144477672,1988,10,13,0,0
1988-10-14,-0.3210434144477672,1988,10,14,0,0
1988-10-15,-0.3210434144477672,1988,10,15,0,0
1988-10-16,-0.3210434144477672,1988,10,16,0,0
1988-10-17,-0.3365191952730931,1988,10,17,0,0
1988-10-18,-0.3365191952730931,1988,10,18,0,0
1988-10-19,-0.3365191952730931,1988,10,19,0,0
1988-10-20,-0.3365191952730931,1988,10,20,0,0
1988-10-21,-0.3365191952730931,1988,10,21,0,0
1988-10-22,-0.3365191952730931,1988,10,22,0,0
1988-10-23,-0.3365191952730931,1988,10,23,0,0
1988-10-24,-0.4109348700275072,1988,10,24,0,0
1988-10-25,-0.4109348700275072,1988,10,25,0,0
1988-10-26,-0.4109348700275072,1988,10,26,0,0
1988-10-27,-0.4109348700275072,1988,10,27,0,0
1988-10-28,-0.4109348700275072,1988,10,28,0,0
1988-10-29,-0.4109348700275072,1988,10,29,0,0
1988-10-30,-0.4109348700275072,1988,10,30,0,0
1988-10-31,-0.3118481293924555,1988,10,31,0,0
1988-11-01,-0.3118481293924555,1988,11,1,0,0
1988-11-02,-0.3118481293924555,1988,11,2,0,0
1988-11-03,-0.3118481293924555,1988,11,3,0,0
1988-11-04,-0.3118481293924555,1988,11,4,0,0
1988-11-05,-0.3118481293924555,1988,11,5,0,0
1988-11-06,-0.3118481293924555,1988,11,6,0,0
1988-11-07,-0.3462309102666911,1988,11,7,0,0
1988-11-08,-0.3462309102666911,1988,11,8,0,0
1988-11-09,-0.3462309102666911,1988,11,9,0,0
1988-11-10,-0.3462309102666911,1988,11,10,0,0
1988-11-11,-0.3462309102666911,1988,11,11,0,0
1988-11-12,-0.3462309102666911,1988,11,12,0,0
1988-11-13,-0.3462309102666911,1988,11,13,0,0
1988-11-14,-0.3513002994165762,1988,11,14,0,0
1988-11-15,-0.3513002994165762,1988,11,15,0,0
1988-11-16,-0.3513002994165762,1988,11,16,0,0
1988-11-17,-0.3513002994165762,1988,11,17,0,0
1988-11-18,-0.3513002994165762,1988,11,18,0,0
1988-11-19,-0.3513002994165762,1988,11,19,0,0
1988-11-20,-0.3513002994165762,1988,11,20,0,0
1988-11-21,-0.24307732440543978,1988,11,21,0,0
1988-11-22,-0.24307732440543978,1988,11,22,0,0
1988-11-23,-0.24307732440543978,1988,11,23,0,0
1988-11-24,-0.24307732440543978,1988,11,24,0,0
1988-11-25,-0.24307732440543978,1988,11,25,0,0
1988-11-26,-0.24307732440543978,1988,11,26,0,0
1988-11-27,-0.24307732440543978,1988,11,27,0,0
1988-11-28,-0.19367823732754233,1988,11,28,0,0
1988-11-29,-0.19367823732754233,1988,11,29,0,0
1988-11-30,-0.19367823732754233,1988,11,30,0,0
1988-12-01,-0.19367823732754233,1988,12,1,0,0
1988-12-02,-0.19367823732754233,1988,12,2,0,0
1988-12-03,-0.19367823732754233,1988,12,3,0,0
1988-12-04,-0.19367823732754233,1988,12,4,0,0
1988-12-05,-0.46421876740832657,1988,12,5,0,0
1988-12-06,-0.46421876740832657,1988,12,6,0,0
1988-12-07,-0.46421876740832657,1988,12,7,0,0
1988-12-08,-0.46421876740832657,1988,12,8,0,0
1988-12-09,-0.46421876740832657,1988,12,9,0,0
1988-12-10,-0.46421876740832657,1988,12,10,0,0
1988-12-11,-0.46421876740832657,1988,12,11,0,0
1988-12-12,-0.40068683132594185,1988,12,12,0,0
1988-12-13,-0.40068683132594185,1988,12,13,0,0
1988-12-14,-0.40068683132594185,1988,12,14,0,0
1988-12-15,-0.40068683132594185,1988,12,15,0,0
1988-12-16,-0.40068683132594185,1988,12,16,0,0
1988-12-17,-0.40068683132594185,1988,12,17,0,0
1988-12-18,-0.40068683132594185,1988,12,18,0,0
1988-12-19,-0.4837057347674927,1988,12,19,0,0
1988-12-20,-0.4837057347674927,1988,12,20,0,0
1988-12-21,-0.4837057347674927,1988,12,21,0,0
1988-12-22,-0.4837057347674927,1988,12,22,0,0
1988-12-23,-0.4837057347674927,1988,12,23,0,0
1988-12-24,-0.4837057347674927,1988,12,24,0,0
1988-12-25,-0.4837057347674927,1988,12,25,0,0
1988-12-26,-0.7010155387333608,1988,12,26,0,0
1988-12-27,-0.7010155387333608,1988,12,27,0,0
1988-12-28,-0.7010155387333608,1988,12,28,0,0
1988-12-29,-0.7010155387333608,1988,12,29,0,0
1988-12-30,-0.7010155387333608,1988,12,30,0,0
1988-12-31,-0.7010155387333608,1988,12,31,0,0
1989-01-01,-0.7010155387333608,1989,1,1,0,0
1989-01-02,-0.5459113117699951,1989,1,2,0,0
1989-01-03,-0.5459113117699951,1989,1,3,0,0
1989-01-04,-0.5459113117699951,1989,1,4,0,0
1989-01-05,-0.5459113117699951,1989,1,5,0,0
1989-01-06,-0.5459113117699951,1989,1,6,0,0
1989-01-07,-0.5459113117699951,1989,1,7,0,0
1989-01-08,-0.5459113117699951,1989,1,8,0,0
1989-01-09,-0.5101524547479555,1989,1,9,0,0
1989-01-10,-0.5101524547479555,1989,1,10,0,0
1989-01-11,-0.5101524547479555,1989,1,11,0,0
1989-01-12,-0.5101524547479555,1989,1,12,0,0
1989-01-13,-0.5101524547479555,1989,1,13,0,0
1989-01-14,-0.5101524547479555,1989,1,14,0,0
1989-01-15,-0.5101524547479555,1989,1,15,0,0
1989-01-16,-0.802712861891821,1989,1,16,0,0
1989-01-17,-0.802712861891821,1989,1,17,0,0
1989-01-18,-0.802712861891821,1989,1,18,0,0
1989-01-19,-0.802712861891821,1989,1,19,0,0
1989-01-20,-0.802712861891821,1989,1,20,0,0
1989-01-21,-0.802712861891821,1989,1,21,0,0
1989-01-22,-0.802712861891821,1989,1,22,0,0
1989-01-23,-0.7575009096647844,1989,1,23,0,0
1989-01-24,-0.7575009096647844,1989,1,24,0,0
1989-01-25,-0.7575009096647844,1989,1,25,0,0
1989-01-26,-0.7575009096647844,1989,1,26,0,0
1989-01-27,-0.7575009096647844,1989,1,27,0,0
1989-01-28,-0.7575009096647844,1989,1,28,0,0
1989-01-29,-0.7575009096647844,1989,1,29,0,0
1989-01-30,-0.6164810431708789,1989,1,30,0,0
1989-01-31,-0.6164810431708789,1989,1,31,0,0
1989-02-01,-0.6164810431708789,1989,2,1,0,0
1989-02-02,-0.6164810431708789,1989,2,2,0,0
1989-02-03,-0.6164810431708789,1989,2,3,0,0
1989-02-04,-0.6164810431708789,1989,2,4,0,0
1989-02-05,-0.6164810431708789,1989,2,5,0,0
1989-02-06,-0.5724316847341967,1989,2,6,0,0
1989-02-07,-0.5724316847341967,1989,2,7,0,0
1989-02-08,-0.5724316847341967,1989,2,8,0,0
1989-02-09,-0.5724316847341967,1989,2,9,0,0
1989-02-10,-0.5724316847341967,1989,2,10,0,0
1989-02-11,-0.5724316847341967,1989,2,11,0,0
1989-02-12,-0.5724316847341967,1989,2,12,0,0
1989-02-13,-0.7310736758576266,1989,2,13,0,0
1989-02-14,-0.7310736758576266,1989,2,14,0,0
1989-02-15,-0.7310736758576266,1989,2,15,0,0
1989-02-16,-0.7310736758576266,1989,2,16,0,0
1989-02-17,-0.7310736758576266,1989,2,17,0,0
1989-02-18,-0.7310736758576266,1989,2,18,0,0
1989-02-19,-0.7310736758576266,1989,2,19,0,0
1989-02-20,-0.4688935353606216,1989,2,20,0,0
1989-02-21,-0.4688935353606216,1989,2,21,0,0
1989-02-22,-0.4688935353606216,1989,2,22,0,0
1989-02-23,-0.4688935353606216,1989,2,23,0,0
1989-02-24,-0.4688935353606216,1989,2,24,0,0
1989-02-25,-0.4688935353606216,1989,2,25,0,0
1989-02-26,-0.4688935353606216,1989,2,26,0,0
1989-02-27,-0.7930111551677026,1989,2,27,0,0
1989-02-28,-0.7930111551677026,1989,2,28,0,0
1989-03-01,-0.7930111551677026,1989,3,1,0,0
1989-03-02,-0.7930111551677026,1989,3,2,0,0
1989-03-03,-0.7930111551677026,1989,3,3,0,0
1989-03-04,-0.7930111551677026,1989,3,4,0,0
1989-03-05,-0.7930111551677026,1989,3,5,0,0
1989-03-06,-0.9498483855541898,1989,3,6,0,0
1989-03-07,-0.9498483855541898,1989,3,7,0,0
1989-03-08,-0.9498483855541898,1989,3,8,0,0
1989-03-09,-0.9498483855541898,1989,3,9,0,0
1989-03-10,-0.9498483855541898,1989,3,10,0,0
1989-03-11,-0.9498483855541898,1989,3,11,0,0
1989-03-12,-0.9498483855541898,1989,3,12,0,0
1989-03-13,-0.8457930534193666,1989,3,13,0,0
1989-03-14,-0.8457930534193666,1989,3,14,0,0
1989-03-15,-0.8457930534193666,1989,3,15,0,0
1989-03-16,-0.8457930534193666,1989,3,16,0,0
1989-03-17,-0.8457930534193666,1989,3,17,0,0
1989-03-18,-0.8457930534193666,1989,3,18,0,0
1989-03-19,-0.8457930534193666,1989,3,19,0,0
1989-03-20,-0.7502447048017926,1989,3,20,0,0
1989-03-21,-0.7502447048017926,1989,3,21,0,0
1989-03-22,-0.7502447048017926,1989,3,22,0,0
1989-03-23,-0.7502447048017926,1989,3,23,0,0
1989-03-24,-0.7502447048017926,1989,3,24,0,0
1989-03-25,-0.7502447048017926,1989,3,25,0,0
1989-03-26,-0.7502447048017926,1989,3,26,0,0
1989-03-27,-0.91117590266539,1989,3,27,0,0
1989-03-28,-0.91117590266539,1989,3,28,0,0
1989-03-29,-0.91117590266539,1989,3,29,0,0
1989-03-30,-0.91117590266539,1989,3,30,0,0
1989-03-31,-0.91117590266539,1989,3,31,0,0
1989-04-01,-0.91117590266539,1989,4,1,0,0
1989-04-02,-0.91117590266539,1989,4,2,0,0
1989-04-03,-1.1217102067232438,1989,4,3,0,0
1989-04-04,-1.1217102067232438,1989,4,4,0,0
1989-04-05,-1.1217102067232438,1989,4,5,0,0
1989-04-06,-1.1217102067232438,1989,4,6,0,0
1989-04-07,-1.1217102067232438,1989,4,7,0,0
1989-04-08,-1.1217102067232438,1989,4,8,0,0
1989-04-09,-1.1217102067232438,1989,4,9,0,0
1989-04-10,-1.0471815460382117,1989,4,10,0,0
1989-04-11,-1.0471815460382117,1989,4,11,0,0
1989-04-12,-1.0471815460382117,1989,4,12,0,0
1989-04-13,-1.0471815460382117,1989,4,13,0,0
1989-04-14,-1.0471815460382117,1989,4,14,0,0
1989-04-15,-1.0471815460382117,1989,4,15,0,0
1989-04-16,-1.0471815460382117,1989,4,16,0,0
1989-04-17,-0.8216764952353942,1989,4,17,0,0
1989-04-18,-0.8216764952353942,1989,4,18,0,0
1989-04-19,-0.8216764952353942,1989,4,19,0,0
1989-04-20,-0.8216764952353942,1989,4,20,0,0
1989-04-21,-0.8216764952353942,1989,4,21,0,0
1989-04-22,-0.8216764952353942,1989,4,22,0,0
1989-04-23,-0.8216764952353942,1989,4,23,0,0
1989-04-24,-0.8258147299445642,1989,4,24,0,0
1989-04-25,-0.8258147299445642,1989,4,25,0,0
1989-04-26,-0.8258147299445642,1989,4,26,0,0
1989-04-27,-0.8258147299445642,1989,4,27,0,0
1989-04-28,-0.8258147299445642,1989,4,28,0,0
1989-04-29,-0.8258147299445642,1989,4,29,0,0
1989-04-30,-0.8258147299445642,1989,4,30,0,0
1989-05-01,-1.0329554277501887,1989,5,1,0,0
1989-05-02,-1.0329554277501887,1989,5,2,0,0
1989-05-03,-1.0329554277501887,1989,5,3,0,0
1989-05-04,-1.0329554277501887,1989,5,4,0,0
1989-05-05,-1.0329554277501887,1989,5,5,0,0
1989-05-06,-1.0329554277501887,1989,5,6,0,0
1989-05-07,-1.0329554277501887,1989,5,7,0,0
1989-05-08,-0.8721892436458847,1989,5,8,0,0
1989-05-09,-0.8721892436458847,1989,5,9,0,0
1989-05-10,-0.8721892436458847,1989,5,10,0,0
1989-05-11,-0.8721892436458847,1989,5,11,0,0
1989-05-12,-0.8721892436458847,1989,5,12,0,0
1989-05-13,-0.8721892436458847,1989,5,13,0,0
1989-05-14,-0.8721892436458847,1989,5,14,0,0
1989-05-15,-0.5294475513866151,1989,5,15,0,0
1989-05-16,-0.5294475513866151,1989,5,16,0,0
1989-05-17,-0.5294475513866151,1989,5,17,0,0
1989-05-18,-0.5294475513866151,1989,5,18,0,0
1989-05-19,-0.5294475513866151,1989,5,19,0,0
1989-05-20,-0.5294475513866151,1989,5,20,0,0
1989-05-21,-0.5294475513866151,1989,5,21,0,0
1989-05-22,-0.4965566748961858,1989,5,22,0,0
1989-05-23,-0.4965566748961858,1989,5,23,0,0
1989-05-24,-0.4965566748961858,1989,5,24,0,0
1989-05-25,-0.4965566748961858,1989,5,25,0,0
1989-05-26,-0.4965566748961858,1989,5,26,0,0
1989-05-27,-0.4965566748961858,1989,5,27,0,0
1989-05-28,-0.4965566748961858,1989,5,28,0,0
1989-05-29,-0.6537188832977483,1989,5,29,0,0
1989-05-30,-0.6537188832977483,1989,5,30,0,0
1989-05-31,-0.6537188832977483,1989,5,31,0,0
1989-06-01,-0.6537188832977483,1989,6,1,0,0
1989-06-02,-0.6537188832977483,1989,6,2,0,0
1989-06-03,-0.6537188832977483,1989,6,3,0,0
1989-06-04,-0.6537188832977483,1989,6,4,0,0
1989-06-05,-0.4619300403620396,1989,6,5,0,0
1989-06-06,-0.4619300403620396,1989,6,6,0,0
1989-06-07,-0.4619300403620396,1989,6,7,0,0
1989-06-08,-0.4619300403620396,1989,6,8,0,0
1989-06-09,-0.4619300403620396,1989,6,9,0,0
1989-06-10,-0.4619300403620396,1989,6,10,0,0
1989-06-11,-0.4619300403620396,1989,6,11,0,0
1989-06-12,-0.2919723088633976,1989,6,12,0,0
1989-06-13,-0.2919723088633976,1989,6,13,0,0
1989-06-14,-0.2919723088633976,1989,6,14,0,0
1989-06-15,-0.2919723088633976,1989,6,15,0,0
1989-06-16,-0.2919723088633976,1989,6,16,0,0
1989-06-17,-0.2919723088633976,1989,6,17,0,0
1989-06-18,-0.2919723088633976,1989,6,18,0,0
1989-06-19,0.2341462375891441,1989,6,19,0,0
1989-06-20,0.2341462375891441,1989,6,20,0,0
1989-06-21,0.2341462375891441,1989,6,21,0,0
1989-06-22,0.2341462375891441,1989,6,22,0,0
1989-06-23,0.2341462375891441,1989,6,23,0,0
1989-06-24,0.2341462375891441,1989,6,24,0,0
1989-06-25,0.2341462375891441,1989,6,25,0,0
1989-06-26,-0.1476661194228447,1989,6,26,0,0
1989-06-27,-0.1476661194228447,1989,6,27,0,0
1989-06-28,-0.1476661194228447,1989,6,28,0,0
1989-06-29,-0.1476661194228447,1989,6,29,0,0
1989-06-30,-0.1476661194228447,1989,6,30,0,0
1989-07-01,-0.1476661194228447,1989,7,1,0,0
1989-07-02,-0.1476661194228447,1989,7,2,0,0
1989-07-03,-0.22671702924528533,1989,7,3,0,0
1989-07-04,-0.22671702924528533,1989,7,4,0,0
1989-07-05,-0.22671702924528533,1989,7,5,0,0
1989-07-06,-0.22671702924528533,1989,7,6,0,0
1989-07-07,-0.22671702924528533,1989,7,7,0,0
1989-07-08,-0.22671702924528533,1989,7,8,0,0
1989-07-09,-0.22671702924528533,1989,7,9,0,0
1989-07-10,-0.22834603020396896,1989,7,10,0,0
1989-07-11,-0.22834603020396896,1989,7,11,0,0
1989-07-12,-0.22834603020396896,1989,7,12,0,0
1989-07-13,-0.22834603020396896,1989,7,13,0,0
1989-07-14,-0.22834603020396896,1989,7,14,0,0
1989-07-15,-0.22834603020396896,1989,7,15,0,0
1989-07-16,-0.22834603020396896,1989,7,16,0,0
1989-07-17,0.045586108133779266,1989,7,17,0,0
1989-07-18,0.045586108133779266,1989,7,18,0,0
1989-07-19,0.045586108133779266,1989,7,19,0,0
1989-07-20,0.045586108133779266,1989,7,20,0,0
1989-07-21,0.045586108133779266,1989,7,21,0,0
1989-07-22,0.045586108133779266,1989,7,22,0,0
1989-07-23,0.045586108133779266,1989,7,23,0,0
1989-07-24,0.13060793131931286,1989,7,24,0,0
1989-07-25,0.13060793131931286,1989,7,25,0,0
1989-07-26,0.13060793131931286,1989,7,26,0,0
1989-07-27,0.13060793131931286,1989,7,27,0,0
1989-07-28,0.13060793131931286,1989,7,28,0,0
1989-07-29,0.13060793131931286,1989,7,29,0,0
1989-07-30,0.13060793131931286,1989,7,30,0,0
1989-07-31,0.06954875716639419,1989,7,31,0,0
1989-08-01,0.06954875716639419,1989,8,1,0,0
1989-08-02,0.06954875716639419,1989,8,2,0,0
1989-08-03,0.06954875716639419,1989,8,3,0,0
1989-08-04,0.06954875716639419,1989,8,4,0,0
1989-08-05,0.06954875716639419,1989,8,5,0,0
1989-08-06,0.06954875716639419,1989,8,6,0,0
1989-08-07,0.13636335774815067,1989,8,7,0,0
1989-08-08,0.13636335774815067,1989,8,8,0,0
1989-08-09,0.13636335774815067,1989,8,9,0,0
1989-08-10,0.13636335774815067,1989,8,10,0,0
1989-08-11,0.13636335774815067,1989,8,11,0,0
1989-08-12,0.13636335774815067,1989,8,12,0,0
1989-08-13,0.13636335774815067,1989,8,13,0,0
1989-08-14,0.1359057580154329,1989,8,14,0,0
1989-08-15,0.1359057580154329,1989,8,15,0,0
1989-08-16,0.1359057580154329,1989,8,16,0,0
1989-08-17,0.1359057580154329,1989,8,17,0,0
1989-08-18,0.1359057580154329,1989,8,18,0,0
1989-08-19,0.1359057580154329,1989,8,19,0,0
1989-08-20,0.1359057580154329,1989,8,20,0,0
1989-08-21,0.1397482564307015,1989,8,21,0,0
1989-08-22,0.1397482564307015,1989,8,22,0,0
1989-08-23,0.1397482564307015,1989,8,23,0,0
1989-08-24,0.1397482564307015,1989,8,24,0,0
1989-08-25,0.1397482564307015,1989,8,25,0,0
1989-08-26,0.1397482564307015,1989,8,26,0,0
1989-08-27,0.1397482564307015,1989,8,27,0,0
1989-08-28,-0.24394274273994312,1989,8,28,0,0
1989-08-29,-0.24394274273994312,1989,8,29,0,0
1989-08-30,-0.24394274273994312,1989,8,30,0,0
1989-08-31,-0.24394274273994312,1989,8,31,0,0
1989-09-01,-0.24394274273994312,1989,9,1,0,0
1989-09-02,-0.24394274273994312,1989,9,2,0,0
1989-09-03,-0.24394274273994312,1989,9,3,0,0
1989-09-04,-0.5459698298252833,1989,9,4,0,0
1989-09-05,-0.5459698298252833,1989,9,5,0,0
1989-09-06,-0.5459698298252833,1989,9,6,0,0
1989-09-07,-0.5459698298252833,1989,9,7,0,0
1989-09-08,-0.5459698298252833,1989,9,8,0,0
1989-09-09,-0.5459698298252833,1989,9,9,0,0
1989-09-10,-0.5459698298252833,1989,9,10,0,0
1989-09-11,-0.3212792997959581,1989,9,11,0,0
1989-09-12,-0.3212792997959581,1989,9,12,0,0
1989-09-13,-0.3212792997959581,1989,9,13,0,0
1989-09-14,-0.3212792997959581,1989,9,14,0,0
1989-09-15,-0.3212792997959581,1989,9,15,0,0
1989-09-16,-0.3212792997959581,1989,9,16,0,0
1989-09-17,-0.3212792997959581,1989,9,17,0,0
1989-09-18,-0.25193887867957226,1989,9,18,0,0
1989-09-19,-0.25193887867957226,1989,9,19,0,0
1989-09-20,-0.25193887867957226,1989,9,20,0,0
1989-09-21,-0.25193887867957226,1989,9,21,0,0
1989-09-22,-0.25193887867957226,1989,9,22,0,0
1989-09-23,-0.25193887867957226,1989,9,23,0,0
1989-09-24,-0.25193887867957226,1989,9,24,0,0
1989-09-25,-0.33465919563561475,1989,9,25,0,0
1989-09-26,-0.33465919563561475,1989,9,26,0,0
1989-09-27,-0.33465919563561475,1989,9,27,0,0
1989-09-28,-0.33465919563561475,1989,9,28,0,0
1989-09-29,-0.33465919563561475,1989,9,29,0,0
1989-09-30,-0.33465919563561475,1989,9,30,0,0
