Date,Prijsindex verkoopprijzen|Prijsindex bestaande koopwoningen,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. voorgaande periode,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. een jaar eerder,Aantal verkochte woningen|Aantal verkochte woningen,Aantal verkochte woningen|Ontwikkeling  t.o.v. voorgaande periode,Aantal verkochte woningen|Ontwikkeling  t.o.v. een jaar eerder,Gemiddelde verkoopprijs,Totale waarde verkoopprijzen,Year,Month,Day,Hour,Minute
2021-01,163.4,15.2,15.2,226087.0,-4.0,-4.0,386714.0,87431.0,2021,1,1,0,0
2022-01,181.3,3.1,21.1,14053.0,-31.6,-42.7,434886.0,6111.0,2022,1,1,0,0
2022-02,182.1,0.4,20.2,14037.0,-0.1,-16.8,419361.0,5887.0,2022,2,1,0,0
2022-03,183.9,1.0,19.5,15833.0,12.8,-37.3,426183.0,6748.0,2022,3,1,0,0
2022-04,185.9,1.1,19.7,15972.0,0.9,-15.7,429020.0,6852.0,2022,4,1,0,0
2022-05,188.2,1.2,18.8,15749.0,-1.4,-2.3,429077.0,6758.0,2022,5,1,0,0
2022-06,188.3,0.1,16.6,15661.0,-0.6,-11.6,428932.0,6718.0,2022,6,1,0,0
2022-07,189.2,0.5,14.5,16417.0,4.8,-13.8,445241.0,7310.0,2022,7,1,0,0
2022-08,189.0,-0.1,11.9,16405.0,-0.1,-4.9,446263.0,7321.0,2022,8,1,0,0
2022-09,187.6,-0.7,9.4,17631.0,7.5,0.3,437996.0,7722.0,2022,9,1,0,0
2022-10,186.7,-0.5,7.8,14863.0,-15.7,-8.2,428079.0,6363.0,2022,10,1,0,0
2022-11,184.9,-1.0,4.9,15146.0,1.9,-5.6,423124.0,6409.0,2022,11,1,0,0
2022-12,180.6,-2.3,2.7,21336.0,40.9,3.8,401436.0,8565.0,2022,12,1,0,0
2022-01,185.6,13.6,13.6,193103.0,-14.6,-14.6,428591.0,82762.0,2022,1,1,0,0
2023-01,183.3,1.5,1.1,13126.0,-38.5,-6.6,424681.0,5574.0,2023,1,1,0,0
2023-02,180.6,-1.5,-0.8,11858.0,-9.7,-15.5,410189.0,4864.0,2023,2,1,0,0
2023-03,179.6,-0.5,-2.3,15453.0,30.3,-2.4,415141.0,6415.0,2023,3,1,0,0
2023-04,177.7,-1.1,-4.4,12816.0,-17.1,-19.8,401374.0,5144.0,2023,4,1,0,0
2023-05,177.6,-0.1,-5.6,15099.0,17.8,-4.1,403913.0,6099.0,2023,5,1,0,0
2023-06,178.0,0.2,-5.5,16585.0,9.8,5.9,412943.0,6849.0,2023,6,1,0,0
2023-07,178.9,0.5,-5.5,14925.0,-10.0,-9.1,413917.0,6178.0,2023,7,1,0,0
2023-08,180.0,0.6,-4.8,15934.0,6.8,-2.9,416595.0,6638.0,2023,8,1,0,0
2023-09,181.0,0.6,-3.5,16089.0,1.0,-8.7,422175.0,6792.0,2023,9,1,0,0
2023-10,182.4,0.7,-2.3,15705.0,-2.4,5.7,424521.0,6667.0,2023,10,1,0,0
2023-11,183.2,0.5,-0.9,15248.0,-2.9,0.7,421284.0,6424.0,2023,11,1,0,0
2023-12,183.5,0.2,1.6,19565.0,28.3,-8.3,422372.0,8264.0,2023,12,1,0,0
2023-01,180.5,-2.8,-2.8,182403.0,-5.5,-5.5,416153.0,75908.0,2023,1,1,0,0
,,,,,,,,,,,,,
