,LoadConsumption,Beroepsbevolking|Seizoengecorrigeerd,Werkzame beroepsbevolking|Seizoengecorrigeerd,Werkloze beroepsbevolking|Seizoengecorrigeerd,Prijsindex verkoopprijzen|Prijsindex bestaande koopwoningen,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. voorgaande periode,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. een jaar eerder,Aantal verkochte woningen|Aantal verkochte woningen,Aantal verkochte woningen|Ontwikkeling  t.o.v. voorgaande periode,Aantal verkochte woningen|Ontwikkeling  t.o.v. een jaar eerder,Gemiddelde verkoopprijs,Totale waarde verkoopprijzen,CPI | 2015 = 100,CPI afgeleid | 2015 = 100,Jaarmutatie CPI | %,Jaarmutatie CPI afgeleid | %,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bruto binnenlands product,"Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bbp, gecorrigeerd voor werkdageneffecten",Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Totaal,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Goederen,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Diensten,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Huishoudens,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Overheid,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Bedrijven en huishoudens,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Overheid,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Goederen,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Diensten,"Crude oil, average | ($/bbl)","Crude oil, Brent | ($/bbl)","Crude oil, Dubai | ($/bbl)","Crude oil, WTI | ($/bbl)","Coal, Australian | ($/mt)","Coal, South African ** | ($/mt)","Natural gas, US | ($/mmbtu)","Natural gas, Europe | ($/mmbtu)","Liquefied natural gas, Japan | ($/mmbtu)",Natural gas index | (2010=100),euro per m3,euro per m3.1,euro per m3.2,euro per kWh,euro per kWh.1,euro per kWh.2,nat,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,sic,NAO
Gemiddelde verkoopprijs,-0.07054757844850922,0.8945894511625568,0.9517999748864476,-0.7604168447465497,0.988033934333419,0.22106719531744187,0.4761604471996233,0.2737961332947701,0.08182513707592948,-0.23376182333014286,1.0,0.5371188505249969,0.8890980118284424,0.8955757829255686,0.6257657137838085,0.5508054267415177,-0.37440637674740884,-0.48704837615292884,-0.6170746369628671,-0.30597848160624547,-0.15513246837167316,-0.49410554469665435,-0.37440637674740884,-0.29180267515209785,-0.6278015108832117,-0.734575147415621,0.16456859171750285,0.02485489104769745,-0.09486554529050945,0.7377944918419389,-0.16200668663898077,-0.4038171962710973,0.0471837205948006,-0.7307487839693222,-0.028431109533828883,-0.041388932538614705,-0.01796251699216167,-0.024705827426676152,0.6974644931165993,0.5916926592877051,-0.15048673149035768,0.3792572747182004,0.1990391034770596,0.15954008146330942,0.9355381820764689,0.9332373613997031,0.7179546513704086,0.09210141469523044,0.8457512437257361,0.7914683942376917,0.40862697221860333,0.025296715650437517,0.029427474095531307,-0.02324594832250755,0.076777609422954,0.0692735171342713,0.0005963864963756567,0.07043994171595243,-0.008046638941497136,-0.037110512154682654,-0.04039985017945081,-0.015326820126814609,-0.03280818044623446,-0.006250375119126407,0.029193989538861435,0.8193085468847604,0.027535360149927267,0.8197608090403461,0.21211270443860375,0.007276153631195945
Totale waarde verkoopprijzen,0.015270405128025997,0.4571958060818587,0.4936801999891842,-0.4163869419003538,0.5062091451723655,0.3919260761895432,0.40852523961124426,0.9134174891033813,-0.1276927644360117,0.014489905691613713,0.5371188505249969,1.0,0.446572151723043,0.43655828855698686,0.232245462689502,0.22247634504553568,-0.12704851688502813,-0.14994464719793751,-0.22079208225415964,-0.11130749690678249,0.014599845960634131,-0.2559635266958063,-0.12704851688502813,-0.08405633069781063,-0.2241073123164314,-0.31606261012619097,0.18245397831565122,0.07186593047200923,0.005327435088532137,0.42845714402399804,-0.12923726111092249,-0.14846556303133374,0.08312987284012714,-0.3445383495727533,-0.23977642691417178,-0.24600641765213338,-0.2394800479713112,-0.22838817361912245,0.25983922395058895,0.22419677749714112,-0.07396200792538003,0.06876781716132585,-0.059573225941099636,0.014363378067395379,0.45800760870895635,0.4708858614191461,0.26522575515074803,-0.039380405443835434,0.35146434119418996,0.3050587192156062,0.16381203427047447,0.03885583756469932,0.021335352605155598,0.021542318143962732,-0.2124477483703313,-0.1690982791205242,0.03609070286003138,-0.23522666420638194,-0.013050686355966689,0.0698492192719182,0.030938669481688972,-0.03762071884713895,0.09336449346748019,0.004673845027491469,-0.26289107023052083,0.47024918288823164,-0.24038954843393465,0.4634663211180424,0.22817065552032,0.13430478784229882
CPI | 2015 = 100,-0.025570027157566375,0.9846311524770472,0.949592639160767,-0.46254963925244547,0.8478545948047835,0.11793858415818402,0.2638599299967868,0.18997927749305352,0.14468678606949495,-0.05160520089257932,0.8890980118284424,0.446572151723043,1.0,0.9965578422676156,0.5544774762080054,0.39582256176346686,-0.35902589934467777,-0.48410489508212823,-0.6001912727419078,-0.293845035910318,-0.16298583337523131,-0.4422272354447157,-0.35902589934467777,-0.33511820455814856,-0.6524857518567344,-0.6558001891363282,-0.11320470029215249,-0.020122430431811236,-0.11370063214917434,0.5962243101127989,-0.034183149757989695,-0.35550236400125446,-0.012472486733713912,-0.6297574621121663,-0.005403610101201982,-0.005737621286210827,0.024596751228252174,-0.03724217929693767,0.6113313843262695,0.49122485081393213,-0.4330737350156837,0.28924547847656096,0.3508922484399506,-0.05657033122296532,0.9062629848041844,0.8947029114050469,0.700093269510781,0.24597662429193798,0.7529723744106798,0.7650140367960899,0.42859033612099023,0.030268099329386577,0.03540892905895979,-0.017243557218310928,0.08125883672169747,0.07600871130595498,0.004650927192439798,0.07330654637910196,0.001063436880996665,-0.03359756505463705,-0.030684071934818046,-0.004100262135680575,-0.03526100056945096,-0.0034228272059975105,0.050274587446841705,0.9435397639542401,0.04795830511885941,0.9445072331848818,0.15219171575182794,0.044885815374178205
CPI afgeleid | 2015 = 100,-0.03569921369719179,0.9801605859096232,0.9492590986636422,-0.4756173566567104,0.858348816834454,0.09547638442082403,0.2591328724984968,0.17216337425582443,0.1329074329432274,-0.07152906430457794,0.8955757829255686,0.43655828855698686,0.9965578422676156,1.0,0.5881148704486678,0.4303427322692479,-0.3651165644441984,-0.49368034288859997,-0.6086456349588257,-0.2966041246930356,-0.17078158450038206,-0.4422180147579869,-0.3651165644441984,-0.34206239518944365,-0.6643884059096097,-0.6674765368397975,-0.11665052719332661,-0.026311446804154814,-0.12071616677427419,0.5992942575143679,-0.0509030639855249,-0.35700852800884114,-0.006995540607131603,-0.6348345577859023,0.02809958406330796,0.027410863849313353,0.05723478078240932,-0.0030777189205179237,0.650418493759626,0.5329078498272104,-0.40133195750241896,0.334153427497735,0.38582541188200237,-0.011542962898979905,0.9157614249137355,0.9041003093653708,0.7235208826493787,0.23526339967705787,0.7739229052192164,0.7843128467478785,0.42643430864460236,0.028231387851794024,0.03293153704586993,-0.018831827969857464,0.08095250811429967,0.07435097991715142,0.003006096693578609,0.07349025539186983,0.0006765046876146556,-0.032546626862709115,-0.03051770725352012,-0.004912149453069595,-0.03366780873375293,-0.0046790260704997425,0.046964501106706975,0.9323480769171684,0.04471740292572355,0.9332306193335892,0.15678732327799735,0.04446009100782707
Jaarmutatie CPI | %,-0.10117251649371038,0.5486936075449511,0.6028819142098113,-0.53902085462059,0.6555619334554761,-0.14219342228317303,0.1406348440741352,-0.02354225882686735,0.03750261010472737,-0.38655158593030803,0.6257657137838085,0.232245462689502,0.5544774762080054,0.5881148704486678,1.0,0.9362701000984026,-0.2773278578442697,-0.3881670840129931,-0.4196547865917359,-0.2120547721618834,-0.27529332303205095,-0.25314814244833905,-0.2773278578442697,-0.19834269516303213,-0.514430902037224,-0.5416694173459282,-0.026881897453746466,-0.007466016339524406,-0.06743722961605075,0.3542449023302049,-0.21097462045909665,-0.2996849816966603,-0.10199166073687617,-0.40875546034724036,0.44261800136520113,0.4425821303303253,0.4531342088066368,0.42253123721680014,0.7808886895131112,0.7423167673197815,0.14032816631805473,0.6935240721276558,0.6072848585587535,0.5227155645854735,0.6721420731097872,0.6347260180296123,0.709769376035738,0.14684943399962472,0.6618848304243108,0.6820295258252486,0.16286076298584415,-0.00956573303048429,-0.008523374165831887,-0.023333488582023967,0.004005173225719392,-0.0053205462353240075,-0.01066972511608822,0.003978571742005298,-0.004558405882274339,-0.012830074205329112,-0.025921966789911714,-0.020955903839133375,0.0013488485728374484,-0.008621606859431271,-0.011882857117395146,0.4236882378839618,-0.015978212993581004,0.42309147355132776,0.18796731936281758,0.012503273694865962
Jaarmutatie CPI afgeleid | %,-0.11690359573273873,0.38330079347157897,0.4745309075239284,-0.5802909646604789,0.5902545979873127,-0.10025148370802174,0.21261869304088202,0.016339897016950402,0.010718150970208694,-0.38832223830980966,0.5508054267415177,0.22247634504553568,0.39582256176346686,0.4303427322692479,0.9362701000984026,1.0,-0.1907305752951589,-0.28674518798048615,-0.30851996024287803,-0.13508838997765632,-0.20315360766425872,-0.1998217575540153,-0.1907305752951589,-0.1281843957422788,-0.4198628796704956,-0.47122881783215737,0.03439237916018317,0.047703067751543024,-0.009304410775292336,0.3358460274036882,-0.2527930450646513,-0.21145558350320226,-0.002304249945107522,-0.35293567863792924,0.40768500920776785,0.4068084187877681,0.4078572466735818,0.40037246890825223,0.7390031786640654,0.7330423196714734,0.2628050369070845,0.6487807070224128,0.48330579076178504,0.5647652507844673,0.5594026409733468,0.5237492268555292,0.6157403796531263,0.02584462971081351,0.5699979057033674,0.5660717017612495,0.11854715021759846,-0.01256891594733099,-0.009956544745108004,-0.020070228091467638,0.007651078688217715,-0.001407539387298175,-0.012523247524961083,0.008528344581785368,-0.0030336535900731703,-0.013785055250404884,-0.02890470204760742,-0.021473372950633153,0.003072764349270399,-0.005273865480875376,-0.03725660407161836,0.27438942083657486,-0.040425672870084924,0.2731761416837697,0.16767110256546372,-0.005005468228149386
Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Totaal,0.10246787637481744,-0.4087533922553462,-0.41874812442558185,0.2861977435254251,-0.3930379997790608,0.14857719146678697,0.05103529610069827,0.06723647650844533,0.010388712462632243,0.3191600852394991,-0.37440637674740884,-0.12704851688502813,-0.35902589934467777,-0.3651165644441984,-0.2773278578442697,-0.1907305752951589,1.0,0.8381184017101234,0.7818561009445744,0.9535915787079354,0.6524252966538363,0.753072964968755,1.0,0.8425879149964446,0.6460641082512769,0.6687825839026529,-0.035105934353992334,0.6742124662079702,0.7166508970008664,-0.26331790567033847,0.2913013152603128,0.7710008391850554,0.5356840334039679,0.5547039907115222,0.055475720426553285,0.05535418362423687,0.031350513178931436,0.08049750144942419,-0.25092233322946644,-0.20077833356678648,0.21376924195117383,-0.25516281185162143,-0.2377821972045012,-0.035951936497502245,-0.38487399074539475,-0.3955432117307235,-0.27969726781647003,-0.04739240634555953,-0.4649492615031135,-0.3798440084908995,-0.11027361302410775,-0.013506868049147826,-0.01573025857854474,-0.01505682709052286,-0.013360147586571452,-0.012131143293622334,0.004448770425034699,-0.01316125933631913,-0.004854588977608682,-0.011099425797748861,-0.010207158128928012,0.0020028927223270277,-0.008459977947289426,-0.015538310773599743,0.047468273306154295,-0.3241450923595278,0.04573682358223787,-0.3227673153247681,-0.2221279311084068,0.07691861418588303
Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bruto binnenlands product,0.12313558845096391,-0.5284912718963978,-0.5257263384381423,0.3099886135679699,-0.5077432634920783,0.19452196776117897,0.09166059140416727,0.11640065297863132,-0.03138986464484876,0.3636811559676125,-0.48704837615292884,-0.14994464719793751,-0.48410489508212823,-0.49368034288859997,-0.3881670840129931,-0.28674518798048615,0.8381184017101234,1.0,0.9443082279464556,0.6810220515174616,0.6510892653110417,0.47176755847658186,0.8381184017101233,0.6791777020331936,0.8552073690915829,0.8459907547840293,0.11493700222420727,0.48054264239458566,0.5463711552504179,-0.3238282781387167,0.3553689331099304,0.7511704756200623,0.4473507315946045,0.6734349081884264,-0.0420159323155256,-0.043597797623650514,-0.07600976109961706,-0.002798137021531048,-0.3618545040612801,-0.2974362861343151,0.28486541301067597,-0.3348671047409758,-0.3585540293115756,-0.042834561823954884,-0.4972002207818067,-0.49651925949136355,-0.4368016317303537,-0.10361548349079937,-0.6248153179505199,-0.5398595860393234,-0.17072344386506122,-0.003030237162244407,-0.0007545281799643621,-0.007070873385690548,0.03131086250417471,0.03748225656392913,0.009515292271391085,0.029418598731814412,-0.001797594383838245,-0.010146154024378773,-0.006158351665906409,0.007983760518618332,-0.007670688859413551,-0.004519716621975387,0.03668858432538163,-0.4278227201970005,0.03266203664373936,-0.42676580125687913,-0.28795639618953006,0.05366274278173949
"Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bbp, gecorrigeerd voor werkdageneffecten",0.11882560310886849,-0.640728904633434,-0.6336984470246437,0.36171384786165933,-0.6307130098106403,0.11705264214678822,0.007551414251413788,0.06511158994936828,-0.06706707083363046,0.33602541272889147,-0.6170746369628671,-0.22079208225415964,-0.6001912727419078,-0.6086456349588257,-0.4196547865917359,-0.30851996024287803,0.7818561009445744,0.9443082279464556,1.0,0.6388701836704278,0.5830750018854783,0.5109480662817475,0.7818561009445744,0.6427244278509135,0.8360726076403918,0.8574515546054878,0.0382796692185392,0.4168999955093876,0.49760066408669723,-0.41865209767127354,0.3607383276487291,0.7147909717082416,0.32126965698172505,0.7565875499926796,-0.02221353722727794,-0.019190660126536547,-0.05313778492236748,0.008173333819588655,-0.41220946674678005,-0.33258613414642413,0.3181542004189108,-0.32682482432682675,-0.3177440431148633,-0.022346653836273603,-0.6099711628031316,-0.6176430726101092,-0.5021900828280219,-0.07025506217214979,-0.7166862978065117,-0.6132547492944284,-0.2563506522708759,-0.007704923626072239,-0.008913838725771062,-0.0027288949434676807,-0.0157220732377604,-0.007283917681053648,0.011292672576529744,-0.015178384750244706,-0.002248820052728187,0.014463820328350396,0.014224112240269936,0.006680717152277249,0.015469036089086334,0.0017261756658811603,-0.011411446732850774,-0.5418100551473146,-0.015400803013151654,-0.5420319381585862,-0.24935580524361342,0.06696197992156566
Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Totaal,0.08203309796123676,-0.3421892971969321,-0.35364733790842695,0.2513851889098896,-0.31746803716813937,0.09301002071497588,0.0020700494109576976,0.029993793013337617,0.026990127720826006,0.2611682983214925,-0.30597848160624547,-0.11130749690678249,-0.293845035910318,-0.2966041246930356,-0.2120547721618834,-0.13508838997765632,0.9535915787079354,0.6810220515174616,0.6388701836704278,1.0,0.6429966307233694,0.7854955381435073,0.9535915787079354,0.7906128564210598,0.48384560493739504,0.5124884096287623,-0.09776789733373914,0.6469590832143755,0.6809849851395665,-0.22815312587527262,0.24370017861203253,0.7685575618349993,0.5813614487771112,0.4778888073692266,0.09428185162884534,0.09517476166476745,0.07699464754017749,0.11003568622081322,-0.17752035200070276,-0.13896115245054536,0.16752547013495916,-0.18816620655283356,-0.15317812406310535,-0.02447461090473492,-0.3194011554044813,-0.3394511384269093,-0.1988003821869272,-0.02612508607392175,-0.3523877001722092,-0.28391199306260023,-0.02570182696326042,-0.013089396976121563,-0.018986331232562107,-0.01182960842511939,-0.053005102120063104,-0.0486624566835465,0.000805398285066062,-0.05314595640688187,-0.008393446146843182,-0.010724784711399612,-0.014431922452314824,-0.00516403202072131,-0.0038612573453266573,-0.01775059818327891,0.04121613722975997,-0.27500835480147706,0.04040347957646208,-0.27379545557150314,-0.17183848125136136,0.05776363644998008
Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Goederen,0.06224954129388282,-0.23069067480408117,-0.23788363472939653,0.16741362487753633,-0.17574636625721185,0.1916320297775976,0.17928473994087107,0.16204444213461194,-0.0024838890909815257,0.34152018852287797,-0.15513246837167316,0.014599845960634131,-0.16298583337523131,-0.17078158450038206,-0.27529332303205095,-0.20315360766425872,0.6524252966538363,0.6510892653110417,0.5830750018854783,0.6429966307233694,1.0,0.17233103524227367,0.6524252966538363,0.38168537507385036,0.44962067609979217,0.41368678121144353,0.061047782239404325,0.301973369066765,0.3199805015628206,-0.020620290521521437,0.3531390558315818,0.7553891030468454,0.798453020708271,0.3052245820729854,-0.23188859818913618,-0.23557997211656986,-0.25280563470893214,-0.20063332125290578,-0.2228449105099685,-0.2344605402274542,0.08015252535712694,-0.2844993759014921,-0.3602705761672647,-0.12921052401033994,-0.18646836687172094,-0.19446869413840337,-0.20952470322727096,-0.03486735598255757,-0.26594172478241124,-0.21187139720357398,0.13358698996398186,0.008364711975273546,0.009514006630704855,-0.008926329874723067,0.019087719013355466,0.018860996390839813,0.011194502407425982,0.01775500628145371,0.004720680578714488,-0.034057445391301865,-0.0295024561937253,-0.0005761841225839144,-0.0389641117655228,-0.008497751065022787,-0.01391760908698023,-0.13620271562335706,-0.013701264130327153,-0.13652870071854964,-0.22993933906734051,-0.07066607976705339
Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Diensten,0.05420077853454061,-0.4505076634315598,-0.4691850029399128,0.34468260166881376,-0.48938559843965723,-0.07860362875614486,-0.20489502196157855,-0.1189114333582043,0.0020161862400409672,0.08813451724165058,-0.49410554469665435,-0.2559635266958063,-0.4422272354447157,-0.4422180147579869,-0.25314814244833905,-0.1998217575540153,0.753072964968755,0.47176755847658186,0.5109480662817475,0.7854955381435073,0.17233103524227367,1.0,0.7530729649687549,0.7727715767554714,0.4917957262465242,0.5462114729055316,-0.08765986861642872,0.5976220967669502,0.6485292763064471,-0.38974375634170955,0.012821305431786922,0.4495384024127919,0.12710272503836378,0.5500884889092731,0.17702702385191915,0.18191049875824938,0.16952428348813214,0.17614945125555956,-0.2553076030951098,-0.19391711054415112,0.12949250667438028,-0.16341761952718922,-0.08241682641018608,-0.03605941828539012,-0.476583251717291,-0.4888054708054496,-0.27770535994567036,0.013965249368619056,-0.43265752640065075,-0.38442714791241334,-0.294604375500015,-0.02453960478879506,-0.031210555609457135,0.002850214644724868,-0.06124710380938897,-0.057183336393094884,-0.0033620819626226307,-0.05952417527198116,-0.0011646535881837956,0.010376261947984943,0.009672200295127244,0.0008092133708917935,0.012917520047182674,-0.007047246170610122,0.0119674906222689,-0.4168478001033819,0.014544899668527558,-0.41629297928006626,-0.10886809488357016,0.13392375290683975
Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Totaal,0.10246787637481744,-0.4087533922553462,-0.41874812442558185,0.2861977435254251,-0.3930379997790608,0.14857719146678697,0.05103529610069827,0.06723647650844533,0.010388712462632243,0.3191600852394991,-0.37440637674740884,-0.12704851688502813,-0.35902589934467777,-0.3651165644441984,-0.2773278578442697,-0.1907305752951589,1.0,0.8381184017101233,0.7818561009445744,0.9535915787079354,0.6524252966538363,0.7530729649687549,1.0,0.8425879149964446,0.6460641082512769,0.6687825839026529,-0.035105934353992334,0.6742124662079702,0.7166508970008664,-0.26331790567033847,0.2913013152603128,0.7710008391850554,0.5356840334039679,0.5547039907115222,0.055475720426553285,0.05535418362423687,0.031350513178931436,0.08049750144942419,-0.25092233322946644,-0.20077833356678648,0.21376924195117383,-0.25516281185162143,-0.2377821972045012,-0.035951936497502245,-0.38487399074539475,-0.3955432117307235,-0.27969726781647003,-0.04739240634555953,-0.4649492615031135,-0.3798440084908995,-0.11027361302410775,-0.013506868049147826,-0.01573025857854474,-0.01505682709052286,-0.013360147586571452,-0.012131143293622334,0.004448770425034699,-0.01316125933631913,-0.004854588977608682,-0.011099425797748861,-0.010207158128928012,0.0020028927223270277,-0.008459977947289426,-0.015538310773599743,0.047468273306154295,-0.3241450923595278,0.04573682358223787,-0.3227673153247681,-0.2221279311084068,0.07691861418588303
Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal,0.0876792751566695,-0.3517224170517705,-0.3225370002944703,0.1020041531059615,-0.2969436507389464,0.10266433777837639,0.09755026213128386,0.09512974831220826,-0.00840657429928912,0.10692625219265124,-0.29180267515209785,-0.08405633069781063,-0.33511820455814856,-0.34206239518944365,-0.19834269516303213,-0.1281843957422788,0.8425879149964446,0.6791777020331936,0.6427244278509135,0.7906128564210598,0.38168537507385036,0.7727715767554714,0.8425879149964446,1.0,0.6404833563916535,0.5957631452703784,0.19046544612347982,0.8652521344270288,0.8878633888768538,-0.22108658112759827,0.19288122374784164,0.3574195599770025,0.2219898203924313,0.3072680793977718,-0.02526965638415089,-0.02901700713430418,-0.050630893573994126,0.006728508733724689,-0.23641573129671636,-0.19829762236585918,0.23474524966599644,-0.2392836198715679,-0.3022768033623388,-0.01614393885769539,-0.3014949279962602,-0.31171298558146826,-0.27712243376014223,-0.02287322663322297,-0.3907211611617377,-0.3535988824596156,-0.19375535861653329,-0.020576041920708662,-0.02827189278634431,-0.016472989400505598,-0.00940045387488148,-0.008291384545334046,0.004273432445901766,-0.008413553554507095,-0.007769217148291561,-0.01043554592256376,-0.012922850581399956,-0.0018092137518260424,-0.0011407804691772408,-0.01574267251683018,0.06956539294581454,-0.3047938174723954,0.06826461876037773,-0.30280397532964326,-0.15346028053927557,0.11422216184602006
Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Totaal,0.10883377616298982,-0.6555523118318001,-0.6316949492401494,0.3062860714254845,-0.62627723974505,0.07886161137895002,0.003719957288952878,0.07125199610159186,-0.07880095835299722,0.17262935358876091,-0.6278015108832117,-0.2241073123164314,-0.6524857518567344,-0.6643884059096097,-0.514430902037224,-0.4198628796704956,0.6460641082512769,0.8552073690915829,0.8360726076403918,0.48384560493739504,0.44962067609979217,0.4917957262465242,0.6460641082512769,0.6404833563916535,1.0,0.9284936260810522,0.3609038828808311,0.3327819701412244,0.4069924391706142,-0.41778829595956224,0.26691927197601245,0.5046962936583449,0.17872245337539525,0.6802866067141423,-0.2002097314578922,-0.20610903067003175,-0.2324388805327239,-0.1549380247666474,-0.53551797177977,-0.47444320186851613,0.2738620336947537,-0.42893438322373173,-0.4841658622838863,-0.11355815076184499,-0.6431371922473585,-0.6383703029856395,-0.6146967539960495,-0.07624329868740268,-0.714026234133443,-0.6984433350264458,-0.35100912121477906,-0.01576456363794236,-0.0172054610956668,-0.0006523955508253693,0.009730337776043249,0.01374578023906928,0.010115491706377922,0.011801046241707979,0.0011046895794653525,-0.009208544312692803,-0.0035648593713910317,0.00473355650356667,-0.0052726271552479605,-0.0004155715124310888,0.029107989794417304,-0.5813779596885555,0.027030790224545076,-0.5804187389149784,-0.26533417551177657,0.058045480790939234
Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Huishoudens,0.12142429755866158,-0.6575205577783704,-0.6814697968450824,0.49009982885411363,-0.7569011196515585,0.019192333687871006,-0.09864027573448746,-0.01580988344519886,-0.06857917845065412,0.2751669842960679,-0.734575147415621,-0.31606261012619097,-0.6558001891363282,-0.6674765368397975,-0.5416694173459282,-0.47122881783215737,0.6687825839026529,0.8459907547840293,0.8574515546054878,0.5124884096287623,0.41368678121144353,0.5462114729055316,0.6687825839026529,0.5957631452703784,0.9284936260810522,1.0,0.00500717737237914,0.2893136150455453,0.39654675071114787,-0.6100891224637834,0.3788950042600096,0.5651941545000702,0.12693826236474315,0.7809176753261304,-0.11421136871518504,-0.10871302779637779,-0.1327150093319699,-0.09813417214594305,-0.53995151283063,-0.4510540893496347,0.12209010000387684,-0.4607145790868245,-0.33942583845792507,-0.21263547709369185,-0.744965320084692,-0.7518508580107641,-0.6735374631205522,-0.10841240685095418,-0.831431997532074,-0.7695507449142471,-0.3711459161382128,-0.023052151588503222,-0.02167270835481917,-0.003546429532340669,0.011674089287929422,0.01230135594404698,0.008410456110541328,0.014897523373607922,0.006900460786134342,-0.006633641857863959,0.0033304217300958393,0.013300466996705455,-0.009654966621741755,0.005583192207346318,0.04305473575557482,-0.5459639747404372,0.03996481801902586,-0.5446623821400526,-0.32466552924019243,0.07303100375867906
Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Overheid,-0.01765606903811352,-0.0946419800735043,0.04027239475198737,-0.4580349552016957,0.2267274449985411,0.14506380990874365,0.26084078361476865,0.22297172145775532,-0.056574102763364,-0.28822028983037584,0.16456859171750285,0.18245397831565122,-0.11320470029215249,-0.11665052719332661,-0.026881897453746466,0.03439237916018317,-0.035105934353992334,0.11493700222420727,0.0382796692185392,-0.09776789733373914,0.061047782239404325,-0.08765986861642872,-0.035105934353992334,0.19046544612347982,0.3609038828808311,0.00500717737237914,1.0,0.11607388327903621,0.04869227944496788,0.3811542415288699,-0.23634819582364358,-0.18023472309379548,0.03505198890662681,-0.15414157048438093,-0.28211922671464496,-0.3150625630513635,-0.3219922965954935,-0.19685260953329492,-0.08471680383296107,-0.14224507650271573,0.4039099357285016,-0.020868597789425937,-0.4745418309094654,0.19965380667246468,0.13067574592208994,0.1623956819307761,-0.007679694207973456,0.06319931956136451,0.16507309131215292,0.025706371906936025,-0.044889554790174785,0.014124438122023877,0.009903073956116176,0.007891510287878828,0.04587985897306841,0.04934208287706766,0.0055323670707560025,0.04393094185875743,-0.009867119603340814,-0.020038620107861126,-0.024045327766683767,-0.014881326106630134,-0.005297714983630832,-0.014734268922009375,-0.014109071659255259,-0.18692821875199156,-0.011877061256962312,-0.18718519713850904,0.07696911902712811,-0.034092686976390105
