LoadConsumption,Day,Month,Year,Hour,Minute,Coverage ratio,Beroepsbevolking|werkloze beroepsbevolking|Werkloze beroepsbevolking,Beroepsbevolking|werkloze beroepsbevolking|Kortdurig,Beroepsbevolking|werkloze beroepsbevolking|Langdurig of onbekend,Beroepsbevolking|Werkloosheidspercentage,Prijsindex verkoopprijzen|Prijsindex bestaande koopwoningen,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. voorgaande periode,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. een jaar eerder,Aantal verkochte woningen|Aantal verkochte woningen,Aantal verkochte woningen|Ontwikkeling  t.o.v. voorgaande periode,Aantal verkochte woningen|Ontwikkeling  t.o.v. een jaar eerder,Gemiddelde verkoopprijs,Totale waarde verkoopprijzen,CPI | 2015 = 100,CPI afgeleid | 2015 = 100,Jaarmutatie CPI | %,Jaarmutatie CPI afgeleid | %,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bruto binnenlands product,"Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bbp, gecorrigeerd voor werkdageneffecten",Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Totaal,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Goederen,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Diensten,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Huishoudens,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Overheid,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Bedrijven en huishoudens,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Overheid,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Goederen,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Diensten,"Crude oil, average | ($/bbl)","Crude oil, Brent | ($/bbl)","Crude oil, Dubai | ($/bbl)","Crude oil, WTI | ($/bbl)","Coal, Australian | ($/mt)","Coal, South African ** | ($/mt)","Natural gas, US | ($/mmbtu)","Natural gas, Europe | ($/mmbtu)","Liquefied natural gas, Japan | ($/mmbtu)",Natural gas index | (2010=100),euro per m3,euro per m3.1,euro per m3.2,euro per kWh,euro per kWh.1,euro per kWh.2,nat
11061.0,1,1,2017,0,0,,580,361,220,6.3,113.0,7.6,7.6,241860.0,12.6,12.6,263295.0,63680.0,100.35,100.24,1.7,1.6,4.3,3.2,2.8,5.9,6.2,5.3,4.3,2.4,1.5,1.9,0.9,3.9,4.6,0.6,-0.9,6.4,6.9,5.1,53.59,54.89,53.37,52.51,83.73,86.49,3.2608,6.1443492548,8.04227686051,74.25577233775,0.617,0.541,0.204,0.129,0.083,0.055,0.14151625803602863
11061.0,1,1,2017,0,0,,580,361,220,6.3,113.0,7.6,7.6,241860.0,12.6,12.6,263295.0,63680.0,100.35,100.24,1.7,1.6,1.1,0.5,,2.0,0.9,5.0,1.1,-0.4,-0.4,-0.2,-0.8,0.0,0.1,-0.4,0.4,2.8,2.3,4.6,53.59,54.89,53.37,52.51,83.73,86.49,3.2608,6.1443492548,8.04227686051,74.25577233775,0.617,0.541,0.204,0.129,0.083,0.055,0.14151625803602863
11061.0,1,1,2017,0,0,,580,361,220,6.3,113.0,7.6,7.6,241860.0,12.6,12.6,263295.0,63680.0,101.7,101.62,1.4,1.4,4.3,3.2,2.8,5.9,6.2,5.3,4.3,2.4,1.5,1.9,0.9,3.9,4.6,0.6,-0.9,6.4,6.9,5.1,53.59,54.89,53.37,52.51,83.73,86.49,3.2608,6.1443492548,8.04227686051,74.25577233775,0.617,0.541,0.204,0.129,0.083,0.055,0.14151625803602863
11061.0,1,1,2017,0,0,,580,361,220,6.3,113.0,7.6,7.6,241860.0,12.6,12.6,263295.0,63680.0,101.7,101.62,1.4,1.4,1.1,0.5,,2.0,0.9,5.0,1.1,-0.4,-0.4,-0.2,-0.8,0.0,0.1,-0.4,0.4,2.8,2.3,4.6,53.59,54.89,53.37,52.51,83.73,86.49,3.2608,6.1443492548,8.04227686051,74.25577233775,0.617,0.541,0.204,0.129,0.083,0.055,0.14151625803602863
10816.0,1,4,2017,0,0,,561,356,205,6.0,110.9,0.3,7.4,16694.0,-22.9,1.9,256800.0,4287.0,101.98,101.88,1.6,1.6,3.6,3.0,3.4,4.5,4.1,5.6,3.6,2.1,1.9,2.6,0.7,1.7,2.7,-3.4,1.3,5.5,4.6,7.9,52.16333333333,52.98,52.45,51.06,83.65,78.89,3.082,5.0109139183,8.76311875469,67.18458307726,0.617,0.541,0.204,0.129,0.083,0.055,-0.01205773671566608
10816.0,1,4,2017,0,0,,561,356,205,6.0,110.9,0.3,7.4,16694.0,-22.9,1.9,256800.0,4287.0,101.98,101.88,1.6,1.6,1.3,0.9,,2.0,2.1,1.2,1.3,1.0,0.7,0.8,0.5,1.1,1.9,-2.6,0.6,1.6,1.5,2.0,52.16333333333,52.98,52.45,51.06,83.65,78.89,3.082,5.0109139183,8.76311875469,67.18458307726,0.617,0.541,0.204,0.129,0.083,0.055,-0.01205773671566608
11602.0,1,7,2017,0,0,,536,344,192,5.8,113.5,0.9,7.6,19979.0,-7.9,1.3,264007.0,5275.0,102.11,102.05,1.3,1.4,4.6,2.8,3.0,7.2,6.9,7.8,4.6,2.6,2.2,2.8,1.2,6.2,7.0,2.9,0.9,7.0,6.5,8.3,47.65666666667,48.69,47.63,46.65,87.49,81.69,2.9614,5.00392083226,8.85848232734,65.75145561549,0.657,0.533,0.196,0.129,0.076,0.054,0.8576887430021459
11602.0,1,7,2017,0,0,,536,344,192,5.8,113.5,0.9,7.6,19979.0,-7.9,1.3,264007.0,5275.0,102.11,102.05,1.3,1.4,1.4,0.7,,2.4,2.5,2.4,1.4,1.4,0.9,1.0,0.9,4.6,4.5,5.2,0.3,1.5,1.5,1.4,47.65666666667,48.69,47.63,46.65,87.49,81.69,2.9614,5.00392083226,8.85848232734,65.75145561549,0.657,0.533,0.196,0.129,0.076,0.054,0.8576887430021459
10624.0,1,10,2017,0,0,,506,329,177,5.4,115.8,0.7,8.2,20143.0,-2.4,16.2,269083.0,5420.0,102.17,102.11,1.3,1.3,4.5,2.6,2.8,7.1,5.7,10.9,4.5,2.1,1.1,1.2,1.0,5.3,5.2,5.9,0.5,7.1,6.0,10.3,54.92,57.62,55.58,51.56,97.11,91.43,2.8638,6.17632034854,8.3138988926,69.7708652853,0.657,0.533,0.196,0.129,0.076,0.054,0.4791502662765475
10624.0,1,10,2017,0,0,,506,329,177,5.4,115.8,0.7,8.2,20143.0,-2.4,16.2,269083.0,5420.0,102.17,102.11,1.3,1.3,0.9,0.7,,1.2,0.5,3.1,0.9,0.6,0.0,-0.1,0.2,-0.1,-0.4,1.7,0.8,1.2,0.7,2.8,54.92,57.62,55.58,51.56,97.11,91.43,2.8638,6.17632034854,8.3138988926,69.7708652853,0.657,0.533,0.196,0.129,0.076,0.054,0.4791502662765475
10829.0,1,1,2018,0,0,,475,316,160,5.1,118.6,1.5,8.8,16035.0,-39.3,-3.1,276906.0,4440.0,101.82,101.51,1.5,1.3,4.3,2.6,2.8,6.6,5.7,9.0,4.3,4.0,2.6,2.9,2.1,6.6,8.0,-0.1,-0.5,4.5,3.2,8.7,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10829.0,1,1,2018,0,0,,475,316,160,5.1,118.6,1.5,8.8,16035.0,-39.3,-3.1,276906.0,4440.0,101.82,101.51,1.5,1.3,0.8,0.5,,1.3,1.0,2.1,0.8,0.8,1.0,1.3,0.5,0.9,1.9,-3.8,0.6,0.9,0.4,2.3,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10829.0,1,1,2018,0,0,,475,316,160,5.1,118.6,1.5,8.8,16035.0,-39.3,-3.1,276906.0,4440.0,103.44,103.01,1.7,1.4,4.3,2.6,2.8,6.6,5.7,9.0,4.3,4.0,2.6,2.9,2.1,6.6,8.0,-0.1,-0.5,4.5,3.2,8.7,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10829.0,1,1,2018,0,0,,475,316,160,5.1,118.6,1.5,8.8,16035.0,-39.3,-3.1,276906.0,4440.0,103.44,103.01,1.7,1.4,0.8,0.5,,1.3,1.0,2.1,0.8,0.8,1.0,1.3,0.5,0.9,1.9,-3.8,0.6,0.9,0.4,2.3,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10829.0,1,1,2018,0,0,,475,316,160,5.1,123.2,9.0,9.0,218491.0,-9.7,-9.7,287267.0,62765.0,101.82,101.51,1.5,1.3,4.3,2.6,2.8,6.6,5.7,9.0,4.3,4.0,2.6,2.9,2.1,6.6,8.0,-0.1,-0.5,4.5,3.2,8.7,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10829.0,1,1,2018,0,0,,475,316,160,5.1,123.2,9.0,9.0,218491.0,-9.7,-9.7,287267.0,62765.0,101.82,101.51,1.5,1.3,0.8,0.5,,1.3,1.0,2.1,0.8,0.8,1.0,1.3,0.5,0.9,1.9,-3.8,0.6,0.9,0.4,2.3,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10829.0,1,1,2018,0,0,,475,316,160,5.1,123.2,9.0,9.0,218491.0,-9.7,-9.7,287267.0,62765.0,103.44,103.01,1.7,1.4,4.3,2.6,2.8,6.6,5.7,9.0,4.3,4.0,2.6,2.9,2.1,6.6,8.0,-0.1,-0.5,4.5,3.2,8.7,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10829.0,1,1,2018,0,0,,475,316,160,5.1,123.2,9.0,9.0,218491.0,-9.7,-9.7,287267.0,62765.0,103.44,103.01,1.7,1.4,0.8,0.5,,1.3,1.0,2.1,0.8,0.8,1.0,1.3,0.5,0.9,1.9,-3.8,0.6,0.9,0.4,2.3,66.22666666667,68.99,66.02,63.67,106.45,97.48,3.8556,6.66225501314,9.34246387585,84.82162927562,0.658,0.558,0.226,0.141,0.087,0.054,0.1152302312689113
10616.0,1,4,2018,0,0,,462,309,153,4.9,120.6,0.4,8.8,16267.0,-18.6,-2.6,280027.0,4555.0,103.11,102.71,1.1,0.8,3.9,2.7,2.5,5.6,4.1,9.7,3.9,3.0,2.2,2.4,1.8,6.2,6.6,4.4,1.2,4.9,3.8,8.0,68.79333333333,71.63,68.43,66.32,93.69,92.32,2.7791,6.92785820242,10.09046974822,73.518728055,0.658,0.558,0.226,0.141,0.087,0.054,-0.4999348838797284
10616.0,1,4,2018,0,0,,462,309,153,4.9,120.6,0.4,8.8,16267.0,-18.6,-2.6,280027.0,4555.0,103.11,102.71,1.1,0.8,0.6,0.7,,0.6,0.6,0.9,0.6,0.3,0.3,0.4,0.2,0.7,0.6,1.5,0.5,1.0,1.2,0.7,68.79333333333,71.63,68.43,66.32,93.69,92.32,2.7791,6.92785820242,10.09046974822,73.518728055,0.658,0.558,0.226,0.141,0.087,0.054,-0.4999348838797284
11322.0,1,7,2018,0,0,,457,311,146,4.9,123.7,0.9,9.0,19580.0,6.3,-2.0,290731.0,5693.0,104.28,103.82,2.1,1.7,3.1,2.2,2.2,4.2,3.2,6.8,3.1,1.3,1.6,1.5,1.8,-1.5,-1.8,-0.2,1.2,5.0,3.2,10.3,72.66666666667,74.44,72.72,70.84,119.57,106.02,2.8251,7.59883923025,10.44079690313,77.50449306875,0.682,0.548,0.255,0.134,0.081,0.058,-0.5197642029745966
11322.0,1,7,2018,0,0,,457,311,146,4.9,123.7,0.9,9.0,19580.0,6.3,-2.0,290731.0,5693.0,104.28,103.82,2.1,1.7,0.3,0.1,,0.5,0.4,0.9,0.3,-0.6,-0.1,-0.2,0.1,-2.7,-3.6,1.9,0.6,1.3,0.3,4.0,72.66666666667,74.44,72.72,70.84,119.57,106.02,2.8251,7.59883923025,10.44079690313,77.50449306875,0.682,0.548,0.255,0.134,0.081,0.058,-0.5197642029745966
10332.0,1,10,2018,0,0,,438,307,131,4.6,126.2,0.4,9.0,18809.0,14.3,-6.6,294050.0,5531.0,104.32,103.83,2.1,1.7,2.2,1.9,1.7,2.7,3.0,1.9,2.2,1.5,1.6,1.9,1.2,2.8,2.6,3.6,0.2,3.0,2.3,5.0,76.72666666667,80.47,78.96,70.75,108.73,100.34,3.284,8.79096072974,11.66058023421,89.57079561678,0.682,0.548,0.255,0.134,0.081,0.058,0.26341299519035977
10332.0,1,10,2018,0,0,,438,307,131,4.6,126.2,0.4,9.0,18809.0,14.3,-6.6,294050.0,5531.0,104.32,103.83,2.1,1.7,0.1,0.5,,-0.4,0.2,-2.0,0.1,1.2,0.5,0.3,0.8,4.1,4.2,3.7,0.5,-1.1,-0.9,-1.7,76.72666666667,80.47,78.96,70.75,108.73,100.34,3.284,8.79096072974,11.66058023421,89.57079561678,0.682,0.548,0.255,0.134,0.081,0.058,0.26341299519035977
11268.0,1,1,2019,0,0,,424,299,125,4.5,128.8,1.8,8.7,15125.0,-22.2,-5.7,302157.0,4570.0,104.05,102.56,2.2,1.0,1.8,1.8,2.0,1.8,3.5,-3.0,1.8,3.0,1.2,0.4,2.8,4.3,3.7,7.4,0.4,0.5,-0.3,2.8,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11268.0,1,1,2019,0,0,,424,299,125,4.5,128.8,1.8,8.7,15125.0,-22.2,-5.7,302157.0,4570.0,104.05,102.56,2.2,1.0,1.2,0.8,,1.6,2.9,-2.0,1.2,1.7,0.6,0.2,1.4,2.1,2.6,-0.5,1.1,0.6,0.6,0.5,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11268.0,1,1,2019,0,0,,424,299,125,4.5,128.8,1.8,8.7,15125.0,-22.2,-5.7,302157.0,4570.0,106.16,104.64,2.6,1.6,1.8,1.8,2.0,1.8,3.5,-3.0,1.8,3.0,1.2,0.4,2.8,4.3,3.7,7.4,0.4,0.5,-0.3,2.8,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11268.0,1,1,2019,0,0,,424,299,125,4.5,128.8,1.8,8.7,15125.0,-22.2,-5.7,302157.0,4570.0,106.16,104.64,2.6,1.6,1.2,0.8,,1.6,2.9,-2.0,1.2,1.7,0.6,0.2,1.4,2.1,2.6,-0.5,1.1,0.6,0.6,0.5,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11268.0,1,1,2019,0,0,,424,299,125,4.5,131.7,6.9,6.9,218595.0,0.0,0.0,307978.0,67322.0,104.05,102.56,2.2,1.0,1.8,1.8,2.0,1.8,3.5,-3.0,1.8,3.0,1.2,0.4,2.8,4.3,3.7,7.4,0.4,0.5,-0.3,2.8,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11268.0,1,1,2019,0,0,,424,299,125,4.5,131.7,6.9,6.9,218595.0,0.0,0.0,307978.0,67322.0,104.05,102.56,2.2,1.0,1.2,0.8,,1.6,2.9,-2.0,1.2,1.7,0.6,0.2,1.4,2.1,2.6,-0.5,1.1,0.6,0.6,0.5,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11268.0,1,1,2019,0,0,,424,299,125,4.5,131.7,6.9,6.9,218595.0,0.0,0.0,307978.0,67322.0,106.16,104.64,2.6,1.6,1.8,1.8,2.0,1.8,3.5,-3.0,1.8,3.0,1.2,0.4,2.8,4.3,3.7,7.4,0.4,0.5,-0.3,2.8,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11268.0,1,1,2019,0,0,,424,299,125,4.5,131.7,6.9,6.9,218595.0,0.0,0.0,307978.0,67322.0,106.16,104.64,2.6,1.6,1.2,0.8,,1.6,2.9,-2.0,1.2,1.7,0.6,0.2,1.4,2.1,2.6,-0.5,1.1,0.6,0.6,0.5,56.58333333333,59.27,58.96,51.52,98.56,91.29,3.0795,7.26234323345,12.00729261726,80.05536606207,0.745,0.623,0.218,0.171,0.094,0.06,-0.11102532879819148
11198.0,1,4,2019,0,0,,414,310,104,4.4,129.8,0.4,7.7,17303.0,2.8,6.4,302456.0,5233.0,106.08,104.55,2.9,1.8,2.5,1.9,1.8,3.3,4.5,0.3,2.5,2.5,1.5,1.0,2.5,5.3,5.1,6.6,1.3,2.5,0.8,7.4,68.57666666667,71.2,70.66,63.87,86.77,72.49,2.646,4.92218081968,10.26546106987,62.48606579812,0.745,0.623,0.218,0.171,0.094,0.06,-0.3795281327235198
11198.0,1,4,2019,0,0,,414,310,104,4.4,129.8,0.4,7.7,17303.0,2.8,6.4,302456.0,5233.0,106.08,104.55,2.9,1.8,0.8,0.3,,1.6,1.1,2.9,0.8,0.3,0.4,0.5,0.1,2.1,2.3,1.0,0.7,1.4,0.4,4.5,68.57666666667,71.2,70.66,63.87,86.77,72.49,2.646,4.92218081968,10.26546106987,62.48606579812,0.745,0.623,0.218,0.171,0.094,0.06,-0.3795281327235198
11569.0,1,7,2019,0,0,,429,321,109,4.5,132.4,1.1,7.0,21039.0,35.8,7.5,309689.0,6516.0,106.9,105.37,2.5,1.5,3.0,2.1,1.9,4.2,6.0,-0.2,3.0,3.8,1.7,0.8,3.3,10.7,13.0,0.6,1.4,2.1,1.5,3.8,61.47666666667,64.0,62.91,57.52,72.08,65.79,2.36,3.62037140561,10.12781122427,52.73103815976,0.779,0.574,0.159,0.17,0.09,0.058,0.009495039430953995
11569.0,1,7,2019,0,0,,429,321,109,4.5,132.4,1.1,7.0,21039.0,35.8,7.5,309689.0,6516.0,106.9,105.37,2.5,1.5,0.3,0.2,,0.4,0.6,0.0,0.3,0.6,0.1,-0.3,0.8,1.3,2.0,-1.9,0.9,0.0,0.2,-0.5,61.47666666667,64.0,62.91,57.52,72.08,65.79,2.36,3.62037140561,10.12781122427,52.73103815976,0.779,0.574,0.159,0.17,0.09,0.058,0.009495039430953995
11552.0,1,10,2019,0,0,,425,320,105,4.4,134.1,0.6,6.3,18804.0,2.7,0.0,312772.0,5881.0,107.16,105.63,2.7,1.7,2.7,2.0,2.0,3.6,6.7,-4.5,2.7,2.6,1.8,1.3,2.7,4.8,7.1,-5.7,0.3,2.7,3.1,1.6,57.27333333333,59.37,58.47,53.98,69.2,67.44,2.3313,5.05721785787,9.98352408584,59.11549803428,0.779,0.574,0.159,0.17,0.09,0.058,0.2774797801394709
11552.0,1,10,2019,0,0,,425,320,105,4.4,134.1,0.6,6.3,18804.0,2.7,0.0,312772.0,5881.0,107.16,105.63,2.7,1.7,0.3,0.6,,-0.1,1.6,-4.8,0.3,0.1,0.7,0.9,0.3,-0.5,0.3,-4.7,0.6,0.4,1.4,-2.2,57.27333333333,59.37,58.47,53.98,69.2,67.44,2.3313,5.05721785787,9.98352408584,59.11549803428,0.779,0.574,0.159,0.17,0.09,0.058,0.2774797801394709
11186.0,1,1,2020,0,0,,387,294,93,4.0,136.9,1.5,6.3,17525.0,-22.4,15.9,329450.0,5774.0,105.97,104.58,1.8,2.0,0.0,-0.3,-0.5,0.5,0.1,1.6,0.0,-0.7,-0.3,-1.3,1.4,4.0,4.7,0.4,-0.9,0.8,0.2,2.5,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11186.0,1,1,2020,0,0,,387,294,93,4.0,136.9,1.5,6.3,17525.0,-22.4,15.9,329450.0,5774.0,105.97,104.58,1.8,2.0,-1.4,-1.3,,-1.6,-3.2,3.1,-1.4,-1.9,-1.3,-2.3,0.5,0.6,-0.4,6.2,-0.3,-1.0,-1.6,0.7,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11186.0,1,1,2020,0,0,,387,294,93,4.0,136.9,1.5,6.3,17525.0,-22.4,15.9,329450.0,5774.0,107.51,105.94,1.3,1.2,0.0,-0.3,-0.5,0.5,0.1,1.6,0.0,-0.7,-0.3,-1.3,1.4,4.0,4.7,0.4,-0.9,0.8,0.2,2.5,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11186.0,1,1,2020,0,0,,387,294,93,4.0,136.9,1.5,6.3,17525.0,-22.4,15.9,329450.0,5774.0,107.51,105.94,1.3,1.2,-1.4,-1.3,,-1.6,-3.2,3.1,-1.4,-1.9,-1.3,-2.3,0.5,0.6,-0.4,6.2,-0.3,-1.0,-1.6,0.7,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11186.0,1,1,2020,0,0,,387,294,93,4.0,141.9,7.8,7.8,235511.0,7.7,7.7,334488.0,78776.0,105.97,104.58,1.8,2.0,0.0,-0.3,-0.5,0.5,0.1,1.6,0.0,-0.7,-0.3,-1.3,1.4,4.0,4.7,0.4,-0.9,0.8,0.2,2.5,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11186.0,1,1,2020,0,0,,387,294,93,4.0,141.9,7.8,7.8,235511.0,7.7,7.7,334488.0,78776.0,105.97,104.58,1.8,2.0,-1.4,-1.3,,-1.6,-3.2,3.1,-1.4,-1.9,-1.3,-2.3,0.5,0.6,-0.4,6.2,-0.3,-1.0,-1.6,0.7,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11186.0,1,1,2020,0,0,,387,294,93,4.0,141.9,7.8,7.8,235511.0,7.7,7.7,334488.0,78776.0,107.51,105.94,1.3,1.2,0.0,-0.3,-0.5,0.5,0.1,1.6,0.0,-0.7,-0.3,-1.3,1.4,4.0,4.7,0.4,-0.9,0.8,0.2,2.5,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11186.0,1,1,2020,0,0,,387,294,93,4.0,141.9,7.8,7.8,235511.0,7.7,7.7,334488.0,78776.0,107.51,105.94,1.3,1.2,-1.4,-1.3,,-1.6,-3.2,3.1,-1.4,-1.9,-1.3,-2.3,0.5,0.6,-0.4,6.2,-0.3,-1.0,-1.6,0.7,61.62666666667,63.6,63.76,57.52,69.66,82.09,2.0305,3.63338434727,9.88695006327,48.62847791743,0.809,0.664,0.185,0.121,0.106,0.068,-0.16114662841236366
11216.0,1,4,2020,0,0,,460,382,77,4.8,139.3,0.7,7.3,18854.0,1.2,9.0,326232.0,6151.0,107.34,105.91,1.2,1.3,-10.0,-8.8,-8.5,-11.7,-9.3,-18.0,-10.0,-8.4,-8.1,-12.6,-0.3,-7.8,-9.7,2.5,1.0,-11.9,-10.2,-16.4,21.04333333333,23.34,23.27,16.52,58.55,56.58,1.7386,2.12031866732,10.00988126196,37.97404004066,0.809,0.664,0.185,0.121,0.106,0.068,0.5351408490597548
11216.0,1,4,2020,0,0,,460,382,77,4.8,139.3,0.7,7.3,18854.0,1.2,9.0,326232.0,6151.0,107.34,105.91,1.2,1.3,-8.8,-8.3,,-9.5,-7.1,-15.7,-8.8,-7.3,-7.9,-11.2,-2.1,-9.5,-11.7,2.0,0.6,-10.4,-9.0,-14.3,21.04333333333,23.34,23.27,16.52,58.55,56.58,1.7386,2.12031866732,10.00988126196,37.97404004066,0.809,0.664,0.185,0.121,0.106,0.068,0.5351408490597548
11574.0,1,7,2020,0,0,,528,428,100,5.5,142.2,0.9,7.4,22571.0,27.4,7.3,336957.0,7605.0,108.69,107.01,1.7,1.6,-4.0,-3.3,-3.3,-4.9,-1.4,-13.8,-4.0,-3.9,-2.2,-4.9,2.7,-4.7,-6.1,2.0,0.4,-4.1,-0.9,-12.4,42.06666666667,42.81,42.64,40.75,51.56,56.6,1.7352,1.80103549647,7.78644550106,34.90852460845,0.816,0.666,0.182,0.113,0.103,0.058,0.5772912366839997
11574.0,1,7,2020,0,0,,528,428,100,5.5,142.2,0.9,7.4,22571.0,27.4,7.3,336957.0,7605.0,108.69,107.01,1.7,1.6,6.3,6.4,,6.2,7.6,2.7,6.3,5.6,6.7,8.4,4.1,6.0,7.5,-0.5,-0.2,7.1,8.9,2.2,42.06666666667,42.81,42.64,40.75,51.56,56.6,1.7352,1.80103549647,7.78644550106,34.90852460845,0.816,0.666,0.182,0.113,0.103,0.058,0.5772912366839997
11523.0,1,10,2020,0,0,,490,386,104,5.1,146.3,1.1,9.1,22146.0,7.5,17.8,350244.0,7756.0,108.47,106.81,1.2,1.1,-2.8,-2.9,-3.1,-2.6,0.6,-11.8,-2.8,-3.6,-3.1,-6.5,2.5,-1.8,-4.6,13.3,-0.4,-2.0,2.2,-13.5,39.9,40.47,39.7,39.53,58.4,61.04,2.2473,4.88959040816,6.17920516176,54.72115485296,0.816,0.666,0.182,0.113,0.103,0.058,0.4507008700917589
