,LoadConsumption,Beroepsbevolking|Seizoengecorrigeerd,Werkzame beroepsbevolking|Seizoengecorrigeerd,Werkloze beroepsbevolking|Seizoengecorrigeerd,Werkloosheidspercentage|Seizoengecorrigeerd,Bruto arbeidsparticipatie|Seizoengecorrigeerd,Netto arbeidsparticipatie|Seizoengecorrigeerd,date,Prijsindex verkoopprijzen|Prijsindex bestaande koopwoningen,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. voorgaande periode,Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. een jaar eerder,Aantal verkochte woningen|Aantal verkochte woningen,Aantal verkochte woningen|Ontwikkeling  t.o.v. voorgaande periode,Aantal verkochte woningen|Ontwikkeling  t.o.v. een jaar eerder,Gemiddelde verkoopprijs,Totale waarde verkoopprijzen,CPI | 2015 = 100,CPI afgeleid | 2015 = 100,Jaarmutatie CPI | %,Jaarmutatie CPI afgeleid | %,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bruto binnenlands product,"Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bbp, gecorrigeerd voor werkdageneffecten",Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Totaal,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Goederen,Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Diensten,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Huishoudens,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Overheid,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Bedrijven en huishoudens,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Overheid,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Totaal,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Goederen,Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Diensten,"Crude oil, average | ($/bbl)","Crude oil, Brent | ($/bbl)","Crude oil, Dubai | ($/bbl)","Crude oil, WTI | ($/bbl)","Coal, Australian | ($/mt)","Coal, South African ** | ($/mt)","Natural gas, US | ($/mmbtu)","Natural gas, Europe | ($/mmbtu)","Liquefied natural gas, Japan | ($/mmbtu)",Natural gas index | (2010=100),euro per m3,euro per m3.1,euro per m3.2,euro per kWh,euro per kWh.1,euro per kWh.2,nat,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,day_of_week
2011-07-01 07:00:00,12287.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 07:00:00,12287.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 08:00:00,13893.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 08:00:00,13893.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 09:00:00,14716.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 09:00:00,14716.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 10:00:00,15011.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 10:00:00,15011.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 11:00:00,15135.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 11:00:00,15135.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 12:00:00,15026.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 12:00:00,15026.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 13:00:00,15007.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 13:00:00,15007.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 14:00:00,14914.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 14:00:00,14914.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 15:00:00,14613.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 15:00:00,14613.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 16:00:00,14387.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 16:00:00,14387.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 17:00:00,14181.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 17:00:00,14181.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 18:00:00,13515.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 18:00:00,13515.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 19:00:00,12991.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 19:00:00,12991.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 20:00:00,12386.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 20:00:00,12386.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 21:00:00,11784.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 21:00:00,11784.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 22:00:00,11722.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 22:00:00,11722.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 23:00:00,11525.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-07-01 23:00:00,11525.0,8949,8414,535,"6,0","71,9","67,6",2011-07-01,111.0,0.1,-2.3,10433.0,9.3,-14.8,248424.0,2592.0,94.04,96.0,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,0.645,0.513,0.25,0.152,0.095,0.065,0.3911517481250093,1.5,0.5,14,14.4,95,24,18.4,16,3.1,5.0,9,1.0,4,7,2011,26,201126,Friday
2011-08-01 00:00:00,9720.0,8968,8429,539,"6,0","72,0","67,7",2011-08-01,110.3,-0.6,-3.0,10009.0,-4.1,-3.9,241390.0,2416.0,94.19,96.15,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,100.48642512077,110.08130434783,105.05666666667,86.32130434783,120.13,118.27,4.0539,10.81,16.55,111.83098840383,0.645,0.513,0.25,0.152,0.095,0.065,0.1983427642102977,0.0,0.0,1,15.3,61,4,21.7,16,1.7,3.0,10,1.0,1,8,2011,31,201131,Monday
2011-08-01 00:00:00,9720.0,8968,8429,539,"6,0","72,0","67,7",2011-08-01,110.3,-0.6,-3.0,10009.0,-4.1,-3.9,241390.0,2416.0,94.19,96.15,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,100.48642512077,110.08130434783,105.05666666667,86.32130434783,120.13,118.27,4.0539,10.81,16.55,111.83098840383,0.645,0.513,0.25,0.152,0.095,0.065,0.1983427642102977,0.0,0.0,1,15.3,61,4,21.7,16,1.7,3.0,10,1.0,1,8,2011,31,201131,Monday
2011-08-01 01:00:00,9171.0,8968,8429,539,"6,0","72,0","67,7",2011-08-01,110.3,-0.6,-3.0,10009.0,-4.1,-3.9,241390.0,2416.0,94.19,96.15,3.0,2.7,2.3,1.4,1.4,3.7,3.4,4.7,2.3,0.4,-0.3,-0.2,-0.6,3.6,4.4,0.7,0.3,4.8,4.5,5.8,100.48642512077,110.08130434783,105.05666666667,86.32130434783,120.13,118.27,4.0539,10.81,16.55,111.83098840383,0.645,0.513,0.25,0.152,0.095,0.065,0.1983427642102977,0.0,0.0,1,15.3,61,4,21.7,16,1.7,3.0,10,1.0,1,8,2011,31,201131,Monday
2011-08-01 01:00:00,9171.0,8968,8429,539,"6,0","72,0","67,7",2011-08-01,110.3,-0.6,-3.0,10009.0,-4.1,-3.9,241390.0,2416.0,94.19,96.15,3.0,2.7,0.7,0.0,,1.7,1.9,1.2,0.7,0.3,-0.4,-0.4,-0.4,-0.6,0.3,-3.9,0.1,1.1,1.0,1.3,100.48642512077,110.08130434783,105.05666666667,86.32130434783,120.13,118.27,4.0539,10.81,16.55,111.83098840383,0.645,0.513,0.25,0.152,0.095,0.065,0.1983427642102977,0.0,0.0,1,15.3,61,4,21.7,16,1.7,3.0,10,1.0,1,8,2011,31,201131,Monday
