fold,train_start,train_end,test_start,test_end,rmse,mape,pcc,prophet_baseline_mape,stacked_rmse,stacked_mape,stacked_pcc,selected_features,forecast_features,prophet_config
4,2019-01-01,2023-11-28,2024-01-01,2024-11-29,2272.1457919772665,24.82432872056961,0.12733238286173185,11.556578612690977,1834.0126898736946,11.540389187688717,0.19668954664871616,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'Month', 'Week', 'weekly', 'euro per kWh', 'Jaarmutatie CPI afgeleid | %', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Goederen', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Overheid', 'trend', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Totaal']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}"
2,2019-01-01,2021-11-28,2022-01-01,2022-12-31,2171.9555704479776,16.414299607276917,0.09686206578871119,14.513866317282927,1767.2615108375608,12.451719363281889,0.39460608817325205,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'yearly', 'Month', 'Week', 'weekly', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Goederen', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Invoer van goederen en diensten|Totaal', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Totaal', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Totaal', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}"
1,2010-01-01,2011-07-04,2012-01-01,2012-12-31,24.437976256610018,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'trend', 'Gemiddelde verkoopprijs', 'yearly', 'Liquefied natural gas, Japan | ($/mmbtu)', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Uitvoer van goederen en diensten|Goederen', 'CPI | 2015 = 100', 'CPI afgeleid | 2015 = 100', 'Beroepsbevolking|Seizoengecorrigeerd']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2291.8694334538345,15.954020619392395,0.5765790103063501,2431.9192009604267,19.62396502494812,0.6011366374204015,,,
3,2010-01-01,2013-07-04,2014-01-01,2014-12-31,21.58008988908632,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'trend', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bbp, gecorrigeerd voor werkdageneffecten', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal', 'Werkzame beroepsbevolking|Seizoengecorrigeerd', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bruto binnenlands product', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Totaal', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Bedrijven en huishoudens']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2179.0813431352212,18.244758248329163,0.5512723593741271,2220.9226686222105,15.674568712711334,0.40505615593936695,,,
4,2010-01-01,2014-07-04,2015-01-01,2015-12-31,18.084916909984425,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'trend', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Aantal verkochte woningen|Aantal verkochte woningen', 'Totale waarde verkoopprijzen', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bbp, gecorrigeerd voor werkdageneffecten', 'Beroepsbevolking|Seizoengecorrigeerd', 'Gemiddelde verkoopprijs', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",1970.6768507292109,14.204314351081848,0.46327183411443523,2176.195533494176,19.276437163352966,0.41052618888175185,,,
2,2010-01-01,2012-07-04,2013-01-01,2013-12-31,20.411475990154873,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'trend', 'yearly', 'Gemiddelde verkoopprijs', 'Opbouw bbp vanuit de finale bestedingen|Beschikbaar voor finale bestedingen|Bbp, gecorrigeerd voor werkdageneffecten', 'Werkzame beroepsbevolking|Seizoengecorrigeerd', 'euro per kWh.2', 'Prijsindex verkoopprijzen|Ontwikkeling  t.o.v. voorgaande periode', 'Beroepsbevolking|Seizoengecorrigeerd']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2230.4246232500213,45.92341482639313,0.37570706406497956,1843.2486267457248,34.40053164958954,0.6050928395838854,,,
5,2010-01-01,2015-07-04,2016-01-01,2016-12-31,15.197822379268269,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Aantal verkochte woningen|Aantal verkochte woningen', 'Totale waarde verkoopprijzen', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Totaal', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Totaal', 'Beroepsbevolking|Seizoengecorrigeerd', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Bruto investeringen in vaste activa|Bedrijven en huishoudens', 'Gemiddelde verkoopprijs']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2184.4081578313153,13.522689044475555,0.4816361271971815,1946.1865917737694,12.181406468153,0.5594598981910028,,,
6,2010-01-01,2016-07-04,2017-01-01,2017-12-31,14.902800222149398,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Aantal verkochte woningen|Aantal verkochte woningen', 'Totale waarde verkoopprijzen', 'Beroepsbevolking|Seizoengecorrigeerd', 'Year', 'Crude oil, WTI | ($/bbl)', 'Aantal verkochte woningen|Ontwikkeling  t.o.v. voorgaande periode', 'WeekKey']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2182.6339592336594,12.502965331077576,0.47400730313889555,2219.97736474947,14.34125155210495,0.3749468939183499,,,
7,2010-01-01,2017-07-04,2018-01-01,2018-12-31,13.340521860748114,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Aantal verkochte woningen|Aantal verkochte woningen', 'Totale waarde verkoopprijzen', 'Beroepsbevolking|Seizoengecorrigeerd', 'Year', 'WeekKey', 'Crude oil, WTI | ($/bbl)', 'Aantal verkochte woningen|Ontwikkeling  t.o.v. voorgaande periode']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2199.9280670058283,13.05210143327713,0.3505401091823481,2072.7952141974856,14.554966986179352,0.36800854476277584,,,
8,2010-01-01,2018-07-04,2019-01-01,2019-12-31,12.814124229370877,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'Aantal verkochte woningen|Aantal verkochte woningen', 'Totale waarde verkoopprijzen', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Beroepsbevolking|Seizoengecorrigeerd', 'Year', 'WeekKey', 'Crude oil, WTI | ($/bbl)', 'Crude oil, average | ($/bbl)']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2179.7675334769074,14.178381860256195,0.17401345818101785,2119.9139133464832,13.323244452476501,0.19993329751939262,,,
9,2010-01-01,2019-07-04,2020-01-01,2020-12-31,13.338712130239191,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Aantal verkochte woningen|Aantal verkochte woningen', 'Totale waarde verkoopprijzen', 'euro per kWh.1', 'Crude oil, WTI | ($/bbl)', 'Crude oil, average | ($/bbl)', 'Crude oil, Brent | ($/bbl)', 'Crude oil, Dubai | ($/bbl)']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",2427.3209511723003,15.979278087615967,-0.10048809585325756,1941.4705122664109,14.563299715518951,0.06258635971909564,,,
10,2010-01-01,2020-07-04,2021-01-01,2021-12-31,14.574157235781815,"['DailyPrecipitation', 'MaxHourlyPrecipitation', 'HDMaxPrecipitation', 'DailyMeanTemperature', 'HourlyMinTemperature', 'HDMinTemperature', 'HourlyMaxTemperature', 'yhat', 'weekly', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Verandering in voorraden', 'Aantal verkochte woningen|Aantal verkochte woningen', 'Totale waarde verkoopprijzen', 'euro per kWh.1', 'Prijsindex verkoopprijzen|Prijsindex bestaande koopwoningen', 'Gemiddelde verkoopprijs', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Huishoudens', 'Opbouw bbp vanuit de finale bestedingen|Finale bestedingen|Nationale finale bestedingen|Consumptieve bestedingen|Totaal']","['yhat', 'trend', 'weekly', 'yearly']","{'advanced': True, 'multiplicative': True, 'n_features_used': 17}",1929.181627011827,13.418728113174438,0.21833799602768,2037.0725932082048,13.7531116604805,-0.011298190347888495,,,
